tid,lock_impl_time(ms)
RUN 0
001,    73.834
-----------------------------------------------------------------------------------------------

RUN 1
001,    69.779
-----------------------------------------------------------------------------------------------

RUN 2
001,    73.543
-----------------------------------------------------------------------------------------------

RUN 3
001,    82.024
-----------------------------------------------------------------------------------------------

RUN 4
001,    79.177
-----------------------------------------------------------------------------------------------

