tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00623320,01521319,010,00067829,00244836,00003476,001024,000,000,00000008,00312665,01,0000006058570799,00000000,00000000,001,002,016,016
001,00000000,00623046,01231891,010,00067377,00245758,00003512,001024,000,000,00000008,00313135,01,0000005963125886,00000000,00000000,001,002,016,016
002,00000000,00624342,01070771,010,00067801,00245643,00003568,001024,000,000,00000008,00313444,01,0000006100451112,00000000,00000000,001,002,016,016
003,00000000,00620511,01167587,010,00067329,00244822,00003497,001024,000,000,00000008,00312151,01,0000006064974675,00000000,00000000,001,002,016,016
004,00000000,00622728,00000000,010,00068043,00244561,00003586,001024,000,000,00000008,00312604,01,0000006215680160,00000000,00000000,001,002,016,016
005,00000000,00622056,00000000,010,00067500,00245188,00003417,001024,000,000,00000008,00312688,01,0000006140074987,00000000,00000000,001,002,016,016
006,00000000,00620300,00000000,010,00067433,00244754,00003451,001024,000,000,00000008,00312187,01,0000006194884879,00000000,00000000,001,002,016,016
007,00000000,00621123,00000000,010,00068003,00244830,00003453,001024,000,000,00000008,00312833,01,0000006197184755,00000000,00000000,001,002,016,016
008,00000000,00602864,00000000,010,00066129,00237269,00003289,001024,000,000,00000008,00303398,01,0000001561418325,00000000,00000000,001,002,016,016
009,00000000,00619700,00000000,010,00067313,00243826,00003465,001024,000,000,00000008,00311139,01,0000006147625395,00000000,00000000,001,002,016,016
010,00000000,00621006,00000000,010,00067132,00244333,00003477,001024,000,000,00000008,00311465,01,0000006094509637,00000000,00000000,001,002,016,016
011,00000000,00621823,00000000,010,00068024,00244755,00003514,001024,000,000,00000008,00312779,01,0000006042663660,00000000,00000000,001,002,016,016
012,00000000,00623402,00000000,010,00067825,00244429,00003427,001024,000,000,00000008,00312254,01,0000006070659616,00000000,00000000,001,002,016,016
013,00000000,00623132,00000000,010,00068076,00244773,00003417,001024,000,000,00000008,00312849,01,0000006139552208,00000000,00000000,001,002,016,016
