tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00613249,01276304,010,00058586,00249320,00003467,001024,000,001,00000008,00307906,01,0000007911046500,00000000,00000000,001,002,016,016
001,00000000,00613266,01019534,010,00058102,00250202,00003463,001024,000,001,00000008,00308304,01,0000007851355135,00000000,00000000,001,002,016,016
002,00000000,00614420,01164237,010,00058822,00250178,00003538,001024,000,001,00000008,00309000,01,0000007827120841,00000000,00000000,001,002,016,016
003,00000000,00610966,01455416,010,00058276,00248786,00003415,001024,000,001,00000008,00307062,01,0000007621275708,00000000,00000000,001,002,016,016
004,00000000,00613680,00000000,010,00058279,00249409,00003461,001024,000,001,00000008,00307688,01,0000007793621822,00000000,00000000,001,002,016,016
005,00000000,00614362,00000000,010,00058422,00249302,00003441,001024,000,001,00000008,00307724,01,0000007691178752,00000000,00000000,001,002,016,016
006,00000000,00591853,00000000,010,00056477,00240725,00003355,001024,000,001,00000008,00297202,01,0000000721336955,00000000,00000000,001,002,016,016
007,00000000,00612277,00000000,010,00058333,00249672,00003493,001024,000,001,00000008,00308005,01,0000007804231952,00000000,00000000,001,002,016,016
008,00000000,00611370,00000000,010,00058577,00248604,00003449,001024,000,001,00000008,00307181,01,0000008005616510,00000000,00000000,001,002,016,016
009,00000000,00612231,00000000,010,00058387,00249517,00003485,001024,000,001,00000008,00307904,01,0000007655698182,00000000,00000000,001,002,016,016
010,00000000,00612755,00000000,010,00058161,00249815,00003459,001024,000,001,00000008,00307976,01,0000007728986917,00000000,00000000,001,002,016,016
011,00000000,00610868,00000000,010,00058301,00248965,00003516,001024,000,001,00000008,00307266,01,0000007713087475,00000000,00000000,001,002,016,016
012,00000000,00611226,00000000,010,00058452,00248946,00003573,001024,000,001,00000008,00307398,01,0000007653736281,00000000,00000000,001,002,016,016
013,00000000,00614344,00000000,010,00059126,00249516,00003541,001024,000,001,00000008,00308642,01,0000007401236357,00000000,00000000,001,002,016,016
014,00000000,00613752,00000000,010,00058121,00249617,00003540,001024,000,001,00000008,00307738,01,0000007822692975,00000000,00000000,001,002,016,016
015,00000000,00614914,00000000,010,00058408,00250087,00003620,001024,000,001,00000008,00308495,01,0000007841019548,00000000,00000000,001,002,016,016
000,00000000,01288349,00268110,010,00573002,00074124,00013405,001024,000,000,00000128,00647126,01,0000021627214806,00000000,00000000,001,002,016,016
