tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00610681,01465354,010,00060330,00246356,00003417,001024,000,000,00000008,00306648,01,0000007700841668,00000000,00000000,001,002,016,016
001,00000000,00610484,01129138,010,00060257,00246629,00003551,001024,000,000,00000008,00306854,01,0000007673451452,00000000,00000000,001,002,016,016
002,00000000,00610747,01175223,010,00060060,00246345,00003587,001024,000,000,00000008,00306374,01,0000007695088574,00000000,00000000,001,002,016,016
003,00000000,00610359,01122587,010,00060088,00246184,00003470,001024,000,000,00000008,00306220,01,0000007848472246,00000000,00000000,001,002,016,016
004,00000000,00609972,00000000,010,00060173,00245876,00003535,001024,000,000,00000008,00306004,01,0000007575111748,00000000,00000000,001,002,016,016
005,00000000,00610200,00000000,010,00060305,00246331,00003454,001024,000,000,00000008,00306595,01,0000007678385300,00000000,00000000,001,002,016,016
006,00000000,00609322,00000000,010,00060066,00246227,00003393,001024,000,000,00000008,00306252,01,0000007512955289,00000000,00000000,001,002,016,016
007,00000000,00609342,00000000,010,00059983,00246336,00003457,001024,000,000,00000008,00306279,01,0000007718109452,00000000,00000000,001,002,016,016
008,00000000,00609593,00000000,010,00060499,00245423,00003457,001024,000,000,00000008,00305872,01,0000007591293923,00000000,00000000,001,002,016,016
009,00000000,00611205,00000000,010,00060697,00246000,00003503,001024,000,000,00000008,00306643,01,0000007643832253,00000000,00000000,001,002,016,016
010,00000000,00608355,00000000,010,00060163,00246413,00003418,001024,000,000,00000008,00306539,01,0000007651827579,00000000,00000000,001,002,016,016
011,00000000,00612119,00000000,010,00060605,00246554,00003579,001024,000,000,00000008,00307116,01,0000007616740026,00000000,00000000,001,002,016,016
012,00000000,00609862,00000000,010,00060337,00246346,00003524,001024,000,000,00000008,00306648,01,0000007396655214,00000000,00000000,001,002,016,016
013,00000000,00609905,00000000,010,00060418,00246302,00003522,001024,000,000,00000008,00306671,01,0000007558881982,00000000,00000000,001,002,016,016
014,00000000,00586322,00000000,010,00057680,00237083,00003332,001024,000,000,00000008,00294716,01,0000000950722754,00000000,00000000,001,002,016,016
015,00000000,00609350,00000000,010,00060334,00246585,00003387,001024,000,000,00000008,00306871,01,0000007625397362,00000000,00000000,001,002,016,016
000,00000000,00619431,01319854,010,00056664,00254841,00003554,001024,000,001,00000008,00311459,01,0000007797491017,00000000,00000000,001,002,016,016
001,00000000,00620587,01141817,010,00057058,00254915,00003485,001024,000,001,00000008,00311946,01,0000007898390695,00000000,00000000,001,002,016,016
002,00000000,00623692,01077065,010,00056799,00256164,00003570,001024,000,001,00000008,00312919,01,0000007821375865,00000000,00000000,001,002,016,016
003,00000000,00621784,01445989,010,00057131,00255677,00003609,001024,000,001,00000008,00312765,01,0000007928764378,00000000,00000000,001,002,016,016
004,00000000,00620474,00000000,010,00056880,00255270,00003629,001024,000,001,00000008,00312109,01,0000007705275403,00000000,00000000,001,002,016,016
005,00000000,00620293,00000000,010,00056906,00255058,00003463,001024,000,001,00000008,00311917,01,0000007729954503,00000000,00000000,001,002,016,016
006,00000000,00621421,00000000,010,00056723,00255257,00003677,001024,000,001,00000008,00311933,01,0000007440869318,00000000,00000000,001,002,016,016
007,00000000,00622131,00000000,010,00056911,00255860,00003587,001024,000,001,00000008,00312724,01,0000007860782306,00000000,00000000,001,002,016,016
008,00000000,00622916,00000000,010,00057248,00255046,00003555,001024,000,001,00000008,00312249,01,0000007741322818,00000000,00000000,001,002,016,016
009,00000000,00620291,00000000,010,00057048,00255208,00003510,001024,000,001,00000008,00312206,01,0000007738503285,00000000,00000000,001,002,016,016
010,00000000,00619380,00000000,010,00056474,00255311,00003467,001024,000,001,00000008,00311740,01,0000007811392990,00000000,00000000,001,002,016,016
011,00000000,00622495,00000000,010,00057290,00255562,00003495,001024,000,001,00000008,00312814,01,0000007733151307,00000000,00000000,001,002,016,016
012,00000000,00599374,00000000,010,00055127,00245280,00003340,001024,000,001,00000008,00300377,01,0000000811157168,00000000,00000000,001,002,016,016
013,00000000,00622166,00000000,010,00056571,00255671,00003655,001024,000,001,00000008,00312195,01,0000007632959709,00000000,00000000,001,002,016,016
014,00000000,00622156,00000000,010,00057163,00255556,00003526,001024,000,001,00000008,00312675,01,0000007317762553,00000000,00000000,001,002,016,016
015,00000000,00622316,00000000,010,00057321,00255425,00003497,001024,000,001,00000008,00312697,01,0000007511725029,00000000,00000000,001,002,016,016
