tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00365878,00919372,010,00183599,00000000,00000000,001024,000,000,00000008,00183599,01,0000006365224268,00000000,00000000,001,002,016,016
001,00000000,00365893,00630399,010,00183632,00000000,00000000,001024,000,000,00000008,00183632,01,0000006247525655,00000000,00000000,001,002,016,016
002,00000000,00365780,00676597,010,00184303,00000000,00000000,001024,000,000,00000008,00184303,01,0000006488116973,00000000,00000000,001,002,016,016
003,00000000,00364912,00701238,010,00183700,00000000,00000000,001024,000,000,00000008,00183700,01,0000006461167923,00000000,00000000,001,002,016,016
004,00000000,00364309,00000000,010,00183352,00000000,00000000,001024,000,000,00000008,00183352,01,0000006403583583,00000000,00000000,001,002,016,016
005,00000000,00364696,00000000,010,00183500,00000000,00000000,001024,000,000,00000008,00183500,01,0000006432277343,00000000,00000000,001,002,016,016
006,00000000,00352550,00000000,010,00177617,00000000,00000000,001024,000,000,00000008,00177617,01,0000000762267243,00000000,00000000,001,002,016,016
007,00000000,00364420,00000000,010,00182964,00000000,00000000,001024,000,000,00000008,00182964,01,0000006405989916,00000000,00000000,001,002,016,016
008,00000000,00362810,00000000,010,00182588,00000000,00000000,001024,000,000,00000008,00182588,01,0000006170592538,00000000,00000000,001,002,016,016
009,00000000,00365935,00000000,010,00183573,00000000,00000000,001024,000,000,00000008,00183573,01,0000006317881266,00000000,00000000,001,002,016,016
010,00000000,00363762,00000000,010,00183117,00000000,00000000,001024,000,000,00000008,00183117,01,0000006225498849,00000000,00000000,001,002,016,016
011,00000000,00365386,00000000,010,00183318,00000000,00000000,001024,000,000,00000008,00183318,01,0000006454482222,00000000,00000000,001,002,016,016
012,00000000,00363768,00000000,010,00183343,00000000,00000000,001024,000,000,00000008,00183343,01,0000006095459435,00000000,00000000,001,002,016,016
013,00000000,00364795,00000000,010,00183089,00000000,00000000,001024,000,000,00000008,00183089,01,0000006319243417,00000000,00000000,001,002,016,016
014,00000000,00362356,00000000,010,00182538,00000000,00000000,001024,000,000,00000008,00182538,01,0000005737879488,00000000,00000000,001,002,016,016
015,00000000,00365189,00000000,010,00183373,00000000,00000000,001024,000,000,00000008,00183373,01,0000006075035435,00000000,00000000,001,002,016,016
000,00000000,00398634,00911290,010,00200753,00000000,00000000,001024,000,001,00000008,00200753,01,0000006840276924,00000000,00000000,001,002,016,016
001,00000000,00401350,00788149,010,00201002,00000000,00000000,001024,000,001,00000008,00201002,01,0000006777487638,00000000,00000000,001,002,016,016
002,00000000,00398958,00733795,010,00200657,00000000,00000000,001024,000,001,00000008,00200657,01,0000006902806639,00000000,00000000,001,002,016,016
003,00000000,00398761,00769385,010,00200455,00000000,00000000,001024,000,001,00000008,00200455,01,0000006886810122,00000000,00000000,001,002,016,016
