tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00402522,00904154,010,00202856,00000000,00000000,001024,000,000,00000008,00202277,01,0000006795319424,00000000,00000000,001,002,016,016
001,00000000,00402791,00733184,010,00203157,00000000,00000000,001024,000,000,00000008,00202564,01,0000006765223185,00000000,00000000,001,002,016,016
002,00000000,00401179,00685858,010,00201987,00000000,00000000,001024,000,000,00000008,00201446,01,0000006854669379,00000000,00000000,001,002,016,016
003,00000000,00401455,00897927,010,00202474,00000000,00000000,001024,000,000,00000008,00201895,01,0000006864412698,00000000,00000000,001,002,016,016
004,00000000,00401272,00000000,010,00202699,00000000,00000000,001024,000,000,00000008,00202092,01,0000006789467890,00000000,00000000,001,002,016,016
005,00000000,00401413,00000000,010,00202019,00000000,00000000,001024,000,000,00000008,00201438,01,0000006883307913,00000000,00000000,001,002,016,016
006,00000000,00401737,00000000,010,00202678,00000000,00000000,001024,000,000,00000008,00202093,01,0000006820397234,00000000,00000000,001,002,016,016
007,00000000,00399677,00000000,010,00201894,00000000,00000000,001024,000,000,00000008,00201306,01,0000006591890781,00000000,00000000,001,002,016,016
008,00000000,00401367,00000000,010,00202378,00000000,00000000,001024,000,000,00000008,00201793,01,0000006745196767,00000000,00000000,001,002,016,016
009,00000000,00402233,00000000,010,00202264,00000000,00000000,001024,000,000,00000008,00201678,01,0000006711400084,00000000,00000000,001,002,016,016
010,00000000,00401098,00000000,010,00202156,00000000,00000000,001024,000,000,00000008,00201607,01,0000006755203353,00000000,00000000,001,002,016,016
011,00000000,00400064,00000000,010,00202110,00000000,00000000,001024,000,000,00000008,00201560,01,0000006772067952,00000000,00000000,001,002,016,016
012,00000000,00400014,00000000,010,00201769,00000000,00000000,001024,000,000,00000008,00201227,01,0000006840268248,00000000,00000000,001,002,016,016
013,00000000,00387822,00000000,010,00195805,00000000,00000000,001024,000,000,00000008,00195294,01,0000000657220212,00000000,00000000,001,002,016,016
014,00000000,00401148,00000000,010,00202264,00000000,00000000,001024,000,000,00000008,00201687,01,0000006719271088,00000000,00000000,001,002,016,016
015,00000000,00399694,00000000,010,00201741,00000000,00000000,001024,000,000,00000008,00201166,01,0000006746950957,00000000,00000000,001,002,016,016
000,00000000,00416548,00798420,010,00210466,00000000,00000000,001024,000,001,00000008,00209847,01,0000006963859376,00000000,00000000,001,002,016,016
001,00000000,00416789,00889551,010,00210123,00000000,00000000,001024,000,001,00000008,00209537,01,0000007014635289,00000000,00000000,001,002,016,016
002,00000000,00417007,00744771,010,00209771,00000000,00000000,001024,000,001,00000008,00209175,01,0000007021050303,00000000,00000000,001,002,016,016
003,00000000,00415675,00906329,010,00209616,00000000,00000000,001024,000,001,00000008,00208966,01,0000007082679250,00000000,00000000,001,002,016,016
004,00000000,00416793,00000000,010,00209585,00000000,00000000,001024,000,001,00000008,00209007,01,0000006948235271,00000000,00000000,001,002,016,016
005,00000000,00414721,00000000,010,00209090,00000000,00000000,001024,000,001,00000008,00208500,01,0000007050729720,00000000,00000000,001,002,016,016
006,00000000,00415025,00000000,010,00208999,00000000,00000000,001024,000,001,00000008,00208418,01,0000006973677189,00000000,00000000,001,002,016,016
007,00000000,00415852,00000000,010,00209779,00000000,00000000,001024,000,001,00000008,00209173,01,0000007062157553,00000000,00000000,001,002,016,016
008,00000000,00416004,00000000,010,00209984,00000000,00000000,001024,000,001,00000008,00209426,01,0000006918379879,00000000,00000000,001,002,016,016
009,00000000,00416687,00000000,010,00209886,00000000,00000000,001024,000,001,00000008,00209249,01,0000006925817241,00000000,00000000,001,002,016,016
