tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00419926,00927353,010,00210891,00000000,00000000,001024,000,000,00000008,00210891,01,0000005063729828,00000000,00000000,001,002,016,016
001,00000000,00419369,00870537,010,00210566,00000000,00000000,001024,000,000,00000008,00210566,01,0000005334953604,00000000,00000000,001,002,016,016
002,00000000,00418109,00751613,010,00210359,00000000,00000000,001024,000,000,00000008,00210359,01,0000005272227321,00000000,00000000,001,002,016,016
003,00000000,00419200,00817729,010,00210745,00000000,00000000,001024,000,000,00000008,00210745,01,0000005335338780,00000000,00000000,001,002,016,016
004,00000000,00418710,00000000,010,00210258,00000000,00000000,001024,000,000,00000008,00210258,01,0000005454882483,00000000,00000000,001,002,016,016
005,00000000,00421733,00000000,010,00211015,00000000,00000000,001024,000,000,00000008,00211015,01,0000005377803291,00000000,00000000,001,002,016,016
006,00000000,00419247,00000000,010,00210694,00000000,00000000,001024,000,000,00000008,00210694,01,0000005448492182,00000000,00000000,001,002,016,016
007,00000000,00420652,00000000,010,00211206,00000000,00000000,001024,000,000,00000008,00211206,01,0000005366430415,00000000,00000000,001,002,016,016
008,00000000,00418842,00000000,010,00211061,00000000,00000000,001024,000,000,00000008,00211061,01,0000005286792044,00000000,00000000,001,002,016,016
009,00000000,00418523,00000000,010,00210858,00000000,00000000,001024,000,000,00000008,00210858,01,0000005295365923,00000000,00000000,001,002,016,016
010,00000000,00417740,00000000,010,00210205,00000000,00000000,001024,000,000,00000008,00210205,01,0000005306997169,00000000,00000000,001,002,016,016
011,00000000,00418839,00000000,010,00210666,00000000,00000000,001024,000,000,00000008,00210666,01,0000005370196985,00000000,00000000,001,002,016,016
012,00000000,00418843,00000000,010,00210625,00000000,00000000,001024,000,000,00000008,00210625,01,0000005354823747,00000000,00000000,001,002,016,016
013,00000000,00422838,00000000,010,00211599,00000000,00000000,001024,000,000,00000008,00211599,01,0000005249366672,00000000,00000000,001,002,016,016
014,00000000,00420010,00000000,010,00211005,00000000,00000000,001024,000,000,00000008,00211005,01,0000005276300738,00000000,00000000,001,002,016,016
015,00000000,00408681,00000000,010,00205479,00000000,00000000,001024,000,000,00000008,00205479,01,0000001580772911,00000000,00000000,001,002,016,016
000,00000000,00418234,00773288,010,00210583,00000000,00000000,001024,000,001,00000008,00210583,01,0000005283624597,00000000,00000000,001,002,016,016
001,00000000,00420339,00930970,010,00210990,00000000,00000000,001024,000,001,00000008,00210990,01,0000005288948910,00000000,00000000,001,002,016,016
002,00000000,00420674,00863856,010,00210830,00000000,00000000,001024,000,001,00000008,00210830,01,0000005344086003,00000000,00000000,001,002,016,016
003,00000000,00419405,00794837,010,00210802,00000000,00000000,001024,000,001,00000008,00210802,01,0000005163889297,00000000,00000000,001,002,016,016
004,00000000,00417112,00000000,010,00210015,00000000,00000000,001024,000,001,00000008,00210015,01,0000005365013793,00000000,00000000,001,002,016,016
005,00000000,00418345,00000000,010,00210043,00000000,00000000,001024,000,001,00000008,00210043,01,0000005426694236,00000000,00000000,001,002,016,016
006,00000000,00419382,00000000,010,00210648,00000000,00000000,001024,000,001,00000008,00210648,01,0000005377507881,00000000,00000000,001,002,016,016
007,00000000,00418182,00000000,010,00210373,00000000,00000000,001024,000,001,00000008,00210373,01,0000005433708720,00000000,00000000,001,002,016,016
