tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00414544,00954207,010,00208707,00000000,00000000,001024,000,000,00000008,00208049,01,0000005317378262,00000000,00000000,001,002,016,016
001,00000000,00416609,00749421,010,00209838,00000000,00000000,001024,000,000,00000008,00209239,01,0000005380502951,00000000,00000000,001,002,016,016
002,00000000,00415393,00763273,010,00209103,00000000,00000000,001024,000,000,00000008,00208475,01,0000005354069238,00000000,00000000,001,002,016,016
003,00000000,00413012,00862438,010,00208332,00000000,00000000,001024,000,000,00000008,00207741,01,0000005494793938,00000000,00000000,001,002,016,016
004,00000000,00413177,00000000,010,00208599,00000000,00000000,001024,000,000,00000008,00207969,01,0000005528467735,00000000,00000000,001,002,016,016
005,00000000,00413292,00000000,010,00208359,00000000,00000000,001024,000,000,00000008,00207707,01,0000005550081991,00000000,00000000,001,002,016,016
006,00000000,00414080,00000000,010,00209047,00000000,00000000,001024,000,000,00000008,00208419,01,0000005393478298,00000000,00000000,001,002,016,016
007,00000000,00414575,00000000,010,00209295,00000000,00000000,001024,000,000,00000008,00208663,01,0000005323370400,00000000,00000000,001,002,016,016
008,00000000,00415507,00000000,010,00209086,00000000,00000000,001024,000,000,00000008,00208446,01,0000005469964878,00000000,00000000,001,002,016,016
009,00000000,00414689,00000000,010,00209076,00000000,00000000,001024,000,000,00000008,00208454,01,0000005485853069,00000000,00000000,001,002,016,016
010,00000000,00413190,00000000,010,00208706,00000000,00000000,001024,000,000,00000008,00208093,01,0000005510960756,00000000,00000000,001,002,016,016
011,00000000,00414200,00000000,010,00209050,00000000,00000000,001024,000,000,00000008,00208408,01,0000005332868470,00000000,00000000,001,002,016,016
012,00000000,00414436,00000000,010,00209162,00000000,00000000,001024,000,000,00000008,00208527,01,0000005420095116,00000000,00000000,001,002,016,016
013,00000000,00414844,00000000,010,00209624,00000000,00000000,001024,000,000,00000008,00208992,01,0000005327059670,00000000,00000000,001,002,016,016
014,00000000,00415208,00000000,010,00209651,00000000,00000000,001024,000,000,00000008,00209069,01,0000005357951154,00000000,00000000,001,002,016,016
015,00000000,00403846,00000000,010,00203677,00000000,00000000,001024,000,000,00000008,00203088,01,0000001561317848,00000000,00000000,001,002,016,016
000,00000000,00417657,00888759,010,00210971,00000000,00000000,001024,000,001,00000008,00210354,01,0000005318347466,00000000,00000000,001,002,016,016
001,00000000,00419766,00712385,010,00211559,00000000,00000000,001024,000,001,00000008,00210939,01,0000004897934345,00000000,00000000,001,002,016,016
002,00000000,00417054,00942131,010,00210620,00000000,00000000,001024,000,001,00000008,00209985,01,0000005456007913,00000000,00000000,001,002,016,016
003,00000000,00417452,00811336,010,00210178,00000000,00000000,001024,000,001,00000008,00209572,01,0000005428964252,00000000,00000000,001,002,016,016
004,00000000,00416820,00000000,010,00209747,00000000,00000000,001024,000,001,00000008,00209145,01,0000005381709432,00000000,00000000,001,002,016,016
005,00000000,00419278,00000000,010,00210420,00000000,00000000,001024,000,001,00000008,00209840,01,0000005391321141,00000000,00000000,001,002,016,016
006,00000000,00417704,00000000,010,00210768,00000000,00000000,001024,000,001,00000008,00210144,01,0000005255123693,00000000,00000000,001,002,016,016
007,00000000,00417517,00000000,010,00210075,00000000,00000000,001024,000,001,00000008,00209438,01,0000005183733463,00000000,00000000,001,002,016,016
008,00000000,00417765,00000000,010,00210426,00000000,00000000,001024,000,001,00000008,00209794,01,0000005224987288,00000000,00000000,001,002,016,016
009,00000000,00417295,00000000,010,00210001,00000000,00000000,001024,000,001,00000008,00209408,01,0000005505146177,00000000,00000000,001,002,016,016
010,00000000,00416552,00000000,010,00210321,00000000,00000000,001024,000,001,00000008,00209699,01,0000005514752545,00000000,00000000,001,002,016,016
011,00000000,00419091,00000000,010,00211345,00000000,00000000,001024,000,001,00000008,00210702,01,0000005408022253,00000000,00000000,001,002,016,016
012,00000000,00417391,00000000,010,00210522,00000000,00000000,001024,000,001,00000008,00209886,01,0000005229674277,00000000,00000000,001,002,016,016
013,00000000,00419605,00000000,010,00211183,00000000,00000000,001024,000,001,00000008,00210550,01,0000005389244973,00000000,00000000,001,002,016,016
014,00000000,00418383,00000000,010,00210565,00000000,00000000,001024,000,001,00000008,00209897,01,0000005248953989,00000000,00000000,001,002,016,016
015,00000000,00408265,00000000,010,00205844,00000000,00000000,001024,000,001,00000008,00205258,01,0000001564384669,00000000,00000000,001,002,016,016
000,00000000,00400577,00961999,010,00202108,00000000,00000000,001024,000,002,00000008,00201508,01,0000005299818211,00000000,00000000,001,002,016,016
001,00000000,00401232,00720486,010,00202542,00000000,00000000,001024,000,002,00000008,00201961,01,0000005416127640,00000000,00000000,001,002,016,016
002,00000000,00401067,00813849,010,00201676,00000000,00000000,001024,000,002,00000008,00201104,01,0000005392291499,00000000,00000000,001,002,016,016
003,00000000,00399160,00722862,010,00200997,00000000,00000000,001024,000,002,00000008,00200394,01,0000005363773150,00000000,00000000,001,002,016,016
