tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00651221,01227634,010,00060931,00266665,00003832,001024,000,001,00000008,00327529,01,0000006490445505,00000000,00000000,001,002,016,016
001,00000000,00652880,01169007,010,00061401,00266855,00003905,001024,000,001,00000008,00328207,01,0000006440186721,00000000,00000000,001,002,016,016
002,00000000,00651765,01358639,010,00061055,00266893,00003811,001024,000,001,00000008,00327883,01,0000006484830293,00000000,00000000,001,002,016,016
003,00000000,00649822,01474419,010,00060486,00266058,00003806,001024,000,001,00000008,00326473,01,0000006601006614,00000000,00000000,001,002,016,016
004,00000000,00651999,00000000,010,00061345,00266391,00003752,001024,000,001,00000008,00327668,01,0000006532222360,00000000,00000000,001,002,016,016
005,00000000,00649952,00000000,010,00061090,00266001,00003771,001024,000,001,00000008,00327033,01,0000006619325356,00000000,00000000,001,002,016,016
006,00000000,00650700,00000000,010,00060926,00266414,00003770,001024,000,001,00000008,00327271,01,0000006503949052,00000000,00000000,001,002,016,016
007,00000000,00653451,00000000,010,00061283,00266884,00003865,001024,000,001,00000008,00328115,01,0000006579155842,00000000,00000000,001,002,016,016
008,00000000,00650868,00000000,010,00060351,00266706,00003813,001024,000,001,00000008,00326995,01,0000006518789582,00000000,00000000,001,002,016,016
009,00000000,00649610,00000000,010,00060992,00266093,00003911,001024,000,001,00000008,00327017,01,0000006586603091,00000000,00000000,001,002,016,016
010,00000000,00651131,00000000,010,00060756,00266316,00003706,001024,000,001,00000008,00327013,01,0000006615985165,00000000,00000000,001,002,016,016
011,00000000,00650581,00000000,010,00061457,00266100,00003740,001024,000,001,00000008,00327491,01,0000006634931585,00000000,00000000,001,002,016,016
012,00000000,00651799,00000000,010,00060937,00266960,00003851,001024,000,001,00000008,00327828,01,0000006550026970,00000000,00000000,001,002,016,016
013,00000000,00651274,00000000,010,00060896,00266929,00003942,001024,000,001,00000008,00327751,01,0000006559555371,00000000,00000000,001,002,016,016
014,00000000,00653536,00000000,010,00061018,00267016,00003823,001024,000,001,00000008,00327981,01,0000006476017573,00000000,00000000,001,002,016,016
015,00000000,00630933,00000000,010,00059106,00258383,00003637,001024,000,001,00000008,00317444,01,0000001746597721,00000000,00000000,001,002,016,016
000,00000000,00658558,01408645,010,00060864,00269569,00003747,001024,000,002,00000008,00330365,01,0000006489582164,00000000,00000000,001,002,016,016
001,00000000,00657598,01116071,010,00061034,00269477,00003846,001024,000,002,00000008,00330455,01,0000006518485614,00000000,00000000,001,002,016,016
002,00000000,00656356,01413670,010,00060891,00269013,00003908,001024,000,002,00000008,00329837,01,0000006504273194,00000000,00000000,001,002,016,016
003,00000000,00655675,01325027,010,00060284,00268605,00003886,001024,000,002,00000008,00328830,01,0000006704966182,00000000,00000000,001,002,016,016
004,00000000,00654815,00000000,010,00060076,00269466,00003913,001024,000,002,00000008,00329479,01,0000006601825507,00000000,00000000,001,002,016,016
005,00000000,00654152,00000000,010,00060359,00268473,00003758,001024,000,002,00000008,00328764,01,0000006723782699,00000000,00000000,001,002,016,016
006,00000000,00656112,00000000,010,00060366,00268946,00003883,001024,000,002,00000008,00329250,01,0000006520222906,00000000,00000000,001,002,016,016
007,00000000,00653331,00000000,010,00060671,00268026,00003774,001024,000,002,00000008,00328643,01,0000006418768934,00000000,00000000,001,002,016,016
008,00000000,00655093,00000000,010,00060408,00268828,00003844,001024,000,002,00000008,00329173,01,0000006605075731,00000000,00000000,001,002,016,016
009,00000000,00656247,00000000,010,00060622,00269015,00003964,001024,000,002,00000008,00329582,01,0000006522341425,00000000,00000000,001,002,016,016
010,00000000,00655805,00000000,010,00060401,00268481,00003829,001024,000,002,00000008,00328826,01,0000006594111445,00000000,00000000,001,002,016,016
011,00000000,00656181,00000000,010,00060414,00269246,00003863,001024,000,002,00000008,00329610,01,0000006508224764,00000000,00000000,001,002,016,016
012,00000000,00655292,00000000,010,00060591,00268923,00003781,001024,000,002,00000008,00329447,01,0000006610636646,00000000,00000000,001,002,016,016
013,00000000,00657768,00000000,010,00060270,00270278,00003939,001024,000,002,00000008,00330504,01,0000006536063911,00000000,00000000,001,002,016,016
014,00000000,00635753,00000000,010,00058859,00260776,00003719,001024,000,002,00000008,00319584,01,0000001741502120,00000000,00000000,001,002,016,016
015,00000000,00659603,00000000,010,00061111,00270018,00003862,001024,000,002,00000008,00331064,01,0000006484450409,00000000,00000000,001,002,016,016
000,00000000,01360515,00246349,010,00604855,00077528,00013768,001024,000,000,00000128,00682333,01,0000015945195197,00000000,00000000,001,002,016,016
001,00000000,01362906,00136388,010,00606820,00077779,00013759,001024,000,000,00000128,00684533,01,0000015856972533,00000000,00000000,001,002,016,016
002,00000000,01362717,00178438,010,00607120,00077406,00013770,001024,000,000,00000128,00684465,01,0000015728031480,00000000,00000000,001,002,016,016
003,00000000,01356059,00154932,010,00603944,00077311,00013782,001024,000,000,00000128,00681182,01,0000015882265803,00000000,00000000,001,002,016,016
004,00000000,01362950,00179064,010,00606891,00077681,00013945,001024,000,000,00000128,00684522,01,0000015833640597,00000000,00000000,001,002,016,016
005,00000000,01362789,00155991,010,00606862,00077701,00013685,001024,000,000,00000128,00684501,01,0000016179317310,00000000,00000000,001,002,016,016
006,00000000,01360040,00135635,010,00606141,00077592,00013906,001024,000,000,00000128,00683679,01,0000016012733928,00000000,00000000,001,002,016,016
007,00000000,01356321,00169213,010,00603228,00077575,00013714,001024,000,000,00000128,00680755,01,0000016430895540,00000000,00000000,001,002,016,016
008,00000000,01363781,00136489,010,00607237,00077774,00013937,001024,000,000,00000128,00684942,01,0000015773103373,00000000,00000000,001,002,016,016
009,00000000,01358516,00405882,010,00604832,00077455,00013924,001024,000,000,00000128,00682225,01,0000015881220094,00000000,00000000,001,002,016,016
010,00000000,01363252,00146201,010,00606673,00078084,00014031,001024,000,000,00000128,00684702,01,0000015809092460,00000000,00000000,001,002,016,016
011,00000000,01363917,00164938,010,00607184,00078080,00013865,001024,000,000,00000128,00685215,01,0000016220389379,00000000,00000000,001,002,016,016
012,00000000,01357993,00124256,010,00603983,00077363,00013595,001024,000,000,00000128,00681296,01,0000016373680254,00000000,00000000,001,002,016,016
013,00000000,01359204,00134018,010,00604680,00077683,00013786,001024,000,000,00000128,00682310,01,0000016421654471,00000000,00000000,001,002,016,016
014,00000000,01369091,00164980,010,00608909,00078176,00013905,001024,000,000,00000128,00687031,01,0000015627246446,00000000,00000000,001,002,016,016
015,00000000,01296596,00128896,010,00577716,00074594,00013093,001024,000,000,00000128,00652249,01,0000004173092042,00000000,00000000,001,002,016,016
000,00000000,01363653,00241699,010,00607988,00077443,00013956,001024,000,001,00000128,00685371,01,0000016971794888,00000000,00000000,001,002,016,016
001,00000000,01358950,00191226,010,00605204,00077297,00013842,001024,000,001,00000128,00682442,01,0000016342538913,00000000,00000000,001,002,016,016
002,00000000,01367560,00146498,010,00609742,00077946,00013842,001024,000,001,00000128,00687639,01,0000016289925001,00000000,00000000,001,002,016,016
003,00000000,01352326,00662129,010,00602486,00076530,00013624,001024,000,001,00000128,00678949,01,0000016447053369,00000000,00000000,001,002,016,016
004,00000000,01359104,00171101,010,00605046,00077230,00013813,001024,000,001,00000128,00682208,01,0000016439356457,00000000,00000000,001,002,016,016
005,00000000,01356428,00182723,010,00604126,00076971,00013700,001024,000,001,00000128,00681042,01,0000016416321998,00000000,00000000,001,002,016,016
006,00000000,01356486,00134222,010,00604956,00076776,00013838,001024,000,001,00000128,00681675,01,0000016396988087,00000000,00000000,001,002,016,016
007,00000000,01352829,00158390,010,00602667,00077039,00013755,001024,000,001,00000128,00679647,01,0000016455020420,00000000,00000000,001,002,016,016
008,00000000,01357465,00151649,010,00604583,00076982,00013809,001024,000,001,00000128,00681514,01,0000016356630253,00000000,00000000,001,002,016,016
009,00000000,01349487,00124573,010,00601221,00077170,00013795,001024,000,001,00000128,00678335,01,0000016622750228,00000000,00000000,001,002,016,016
010,00000000,01356192,00133165,010,00604118,00077211,00013808,001024,000,001,00000128,00681264,01,0000016640059161,00000000,00000000,001,002,016,016
011,00000000,01357733,00137601,010,00604942,00077242,00013801,001024,000,001,00000128,00682128,01,0000016314868690,00000000,00000000,001,002,016,016
012,00000000,01363291,00144739,010,00608780,00077295,00013769,001024,000,001,00000128,00686014,01,0000016270040225,00000000,00000000,001,002,016,016
013,00000000,01294676,00147137,010,00577512,00073886,00013230,001024,000,001,00000128,00651347,01,0000004148676952,00000000,00000000,001,002,016,016
014,00000000,01360024,00138694,010,00605681,00077640,00013911,001024,000,001,00000128,00683271,01,0000016277719356,00000000,00000000,001,002,016,016
015,00000000,01368889,00120124,010,00609630,00077982,00013808,001024,000,001,00000128,00687551,01,0000016244538395,00000000,00000000,001,002,016,016
000,00000000,01369815,00254456,010,00607424,00080284,00014081,001024,000,002,00000128,00687653,01,0000016212087812,00000000,00000000,001,002,016,016
001,00000000,01356154,00134731,010,00601932,00079294,00014071,001024,000,002,00000128,00681170,01,0000016460548754,00000000,00000000,001,002,016,016
002,00000000,01373391,00141473,010,00608887,00080234,00014033,001024,000,002,00000128,00689057,01,0000016243333329,00000000,00000000,001,002,016,016
003,00000000,01361815,00127959,010,00603765,00079337,00014007,001024,000,002,00000128,00683057,01,0000016423104830,00000000,00000000,001,002,016,016
004,00000000,01358404,00179285,010,00602000,00078913,00013846,001024,000,002,00000128,00680866,01,0000016577085161,00000000,00000000,001,002,016,016
005,00000000,01358539,00144669,010,00603673,00078933,00013871,001024,000,002,00000128,00682540,01,0000016444017201,00000000,00000000,001,002,016,016
006,00000000,01361349,00151678,010,00603356,00078964,00013797,001024,000,002,00000128,00682264,01,0000016658225395,00000000,00000000,001,002,016,016
007,00000000,01358592,00160629,010,00603531,00079164,00014028,001024,000,002,00000128,00682632,01,0000016469299729,00000000,00000000,001,002,016,016
008,00000000,01363380,00146798,010,00605244,00079308,00013936,001024,000,002,00000128,00684494,01,0000016477298757,00000000,00000000,001,002,016,016
009,00000000,01361476,00136136,010,00605124,00079613,00013911,001024,000,002,00000128,00684684,01,0000016386333952,00000000,00000000,001,002,016,016
010,00000000,01358182,00135348,010,00603293,00079087,00013677,001024,000,002,00000128,00682317,01,0000016380945344,00000000,00000000,001,002,016,016
