lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000972,0000100,0001008,0006994,0009258,0017483,0000017,001024,000,000,16384
0000000,0005793,0004689,0001209,0020880,0020338,0039956,0004435,001024,000,000,16384
0000000,0000982,0000100,0001009,0008185,0010049,0019577,0000020,001024,001,000,16384
0000000,0004587,0004299,0001173,0020469,0019807,0038483,0003417,001024,001,000,16384
0000000,0000952,0000100,0001008,0006653,0009358,0017142,0000018,001024,002,000,16384
0000000,0005694,0004568,0001209,0018555,0019186,0036058,0004313,001024,002,000,16384
0000000,0000972,0000100,0001008,0006813,0009198,0017222,0000017,001024,000,001,16384
0000000,0005813,0004719,0001211,0019316,0019326,0037291,0004453,001024,000,001,16384
0000000,0000981,0000100,0001009,0008326,0010039,0019708,0000020,001024,001,001,16384
0000000,0004662,0004468,0001176,0020398,0019817,0038383,0003496,001024,001,001,16384
0000000,0000962,0000100,0001008,0006602,0009298,0017032,0000017,001024,002,001,16384
0000000,0005704,0004638,0001209,0017743,0018645,0034445,0004318,001024,002,001,16384
0000000,0000971,0000100,0001008,0006983,0009267,0017453,0000017,001024,000,002,16384
0000000,0005771,0004498,0001211,0019527,0019707,0037761,0004415,001024,000,002,16384
0000000,0000972,0000100,0001009,0008175,0010019,0019526,0000020,001024,001,002,16384
0000000,0004612,0004208,0001175,0020168,0019727,0037871,0003435,001024,001,002,16384
0000000,0000962,0000100,0001008,0006683,0009357,0017183,0000017,001024,002,002,16384
0000000,0005657,0004418,0001209,0018435,0019086,0035797,0004308,001024,002,002,16384
