lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0044033,0000301,0000050,0001041,0038763,0043692,0038222,0000000,001024,000,000,0512
0080572,0001189,0000370,0001276,0078478,0080171,0078198,0000000,001024,000,000,0512
0039895,0000311,0000050,0001037,0017283,0039555,0029476,0000000,001024,001,000,0512
0065454,0001176,0000340,0001278,0050795,0065043,0051437,0000000,001024,001,000,0512
0036920,0000361,0000070,0001034,0013194,0036449,0010400,0000000,001024,002,000,0512
0058199,0001167,0000391,0001277,0043933,0057638,0045475,0000000,001024,002,000,0512
0036479,0000321,0000050,0001029,0008776,0035687,0006171,0000000,001024,003,000,0512
0058089,0001153,0000340,0001303,0042971,0056146,0040857,0000000,001024,003,000,0512
0044053,0000311,0000050,0001041,0038844,0043713,0038403,0000000,001024,000,001,0512
0080712,0001188,0000341,0001276,0078228,0080311,0078248,0000000,001024,000,001,0512
0039996,0000311,0000050,0001037,0017283,0039664,0029445,0000000,001024,001,001,0512
0065353,0001177,0000341,0001275,0050706,0064943,0051407,0000000,001024,001,001,0512
0036949,0000361,0000070,0001034,0013255,0036478,0010390,0000000,001024,002,001,0512
0057578,0001167,0000391,0001276,0043773,0057007,0045285,0000000,001024,002,001,0512
0036308,0000350,0000050,0001029,0008626,0035507,0006292,0000000,001024,003,001,0512
0059111,0001149,0000381,0001304,0043051,0057709,0040907,0000000,001024,003,001,0512
0044564,0000301,0000050,0001041,0039044,0044223,0038372,0000000,001024,000,002,0512
0080873,0001194,0000361,0001289,0079229,0080492,0079019,0000000,001024,000,002,0512
0040186,0000301,0000050,0001038,0018635,0039846,0030447,0000000,001024,001,002,0512
0066807,0001181,0000361,0001282,0051497,0066435,0051848,0000000,001024,001,002,0512
0037340,0000361,0000070,0001035,0014608,0036869,0011261,0000000,001024,002,002,0512
0060253,0001170,0000391,0001283,0044864,0059712,0046317,0000000,001024,002,002,0512
0036980,0000320,0000050,0001030,0010530,0036188,0006181,0000000,001024,003,002,0512
0059933,0001166,0000340,0001306,0043883,0058540,0041678,0000000,001024,003,002,0512
