tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00006448,00006448,010,00100084,00000000,00000000,001024,000,000,00000001,00006448,02,0000001695101262
001,00006522,00006522,010,00103620,00000000,00000000,001024,000,000,00000001,00006522,02,0000030779634103
002,00006442,00006442,010,00101077,00000000,00000000,001024,000,000,00000001,00006442,02,0000030861962286
003,00006520,00006520,010,00101383,00000000,00000000,001024,000,000,00000001,00006520,02,0000030960871144
004,00006469,00006469,010,00099168,00000000,00000000,001024,000,000,00000001,00006469,02,0000030940747318
005,00006439,00006439,010,00101438,00000000,00000000,001024,000,000,00000001,00006439,02,0000030890813550
006,00006465,00006465,010,00101753,00000000,00000000,001024,000,000,00000001,00006465,02,0000030937989899
007,00006469,00006469,010,00102250,00000000,00000000,001024,000,000,00000001,00006469,02,0000030944368398
008,00006438,00006438,010,00100591,00000000,00000000,001024,000,000,00000001,00006438,02,0000030854487540
009,00006452,00006452,010,00103526,00000000,00000000,001024,000,000,00000001,00006452,02,0000030775849227
010,00006457,00006457,010,00105120,00000000,00000000,001024,000,000,00000001,00006457,02,0000030779017646
011,00006441,00006441,010,00099676,00000000,00000000,001024,000,000,00000001,00006441,02,0000030765710435
012,00006441,00006441,010,00100193,00000000,00000000,001024,000,000,00000001,00006441,02,0000030873301076
013,00006439,00006439,010,00102454,00000000,00000000,001024,000,000,00000001,00006439,02,0000030735196687
014,00006439,00006439,010,00101749,00000000,00000000,001024,000,000,00000001,00006439,02,0000030737043328
015,00006519,00006519,010,00087672,00000000,00000000,001024,000,000,00000001,00006519,02,0000031025115591
016,00006438,00006438,010,00099499,00000000,00000000,001024,000,000,00000001,00006438,02,0000030885155199
017,00006440,00006440,010,00084155,00000000,00000000,001024,000,000,00000001,00006440,02,0000030857328851
018,00006446,00006446,010,00086177,00000000,00000000,001024,000,000,00000001,00006446,02,0000030898541906
019,00006516,00006516,010,00087330,00000000,00000000,001024,000,000,00000001,00006516,02,0000030864491899
020,00006448,00006448,010,00081633,00000000,00000000,001024,000,000,00000001,00006448,02,0000030809693391
021,00006458,00006458,010,00080201,00000000,00000000,001024,000,000,00000001,00006458,02,0000030969481046
022,00006475,00006475,010,00082793,00000000,00000000,001024,000,000,00000001,00006475,02,0000030988425843
023,00006467,00006467,010,00084680,00000000,00000000,001024,000,000,00000001,00006467,02,0000030989742770
024,00006446,00006446,010,00086850,00000000,00000000,001024,000,000,00000001,00006446,02,0000030923611273
025,00006518,00006518,010,00081929,00000000,00000000,001024,000,000,00000001,00006518,02,0000030928368391
026,00006473,00006473,010,00087114,00000000,00000000,001024,000,000,00000001,00006473,02,0000030986307180
027,00006473,00006473,010,00085728,00000000,00000000,001024,000,000,00000001,00006473,02,0000031000468251
028,00006453,00006453,010,00081581,00000000,00000000,001024,000,000,00000001,00006453,02,0000030842009625
029,00006447,00006447,010,00078992,00000000,00000000,001024,000,000,00000001,00006447,02,0000030929576961
030,00006466,00006466,010,00080206,00000000,00000000,001024,000,000,00000001,00006466,02,0000031010980317
031,00006486,00006486,010,00080065,00000000,00000000,001024,000,000,00000001,00006486,02,0000030923436139
000,00003766,00003766,010,00051302,00000000,00000000,001024,001,000,00000001,00003766,02,0000030805652433
001,00003762,00003762,010,00051831,00000000,00000000,001024,001,000,00000001,00003762,02,0000030878918485
002,00003759,00003759,010,00053442,00000000,00000000,001024,001,000,00000001,00003759,02,0000030865146953
003,00003759,00003759,010,00055087,00000000,00000000,001024,001,000,00000001,00003759,02,0000030901633057
004,00003768,00003768,010,00055486,00000000,00000000,001024,001,000,00000001,00003768,02,0000030954808186
005,00003759,00003759,010,00055192,00000000,00000000,001024,001,000,00000001,00003759,02,0000030880659389
006,00003767,00003767,010,00054012,00000000,00000000,001024,001,000,00000001,00003767,02,0000030910632237
007,00003760,00003760,010,00054805,00000000,00000000,001024,001,000,00000001,00003760,02,0000030847761793
008,00003759,00003759,010,00051284,00000000,00000000,001024,001,000,00000001,00003759,02,0000030902386025
009,00003767,00003767,010,00054853,00000000,00000000,001024,001,000,00000001,00003767,02,0000030857195463
010,00003767,00003767,010,00053811,00000000,00000000,001024,001,000,00000001,00003767,02,0000030849483099
011,00003798,00003798,010,00052576,00000000,00000000,001024,001,000,00000001,00003798,02,0000030920762294
012,00003762,00003762,010,00053485,00000000,00000000,001024,001,000,00000001,00003762,02,0000030914798744
013,00003785,00003785,010,00053282,00000000,00000000,001024,001,000,00000001,00003785,02,0000030905477927
014,00003766,00003766,010,00054355,00000000,00000000,001024,001,000,00000001,00003766,02,0000030906482805
015,00003769,00003769,010,00036978,00000000,00000000,001024,001,000,00000001,00003769,02,0000030990843828
016,00003787,00003787,010,00035228,00000000,00000000,001024,001,000,00000001,00003787,02,0000030994135348
017,00003762,00003762,010,00051688,00000000,00000000,001024,001,000,00000001,00003762,02,0000030853722481
