tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   3022993, 3022993,  102.840172,      30.000,30051.720703,29733.962891,               0
001,   2966714, 2966714,  100.888573,      30.000,30818.890625,28974.140625,               0
002,   2955159, 2955159,  100.667030,      30.000,30572.298828,29222.113281,               0
003,   2986473, 2986473,  101.602325,      30.000,30756.765625,29035.257812,               0
004,   2981320, 2981320,  101.508987,      30.000,30517.160156,29274.343750,               0
005,   2990286, 2990286,  101.818619,      30.000,30671.222656,29118.457031,               0
006,   2973995, 2973995,  101.021637,      30.000,30337.400391,29455.869141,               0
007,   3005865, 3005865,  102.368164,      30.000,30666.527344,29124.228516,               0
008,   3019010, 3019010,  102.484024,      30.000,30103.900391,29687.138672,               0
009,   2968363, 2968363,  100.868881,      30.000,30776.582031,29017.056641,               0
010,   2975645, 2975645,  101.068115,      30.000,30555.443359,29237.207031,               0
011,   2976742, 2976742,  101.149628,      30.000,30807.783203,28985.712891,               0
012,   2951437, 2951437,  100.111855,      30.000,30611.039062,29184.867188,               0
013,   2999607, 2999607,  101.890068,      30.000,30673.226562,29119.429688,               0
014,   2967145, 2967145,  100.818169,      30.000,30372.332031,29422.285156,               0
015,   2992417, 2992417,  101.756264,      30.000,30709.511719,29082.476562,               0
016,   3051665, 3051665,  103.451057,      30.000,28331.640625,31454.603516,               0
017,   3082211, 3082211,  104.201706,      30.000,28142.177734,31644.466797,               0
018,   3023745, 3023745,  102.381950,      30.000,29166.070312,30624.511719,               0
019,   3027988, 3027988,  102.484116,      30.000,29159.496094,30631.634766,               0
020,   3011295, 3011295,  102.041000,      30.000,29023.269531,30768.011719,               0
021,   3011281, 3011281,  101.725494,      30.000,29018.572266,30771.755859,               0
022,   3029325, 3029325,  102.725990,      30.000,29116.679688,30672.595703,               0
023,   3023234, 3023234,  102.306824,      30.000,29135.349609,30655.292969,               0
024,   3022229, 3022229,  102.442963,      30.000,28866.552734,30924.062500,               0
025,   3002214, 3002214,  101.460258,      30.000,28942.302734,30850.712891,               0
026,   3030297, 3030297,  102.651535,      30.000,29116.109375,30673.548828,               0
027,   3020880, 3020880,  102.243904,      30.000,29170.156250,30621.138672,               0
028,   2982075, 2982075,  100.911301,      30.000,29019.177734,30773.244141,               0
029,   2969649, 2969649,  100.268776,      30.000,29017.841797,30776.613281,               0
030,   3027652, 3027652,  102.609955,      30.000,29169.677734,30620.310547,               0
031,   3038982, 3038982,  102.970581,      30.000,29128.269531,30662.041016,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   2971976, 2971976,  101.238167,      30.000,30581.207031,29207.769531,               0
001,   2902415, 2902415,   98.950188,      30.000,31512.207031,28284.990234,               0
002,   2899442, 2899442,   98.822189,      30.000,31191.759766,28606.529297,               0
003,   2926135, 2926135,   99.685493,      30.000,31398.287109,28397.748047,               0
004,   2928188, 2928188,   99.794655,      30.000,31100.123047,28694.742188,               0
005,   2926976, 2926976,   99.896210,      30.000,31339.404297,28454.347656,               0
006,   2894689, 2894689,   98.619247,      30.000,31259.625000,28538.923828,               0
007,   2938231, 2938231,  100.185020,      30.000,31319.753906,28475.576172,               0
008,   2967895, 2967895,  100.884720,      30.000,30629.902344,29164.527344,               0
009,   2909214, 2909214,   99.008949,      30.000,31489.761719,28307.750000,               0
010,   2920000, 2920000,   99.225517,      30.000,31175.369141,28621.062500,               0
011,   2910736, 2910736,   99.042183,      30.000,31452.031250,28345.892578,               0
012,   2894659, 2894659,   98.391716,      30.000,31218.060547,28581.570312,               0
013,   2924249, 2924249,   99.530556,      30.000,31350.322266,28447.201172,               0
014,   2887412, 2887412,   98.211212,      30.000,31296.277344,28503.783203,               0
015,   2923108, 2923108,   99.449516,      30.000,31395.103516,28401.656250,               0
016,   3131205, 3131205,  105.906403,      30.000,27347.292969,32433.769531,               0
017,   3143303, 3143303,  106.051376,      30.000,27319.337891,32463.646484,               0
018,   3081488, 3081488,  104.216057,      30.000,28546.751953,31240.212891,               0
019,   3067698, 3067698,  103.783119,      30.000,28614.414062,31174.099609,               0
020,   3055276, 3055276,  103.423050,      30.000,28440.501953,31347.882812,               0
021,   3052949, 3052949,  103.383369,      30.000,28471.599609,31315.767578,               0
022,   3064803, 3064803,  103.808144,      30.000,28566.261719,31220.978516,               0
023,   3065633, 3065633,  103.697563,      30.000,28543.777344,31244.148438,               0
024,   3070895, 3070895,  103.835098,      30.000,28260.396484,31527.226562,               0
025,   3055624, 3055624,  103.243599,      30.000,28314.230469,31475.439453,               0
026,   3080889, 3080889,  104.441383,      30.000,28507.550781,31278.833984,               0
027,   3064258, 3064258,  103.663857,      30.000,28586.578125,31201.958984,               0
028,   3027670, 3027670,  102.387260,      30.000,28556.833984,31232.707031,               0
029,   3008670, 3008670,  101.518616,      30.000,28633.447266,31158.398438,               0
030,   3078503, 3078503,  104.314651,      30.000,28522.353516,31264.187500,               0
031,   3078697, 3078697,  104.104370,      30.000,28536.509766,31251.416016,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   3142662, 3142662,  106.627960,      30.000,28417.162109,31360.730469,               0
001,   3173522, 3173522,  107.652428,      30.000,28628.695312,31150.632812,               0
002,   3226812, 3226812,  109.070656,      30.000,27438.431641,32338.548828,               0
003,   3200004, 3200004,  108.607674,      30.000,28532.119141,31245.564453,               0
004,   3155450, 3155450,  106.889442,      30.000,28356.472656,31423.996094,               0
005,   3203753, 3203753,  108.741623,      30.000,28528.906250,31246.837891,               0
006,   3119709, 3119709,  105.613686,      30.000,28603.363281,31180.738281,               0
007,   3182983, 3182983,  107.863350,      30.000,28673.314453,31105.935547,               0
008,   3145988, 3145988,  106.424225,      30.000,28427.699219,31355.273438,               0
