tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,        67,      67,    0.012630
001,        67,      67,    0.012700
002,        68,      68,    0.013595
003,        67,      67,    0.011863
004,        67,      67,    0.014807
005,        67,      67,    0.010920
006,        67,      67,    0.013227
007,        67,      67,    0.012753
008,        67,      67,    0.012253
009,        67,      67,    0.012040
010,        67,      67,    0.013890
011,        67,      67,    0.011600
012,        67,      67,    0.011233
013,        67,      67,    0.011627
014,        67,      67,    0.011727
015,        66,      66,    0.011947
016,        67,      67,    0.014503
017,        66,      66,    0.011627
018,        66,      66,    0.012523
019,        66,      66,    0.012817
020,        66,      66,    0.013193
021,        67,      67,    0.012387
022,        66,      66,    0.015857
023,        66,      66,    0.012903
024,        66,      66,    0.011017
025,        66,      66,    0.009603
026,        66,      66,    0.012647
027,        66,      66,    0.009777
028,        66,      66,    0.014727
-------------------------------------------------------------------------------------------------------

RUN 1
000,        58,      58,    0.011723
001,        58,      58,    0.011750
002,        58,      58,    0.010733
003,        58,      58,    0.010567
004,        59,      59,    0.012600
005,        58,      58,    0.010540
006,        58,      58,    0.009613
007,        58,      58,    0.012783
008,        59,      59,    0.009750
009,        58,      58,    0.006337
010,        59,      59,    0.013160
011,        58,      58,    0.010097
012,        58,      58,    0.010743
013,        58,      58,    0.011997
014,        59,      59,    0.010093
015,        58,      58,    0.009047
016,        59,      59,    0.015183
017,        58,      58,    0.010793
018,        58,      58,    0.009327
019,        58,      58,    0.011347
020,        58,      58,    0.010457
021,        58,      58,    0.009947
022,        58,      58,    0.010570
023,        58,      58,    0.008700
024,        58,      58,    0.011457
025,        59,      59,    0.008100
026,        58,      58,    0.011953
027,        58,      58,    0.011373
028,        58,      58,    0.012193
-------------------------------------------------------------------------------------------------------

RUN 2
000,        66,      66,    0.012423
001,        66,      66,    0.010133
002,        66,      66,    0.011743
003,        65,      65,    0.011173
004,        66,      66,    0.010477
005,        66,      66,    0.013123
006,        66,      66,    0.013870
007,        66,      66,    0.013497
008,        65,      65,    0.013630
009,        65,      65,    0.011430
010,        66,      66,    0.012027
011,        66,      66,    0.012440
012,        66,      66,    0.013333
013,        65,      65,    0.010010
014,        66,      66,    0.012140
015,        66,      66,    0.012247
016,        66,      66,    0.014113
017,        66,      66,    0.011933
018,        66,      66,    0.012543
019,        65,      65,    0.012570
020,        66,      66,    0.010260
021,        66,      66,    0.010593
022,        66,      66,    0.010877
023,        65,      65,    0.012383
024,        66,      66,    0.014023
025,        66,      66,    0.008987
026,        66,      66,    0.012687
027,        66,      66,    0.010877
028,        66,      66,    0.010770
-------------------------------------------------------------------------------------------------------

RUN 3
000,        65,      65,    0.009937
001,        66,      66,    0.013090
002,        66,      66,    0.014153
003,        65,      65,    0.011787
004,        66,      66,    0.011627
005,        66,      66,    0.011810
006,        66,      66,    0.013753
007,        65,      65,    0.014393
008,        66,      66,    0.012073
009,        66,      66,    0.009140
010,        66,      66,    0.012130
011,        65,      65,    0.013647
012,        66,      66,    0.014463
013,        66,      66,    0.013467
014,        65,      65,    0.012520
015,        66,      66,    0.011913
016,        65,      65,    0.019173
017,        65,      65,    0.010890
018,        65,      65,    0.012713
019,        66,      66,    0.010350
020,        66,      66,    0.013327
021,        66,      66,    0.011523
022,        66,      66,    0.015323
023,        66,      66,    0.012890
024,        66,      66,    0.012340
025,        66,      66,    0.012540
026,        65,      65,    0.012160
027,        65,      65,    0.009853
028,        65,      65,    0.009353
-------------------------------------------------------------------------------------------------------

RUN 4
000,        65,      65,    0.012787
001,        65,      65,    0.009927
002,        66,      66,    0.015853
003,        65,      65,    0.012417
004,        65,      65,    0.010107
005,        65,      65,    0.009227
006,        66,      66,    0.012030
007,        65,      65,    0.011650
008,        66,      66,    0.012150
009,        65,      65,    0.011820
010,        66,      66,    0.012397
011,        66,      66,    0.010990
012,        65,      65,    0.013883
013,        65,      65,    0.010053
014,        66,      66,    0.011703
015,        65,      65,    0.010270
016,        65,      65,    0.018350
017,        65,      65,    0.011383
018,        66,      66,    0.009430
019,        66,      66,    0.012557
020,        65,      65,    0.014417
021,        66,      66,    0.012203
022,        65,      65,    0.008870
023,        66,      66,    0.010930
024,        66,      66,    0.010087
025,        66,      66,    0.012307
026,        66,      66,    0.009937
027,        65,      65,    0.011020
028,        66,      66,    0.011097
-------------------------------------------------------------------------------------------------------

