tid,lock_impl_time(ms)
RUN 0
002,   220.796
001,    86.099
004,    27.945
003,   155.758
005,   194.628
006,   138.484
007,   127.305
008,   106.937
009,   176.576
010,    50.324
011,   160.439
012,   131.988
013,    34.479
014,   105.974
015,   115.253
016,   105.349
-----------------------------------------------------------------------------------------------

RUN 1
002,   212.913
001,    57.100
004,    50.549
003,   133.097
005,   120.332
006,   176.842
007,    95.861
008,   122.165
009,   158.159
010,   118.864
011,    61.353
012,    89.509
013,    62.644
014,   127.343
015,   165.636
016,   154.345
-----------------------------------------------------------------------------------------------

RUN 2
002,   223.533
001,   108.972
004,    35.998
003,   149.103
005,   147.740
006,   148.115
007,   159.786
008,    87.010
009,   159.871
010,    77.042
011,    60.729
012,   117.407
013,    32.292
014,   114.154
015,   121.162
016,   185.513
-----------------------------------------------------------------------------------------------

RUN 3
002,   228.490
001,    37.261
004,    79.683
003,   142.050
005,    97.292
006,   129.473
007,   130.954
008,   106.917
009,   182.648
010,    45.336
011,   126.537
012,   148.210
013,    87.445
014,    42.752
015,   209.892
016,   153.557
-----------------------------------------------------------------------------------------------

RUN 4
002,   223.897
001,    29.975
004,    45.496
003,   169.187
005,   108.140
006,   181.425
007,   108.014
008,    96.848
009,    89.580
010,   113.551
011,    91.734
012,   164.013
013,    57.954
014,   101.853
015,   204.368
016,   152.756
-----------------------------------------------------------------------------------------------

