tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run,nlocks
000, 211943424,    1616,  176.957169,   20.000000,18548.333984,  218.461945,18333.250000,    0.355748,  214.881454,  217.868103,  199.015900,  202.336700,      1616,          524288,000,000,000001
001, 249167872,    1900,  214.715179,   20.000000,15732.131836,  251.816086,15482.286133,    0.411627,  249.637756,  251.222153,  233.628082,  235.360992,      1900,          524288,000,000,000001
002, 423493632,    3230,  369.859558,   20.000000,19197.777344,  427.864929,18773.669922,    0.702830,  423.925537,  426.676208,  397.424866,  400.276794,      3231,          524288,000,000,000001
003, 520486912,    3970,  453.234711,   20.000000,16522.787109,  526.273682,16000.788086,    0.774318,  521.584717,  525.022156,  488.749115,  492.081024,      3970,          524288,000,000,000001
004, 402128896,    3067,  349.506622,   20.000000,12445.890625,  405.633118,12043.512695,    0.643848,  402.070709,  404.573547,  377.087463,  379.816559,      3067,          524288,000,000,000001
005, 668598272,    5100,  582.646729,   20.000000,16927.851562,  675.269409,16258.034180,    1.092112,  669.294128,  673.405029,  627.520569,  631.818481,      5100,          524288,000,000,000001
006, 713424896,    5442,  621.287292,   20.000000,17325.453125,  722.308533,16612.144531,    0.962261,  712.766418,  720.588318,  669.255920,  676.039978,      5442,          524288,000,000,000001
007,1098907648,    8383,  960.213867,   20.000000,16956.585938, 1112.586548,15856.249023,    1.852154, 1099.443481, 1109.467773, 1031.205566, 1041.550903,      8383,          524288,000,000,000001
008, 195035136,    1487,  175.440002,   20.000000,17278.119141,  204.268509,17076.384766,    0.349858,  201.557999,  203.723404,  186.069595,  188.062195,      1487,          524288,000,000,000001
009, 432668672,    3300,  396.648712,   20.000000,17137.552734,  446.669800,16695.386719,    0.567851,  441.804810,  445.757019,  409.851074,  413.618500,      3300,          524288,000,000,000001
010, 432668672,    3300,  393.960449,   20.000000,17775.078125,  446.740601,17332.080078,    0.690665,  442.675598,  445.692169,  410.756348,  413.435089,      3300,          524288,000,000,000001
011,  71434240,     544,   63.807407,   20.000000,15872.822266,   73.778709,15799.855469,    0.131970,   72.915649,   73.707893,   67.637108,   68.272636,       544,          524288,000,000,000001
