lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0008456,0003056,0006392,0001374,0005390,0007023,0006171,001024,001,000,0001
0015910,0006653,0009949,0003586,0008025,0011431,0008856,001024,001,000,0001
0007965,0002897,0006352,0001263,0005330,0007254,0006131,001024,002,000,0001
0012784,0006313,0008957,0003326,0008957,0011281,0008737,001024,002,000,0001
0007925,0002800,0006352,0001262,0005340,0007234,0006132,001024,003,000,0001
0013335,0005919,0010129,0003155,0008707,0011842,0010009,001024,003,000,0001
0008226,0002793,0006342,0001258,0005330,0007444,0006122,001024,004,000,0001
0012373,0006740,0010940,0003365,0008526,0011241,0010821,001024,004,000,0001
0007334,0002677,0006362,0001245,0005350,0006603,0006142,001024,001,001,0001
0011401,0005594,0008536,0002939,0008066,0010099,0008366,001024,001,001,0001
0007273,0002826,0006352,0001250,0005330,0006572,0006132,001024,002,001,0001
0012033,0006012,0008897,0003322,0008126,0010710,0008806,001024,002,001,0001
0007264,0002819,0006352,0001250,0005340,0006563,0006132,001024,003,001,0001
0012513,0006356,0010079,0003306,0008957,0010931,0009958,001024,003,001,0001
0007745,0002834,0006342,0001245,0005340,0006862,0006122,001024,004,001,0001
0012604,0007315,0011191,0003568,0009748,0010590,0010961,001024,004,001,0001
0007314,0002691,0006362,0001247,0005360,0006602,0006142,001024,001,002,0001
0011602,0005640,0008887,0002929,0007965,0010299,0008756,001024,001,002,0001
0007293,0002902,0006342,0001254,0005340,0006592,0006122,001024,002,002,0001
0011862,0006185,0009308,0003368,0007885,0010349,0008936,001024,002,002,0001
0007294,0002811,0006362,0001250,0005340,0006582,0006141,001024,003,002,0001
0012764,0005901,0009828,0003208,0008286,0011222,0009628,001024,003,002,0001
0008125,0002851,0006362,0001245,0005350,0007494,0006141,001024,004,002,0001
0013526,0007139,0011531,0003673,0010129,0011932,0011201,001024,004,002,0001
0008446,0003137,0006392,0001377,0005390,0007024,0006171,001024,001,003,0001
0015950,0007004,0010370,0003776,0008747,0011291,0009038,001024,001,003,0001
0007925,0002901,0006342,0001264,0005340,0007234,0006122,001024,002,003,0001
0012524,0006499,0008997,0003330,0007544,0010930,0008807,001024,002,003,0001
0007945,0002798,0006352,0001262,0005340,0007244,0006132,001024,003,003,0001
0013565,0005746,0010229,0002960,0006523,0012183,0009989,001024,003,003,0001
0008275,0002782,0006352,0001258,0005330,0007464,0006131,001024,004,003,0001
0012934,0006514,0010880,0003182,0008946,0011281,0010670,001024,004,003,0001
0007324,0002690,0006372,0001246,0005360,0006592,0006142,001024,001,004,0001
0011562,0005465,0008426,0002956,0007284,0010069,0008436,001024,001,004,0001
0007254,0002821,0006352,0001251,0005340,0006562,0006131,001024,002,004,0001
0011952,0006080,0008977,0003321,0007745,0010430,0008727,001024,002,004,0001
0007254,0002798,0006362,0001249,0005350,0006552,0006141,001024,003,004,0001
0012764,0005875,0010420,0003082,0009097,0011342,0010139,001024,003,004,0001
0007795,0002931,0006361,0001245,0005340,0006924,0006132,001024,004,004,0001
0012022,0006828,0010720,0003562,0009668,0010650,0010900,001024,004,004,0001
0020238,0000181,0000031,0001023,0006112,0019156,0007374,001024,001,000,0512
0043462,0001099,0027803,0001182,0031840,0042150,0033092,001024,001,000,0512
0023534,0000190,0000040,0001024,0011381,0022983,0012494,001024,002,000,0512
0045346,0001105,0031109,0001168,0035688,0044785,0037541,001024,002,000,0512
0023475,0000190,0000031,0001024,0011381,0022914,0012493,001024,003,000,0512
0045425,0001105,0031109,0001168,0035657,0044854,0037451,001024,003,000,0512
0023885,0000190,0000030,0001024,0011912,0023334,0012974,001024,004,000,0512
0045616,0001106,0031670,0001167,0035937,0045055,0038082,001024,004,000,0512
0020809,0000181,0000040,0001023,0006262,0019727,0007635,001024,001,001,0512
0043853,0001102,0028303,0001184,0032141,0042580,0033353,001024,001,001,0512
0024497,0000190,0000040,0001025,0011692,0023935,0012694,001024,002,001,0512
0045686,0001107,0031850,0001171,0036068,0045115,0037892,001024,002,001,0512
0024496,0000190,0000031,0001025,0011642,0023935,0012664,001024,003,001,0512
0045717,0001107,0031840,0001171,0036168,0045165,0037972,001024,003,001,0512
0024767,0000190,0000031,0001025,0012233,0024215,0013165,001024,004,001,0512
0045907,0001108,0032350,0001171,0036399,0045336,0038442,001024,004,001,0512
0007044,0000180,0000040,0001006,0006142,0006542,0006633,001024,001,002,0512
0015599,0001030,0017923,0001067,0019156,0015038,0021942,001024,001,002,0512
0007003,0000180,0000040,0001006,0006031,0006482,0006502,001024,002,002,0512
0015239,0001028,0014487,0001069,0018505,0014678,0021380,001024,002,002,0512
0007054,0000180,0000040,0001006,0006122,0006542,0006612,001024,003,002,0512
0015740,0001031,0018605,0001067,0019547,0015169,0022212,001024,003,002,0512
0007183,0000180,0000040,0001007,0006382,0006682,0006953,001024,004,002,0512
0016501,0001035,0020118,0001066,0020829,0015940,0023565,001024,004,002,0512
0009498,0000181,0000030,0001008,0009708,0008966,0011782,001024,001,003,0512
0016911,0001044,0021511,0001063,0021811,0016321,0024036,001024,001,003,0512
0007034,0000180,0000040,0001007,0006112,0006532,0006603,001024,002,003,0512
0015560,0001034,0016902,0001083,0019407,0014998,0021982,001024,002,003,0512
