tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00460971,010,00134148,00142728,00005420,001024,000,000,00000016,00276731,02,0000000268617614,00000000
001,00000000,00472288,010,00135702,00148409,00005623,001024,000,000,00000016,00283971,02,0000000142881168,00000000
002,00000000,00476159,010,00137204,00148679,00005572,001024,000,000,00000016,00285783,02,0000000137076300,00000000
003,00000000,00495146,010,00142647,00154611,00005875,001024,000,000,00000016,00297095,02,0000000168361060,00000000
004,00000000,00471916,010,00136124,00147874,00005548,001024,000,000,00000016,00283904,02,0000000137332666,00000000
005,00000000,00493304,010,00142037,00154273,00005709,001024,000,000,00000016,00296129,02,0000000145963471,00000000
006,00000000,00471541,010,00135366,00147549,00005458,001024,000,000,00000016,00282801,02,0000000147903094,00000000
007,00000000,00493800,010,00141777,00154354,00005801,001024,000,000,00000016,00295962,02,0000000148012818,00000000
008,00000000,00474307,010,00137363,00148140,00005525,001024,000,000,00000016,00285369,02,0000000141952078,00000000
009,00000000,00492305,010,00141694,00154164,00005671,001024,000,000,00000016,00295693,02,0000000160279230,00000000
010,00000000,00471862,010,00135720,00147683,00005658,001024,000,000,00000016,00283302,02,0000000155723132,00000000
011,00000000,00493458,010,00141547,00154549,00005862,001024,000,000,00000016,00295931,02,0000000167708315,00000000
012,00000000,00471729,010,00136021,00147786,00005552,001024,000,000,00000016,00283688,02,0000000132560754,00000000
013,00000000,00490139,010,00140717,00154120,00005739,001024,000,000,00000016,00294678,02,0000000152286439,00000000
014,00000000,00470578,010,00135563,00147254,00005435,001024,000,000,00000016,00282717,02,0000000142416011,00000000
015,00000000,00490320,010,00141773,00153354,00005859,001024,000,000,00000016,00294944,02,0000000146324715,00000000
016,00000000,00492194,010,00141996,00154099,00005796,001024,000,000,00000016,00295935,02,0000000162066312,00000000
017,00000000,00467506,010,00133674,00146547,00005510,001024,000,000,00000016,00280119,02,0000000131181764,00000000
018,00000000,00470767,010,00135235,00147158,00005577,001024,000,000,00000016,00282285,02,0000000151265229,00000000
019,00000000,00468294,010,00135505,00146315,00005504,001024,000,000,00000016,00281713,02,0000000164414209,00000000
020,00000000,00492824,010,00142480,00154610,00005867,001024,000,000,00000016,00296910,02,0000000174969176,00000000
021,00000000,00494006,010,00142965,00154350,00005947,001024,000,000,00000016,00297132,02,0000000165135869,00000000
022,00000000,00467678,010,00134213,00146113,00005565,001024,000,000,00000016,00280232,02,0000000178721805,00000000
023,00000000,00494137,010,00142275,00153728,00005808,001024,000,000,00000016,00295846,02,0000000161572809,00000000
024,00000000,00469429,010,00135629,00147487,00005392,001024,000,000,00000016,00282986,02,0000000156103021,00000000
025,00000000,00494156,010,00142871,00153138,00005668,001024,000,000,00000016,00295862,02,0000000189520218,00000000
026,00000000,00468986,010,00134699,00146322,00005450,001024,000,000,00000016,00280906,02,0000000158650529,00000000
027,00000000,00466695,010,00134047,00145497,00005475,001024,000,000,00000016,00279418,02,0000000151311038,00000000
028,00000000,00492961,010,00142907,00154086,00005800,001024,000,000,00000016,00296818,02,0000000162091751,00000000
029,00000000,00494748,010,00143697,00154539,00005820,001024,000,000,00000016,00298087,02,0000000184733868,00000000
030,00000000,00470632,010,00136105,00146979,00005449,001024,000,000,00000016,00282970,02,0000000133898863,00000000
031,00000000,00494535,010,00141915,00154051,00005720,001024,000,000,00000016,00295803,02,0000000164479129,00000000
000,00000000,00497767,010,00140987,00157422,00005693,001024,000,001,00000016,00298226,02,0000000272514872,00000000
001,00000000,00500114,010,00140148,00159822,00006018,001024,000,001,00000016,00299823,02,0000000131129621,00000000
002,00000000,00495505,010,00138268,00159661,00005944,001024,000,001,00000016,00297785,02,0000000123280944,00000000
003,00000000,00494966,010,00138527,00158506,00005980,001024,000,001,00000016,00296897,02,0000000150694445,00000000
