lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004299,0000270,0000051,0001003,0002886,0003366,0003346,0000000,001024,000,000,0512
0163348,0001166,0000431,0001157,0004338,0005000,0005140,0000000,001024,000,000,0512
0007525,0000270,0000060,0001006,0006483,0006853,0007174,0000000,001024,001,000,0512
0999999,0004237,0000531,0001206,0016311,0013715,0018144,0000000,001024,001,000,0512
0006542,0000341,0000080,0001006,0005229,0005861,0005580,0000000,001024,002,000,0512
0999999,0003314,0000541,0001234,0008617,0009037,0009077,0000000,001024,002,000,0512
0006722,0000281,0000060,0001005,0005180,0005771,0005740,0000000,001024,003,000,0512
0395486,0001414,0000441,0001246,0006722,0007294,0007394,0000000,001024,003,000,0512
0004298,0000290,0000060,0001003,0002885,0003356,0003337,0000000,001024,000,001,0512
0154682,0001156,0000431,0001151,0004098,0004939,0005070,0000000,001024,000,001,0512
0007524,0000271,0000060,0001006,0006492,0006853,0007173,0000000,001024,001,001,0512
0999999,0003845,0000531,0001195,0016370,0013756,0018195,0000000,001024,001,001,0512
0006483,0000341,0000080,0001005,0005149,0005821,0005500,0000000,001024,002,001,0512
0761942,0001815,0000521,0001196,0008496,0009147,0008917,0000000,001024,002,001,0512
0006713,0000281,0000060,0001005,0005180,0005761,0005731,0000000,001024,003,001,0512
0372643,0001390,0000481,0001233,0006763,0007264,0007374,0000000,001024,003,001,0512
0004338,0000281,0000060,0001003,0002905,0003387,0003366,0000000,001024,000,002,0512
0173437,0001177,0000431,0001152,0004228,0004910,0005019,0000000,001024,000,002,0512
0007725,0000291,0000060,0001006,0006722,0007023,0007514,0000000,001024,001,002,0512
0999999,0005369,0000531,0001210,0016851,0013906,0018636,0000000,001024,001,002,0512
0006502,0000341,0000080,0001005,0005140,0005831,0005500,0000000,001024,002,002,0512
0999999,0002347,0000521,0001214,0008386,0009077,0008937,0000000,001024,002,002,0512
0006743,0000260,0000060,0001005,0005190,0005790,0005741,0000000,001024,003,002,0512
0436864,0001458,0000441,0001258,0006803,0007454,0007404,0000000,001024,003,002,0512
