0000000,0000621,0000080,0001011,0013405,0012544,0026771,0000023,001024,000,000,16384
0000000,0002762,0000461,0001593,0027301,0025849,0048331,0001688,001024,000,000,16384
0000000,0000691,0000081,0001007,0005110,0008306,0013495,0000014,001024,001,000,16384
0000000,0004416,0000612,0001748,0006883,0021250,0026880,0003113,001024,001,000,16384
0000000,0000631,0000080,0001009,0007424,0010980,0019337,0000018,001024,002,000,16384
0000000,0003955,0000461,0001696,0024296,0024015,0043742,0002723,001024,002,000,16384
0000000,0000631,0000090,0001009,0008836,0010900,0020439,0000019,001024,000,001,16384
0000000,0003910,0000471,0001694,0026430,0025188,0047880,0002672,001024,000,001,16384
0000000,0000691,0000090,0001007,0005119,0008025,0013325,0000014,001024,001,001,16384
0000000,0004337,0000631,0001724,0006662,0020790,0026460,0003016,001024,001,001,16384
0000000,0000642,0000090,0001011,0012293,0012263,0025468,0000022,001024,002,001,16384
0000000,0002582,0000481,0001559,0026560,0025298,0046858,0001517,001024,002,001,16384
0000000,0000641,0000090,0001009,0009047,0010831,0020609,0000019,001024,000,002,16384
0000000,0003957,0000491,0001698,0026630,0025258,0048131,0002705,001024,000,002,16384
0000000,0000682,0000091,0001007,0005119,0007956,0013285,0000014,001024,001,002,16384
0000000,0004268,0000692,0001711,0006752,0020819,0026520,0002962,001024,001,002,16384
0000000,0000642,0000090,0001011,0012113,0012203,0025257,0000022,001024,002,002,16384
0000000,0002570,0000491,0001557,0026360,0025188,0046518,0001504,001024,002,002,16384
