tid,lock_impl_time(ms)
RUN 0
001, 17636.549
002, 17701.082
003, 17707.836
004, 17672.914
006, 17645.121
005, 17617.443
007, 17651.980
008, 17748.531
009, 17748.262
010, 17549.643
011, 17705.066
012, 17514.014
013, 17697.113
014, 17612.904
015, 17622.092
016, 17715.041
-----------------------------------------------------------------------------------------------

RUN 1
001, 17652.201
002, 17607.613
003, 17686.615
004, 17634.566
006, 17627.057
005, 17688.803
007, 17654.029
008, 17697.289
009, 17660.617
010, 17606.191
011, 17724.346
012, 17553.777
013, 17675.719
014, 17672.504
015, 17624.965
016, 17663.732
-----------------------------------------------------------------------------------------------

RUN 2
001, 17663.729
002, 17545.334
003, 17703.521
004, 17657.352
006, 17643.492
005, 17666.119
007, 17657.744
008, 17686.703
009, 17724.904
010, 17530.576
011, 17757.799
012, 17589.066
013, 17704.799
014, 17659.533
015, 17590.117
016, 17748.027
-----------------------------------------------------------------------------------------------

RUN 3
001, 17626.820
002, 17681.197
003, 17770.434
004, 17558.715
006, 17679.756
005, 17650.113
007, 17609.008
008, 17634.430
009, 17694.758
010, 17664.457
011, 17627.936
012, 17685.809
013, 17664.588
014, 17660.762
015, 17597.773
016, 17615.365
-----------------------------------------------------------------------------------------------

RUN 4
001, 17606.773
002, 17708.178
003, 17778.428
004, 17559.395
006, 17668.361
005, 17712.850
007, 17616.004
008, 17691.684
009, 17668.303
010, 17689.791
011, 17676.723
012, 17615.162
013, 17699.461
014, 17707.559
015, 17631.107
016, 17584.246
-----------------------------------------------------------------------------------------------

