tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,     22792,   22792,    0.211987,   30.000000,21803.781250,  695.941467,21088.296875,   36.494507,  713.023987,  657.212097,               0,000,000
001,     22283,   22283,    0.206715,   30.000000,21844.826172,  655.136658,21176.673828,   34.761490,  665.015076,  618.342041,               0,000,000
002,     22880,   22880,    0.213619,   30.000000,21822.156250,  677.692810,21119.412109,   36.623348,  699.423096,  638.826416,               0,000,000
003,     22310,   22310,    0.207327,   30.000000,21826.312500,  673.980713,21132.296875,   36.369625,  691.105530,  635.111267,               0,000,000
004,     22672,   22672,    0.211000,   30.000000,21811.189453,  688.328003,21091.701172,   36.785969,  716.157837,  648.662048,               0,000,000
005,     22501,   22501,    0.217564,   30.000000,21835.470703,  664.505249,21155.611328,   35.252254,  677.138306,  626.186279,               0,000,000
006,     22497,   22497,    0.210210,   30.000000,21766.705078,  733.320862,20996.406250,   37.300014,  767.421997,  691.973267,               0,000,000
007,     22216,   22216,    0.206379,   30.000000,21847.277344,  652.055298,21169.076172,   35.790909,  675.564636,  614.225098,               0,000,000
008,     22841,   22841,    0.210414,   30.000000,21737.361328,  762.227173,20982.865234,   37.274540,  751.839355,  721.374146,               0,000,000
009,     22796,   22796,    0.216551,   30.000000,21773.494141,  726.536499,21060.740234,   35.402203,  711.032349,  689.348022,               0,000,000
010,     22463,   22463,    0.207448,   30.000000,21790.642578,  709.340820,21092.933594,   34.940826,  696.217834,  672.987183,               0,000,000
011,     22283,   22283,    0.205603,   30.000000,21799.785156,  700.065369,21112.515625,   34.871838,  685.815491,  663.916016,               0,000,000
012,     22831,   22831,    0.211395,   30.000000,21784.744141,  715.695129,21080.958984,   35.963680,  702.123047,  678.251099,               0,000,000
013,     22525,   22525,    0.207986,   30.000000,21784.230469,  715.985107,21083.001953,   35.210136,  699.754395,  679.434875,               0,000,000
014,     22439,   22439,    0.207226,   30.000000,21786.917969,  713.457275,21086.056641,   34.735088,  699.457581,  677.419739,               0,000,000
015,     22088,   22088,    0.203792,   30.000000,21801.228516,  698.494385,21114.750000,   34.279812,  684.701843,  662.202087,               0,000,000
000,     22556,   22556,    0.210095,   30.000000,21798.189453,  701.488770,21077.435547,   35.446213,  717.998535,  663.785828,               0,000,001
001,     22431,   22431,    0.209565,   30.000000,21827.220703,  672.133301,21134.289062,   34.836624,  689.452148,  635.042236,               0,000,001
002,     22404,   22404,    0.207311,   30.000000,21831.384766,  667.658752,21146.140625,   35.038792,  682.165527,  630.067261,               0,000,001
003,     22708,   22708,    0.210862,   30.000000,21820.429688,  679.838989,21131.470703,   35.383358,  686.050110,  641.680420,               0,000,001
004,     22454,   22454,    0.208111,   30.000000,21831.541016,  668.064514,21153.123047,   34.722336,  674.949768,  630.618896,               0,000,001
005,     22633,   22633,    0.214653,   30.000000,21817.621094,  681.815430,21114.310547,   35.366680,  699.911926,  643.210327,               0,000,001
006,     22638,   22638,    0.211664,   30.000000,21759.705078,  739.820312,20984.394531,   36.733101,  771.628662,  699.840942,               0,000,001
007,     22717,   22717,    0.212744,   30.000000,21816.304688,  683.392212,21104.666016,   35.421692,  708.461975,  645.633545,               0,000,001
008,     22174,   22174,    0.209304,   30.000000,21758.423828,  741.974243,21035.414062,   35.124409,  720.505371,  703.918457,               0,000,001
009,     22282,   22282,    0.205978,   30.000000,21793.980469,  705.705811,21111.677734,   33.890026,  680.188660,  669.115051,               0,000,001
010,     22545,   22545,    0.208018,   30.000000,21791.109375,  709.178589,21103.626953,   34.364658,  686.061829,  673.506104,               0,000,001
011,     23125,   23125,    0.213310,   30.000000,21775.341797,  724.241699,21074.255859,   35.589668,  699.658081,  687.326477,               0,000,001
012,     22402,   22402,    0.208357,   30.000000,21791.316406,  708.885376,21106.867188,   34.554291,  682.756165,  672.877991,               0,000,001
013,     22271,   22271,    0.205997,   30.000000,21799.046875,  700.791138,21121.107422,   33.999031,  676.510620,  665.481934,               0,000,001
014,     22819,   22819,    0.211153,   30.000000,21773.142578,  726.842102,21074.615234,   35.062679,  697.120972,  690.466370,               0,000,001
015,     22999,   22999,    0.211942,   30.000000,21771.724609,  728.330322,21067.183594,   35.241623,  702.682739,  691.045532,               0,000,001
