tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   1242146, 1242146,  160.300034
001,   1186316, 1186316,  157.517807
002,   1260479, 1260479,  162.781006
003,   1237655, 1237655,  155.720398
004,   1266461, 1266461,  162.620926
005,   1172883, 1172883,  161.137848
006,   1251128, 1251128,  164.592484
007,   1194147, 1194147,  161.376205
008,   1254538, 1254538,  164.368011
009,   1180363, 1180363,  162.011795
010,   1256539, 1256539,  160.068680
011,   1179074, 1179074,  158.403702
012,   1255666, 1255666,  157.466156
013,   1186308, 1186308,  158.246185
014,   1257915, 1257915,  165.708725
015,   1180039, 1180039,  159.380859
016,   1352755, 1352755,  155.492188
017,   1206674, 1206674,  155.864426
018,   1257634, 1257634,  157.691696
019,   1173546, 1173546,  156.539917
020,   1243517, 1243517,  160.005219
021,   1172387, 1172387,  156.718384
022,   1249144, 1249144,  156.934204
023,   1205664, 1205664,  158.245483
024,   1255835, 1255835,  160.440765
025,   1182050, 1182050,  162.285202
026,   1247984, 1247984,  163.363083
027,   1203885, 1203885,  154.886078
028,   1261307, 1261307,  161.343170
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1207286, 1207286,  159.734207
001,   1239550, 1239550,  164.637161
002,   1221077, 1221077,  160.158844
003,   1286711, 1286711,  159.349625
004,   1210984, 1210984,  159.700912
005,   1215316, 1215316,  162.680313
006,   1211982, 1211982,  160.562027
007,   1239384, 1239384,  165.672028
008,   1210628, 1210628,  165.030487
009,   1202254, 1202254,  161.791550
010,   1199249, 1199249,  162.814758
011,   1231873, 1231873,  162.831146
012,   1277810, 1277810,  160.842514
013,   1214362, 1214362,  161.157791
014,   1199922, 1199922,  164.031754
015,   1200005, 1200005,  165.150726
016,   1207307, 1207307,  160.455322
017,   1242673, 1242673,  159.334106
018,   1199649, 1199649,  163.243179
019,   1216881, 1216881,  164.576981
020,   1241790, 1241790,  156.940598
021,   1202409, 1202409,  165.270767
022,   1205435, 1205435,  164.493973
023,   1202286, 1202286,  161.773880
024,   1202122, 1202122,  164.281631
025,   1204711, 1204711,  165.114761
026,   1210641, 1210641,  159.170486
027,   1202390, 1202390,  166.588165
028,   1200463, 1200463,  159.278976
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1210476, 1210476,  164.266418
001,   1196958, 1196958,  165.536255
002,   1211499, 1211499,  164.592484
003,   1203230, 1203230,  162.252975
004,   1259054, 1259054,  162.512909
005,   1212689, 1212689,  165.955460
006,   1211884, 1211884,  160.382309
007,   1203113, 1203113,  166.411438
008,   1210011, 1210011,  158.954468
009,   1291278, 1291278,  157.918549
010,   1196459, 1196459,  158.038406
011,   1196264, 1196264,  160.776154
012,   1209323, 1209323,  159.636826
013,   1313920, 1313920,  156.227356
014,   1203250, 1203250,  159.966660
015,   1208536, 1208536,  165.029434
016,   1261296, 1261296,  161.068237
017,   1223850, 1223850,  163.856308
018,   1206368, 1206368,  160.471680
019,   1206572, 1206572,  165.977386
020,   1207188, 1207188,  162.149200
021,   1207019, 1207019,  166.776764
022,   1206702, 1206702,  164.001999
023,   1198955, 1198955,  162.176376
024,   1201937, 1201937,  159.047729
025,   1220534, 1220534,  166.925903
026,   1211823, 1211823,  162.927032
027,   1201214, 1201214,  162.420135
028,   1204853, 1204853,  161.277161
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1266167, 1266167,  162.018387
001,   1246028, 1246028,  162.974396
002,   1210578, 1210578,  160.290298
003,   1251121, 1251121,  159.289047
004,   1205045, 1205045,  160.337494
005,   1241958, 1241958,  163.236954
006,   1209754, 1209754,  164.135284
007,   1206510, 1206510,  165.538406
008,   1212805, 1212805,  164.220993
009,   1206345, 1206345,  165.853806
010,   1202280, 1202280,  160.039902
011,   1197941, 1197941,  160.592194
012,   1217745, 1217745,  159.386795
013,   1201303, 1201303,  161.390060
014,   1213604, 1213604,  163.743591
015,   1212060, 1212060,  165.291458
016,   1212099, 1212099,  159.455856
017,   1200140, 1200140,  165.497482
018,   1215010, 1215010,  157.354019
019,   1200744, 1200744,  163.913193
020,   1207851, 1207851,  158.561859
021,   1213972, 1213972,  166.012421
022,   1207621, 1207621,  163.225739
023,   1204675, 1204675,  166.137756
024,   1217335, 1217335,  164.273087
025,   1309461, 1309461,  157.016235
026,   1216523, 1216523,  164.317169
027,   1209265, 1209265,  163.198532
028,   1212890, 1212890,  158.525177
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1209771, 1209771,  159.662033
001,   1212959, 1212959,  161.537354
002,   1224384, 1224384,  163.856369
003,   1225946, 1225946,  165.715042
004,   1221333, 1221333,  158.736099
005,   1222644, 1222644,  163.937317
006,   1216066, 1216066,  160.738113
007,   1215149, 1215149,  164.616867
008,   1205615, 1205615,  164.507889
009,   1256196, 1256196,  159.431915
010,   1202619, 1202619,  164.187302
011,   1205526, 1205526,  161.053711
012,   1209988, 1209988,  163.101486
013,   1209413, 1209413,  163.323837
014,   1208963, 1208963,  162.221191
015,   1201786, 1201786,  164.760559
016,   1202936, 1202936,  163.547180
017,   1201807, 1201807,  163.526154
018,   1273794, 1273794,  155.291824
019,   1234340, 1234340,  162.449448
020,   1209075, 1209075,  159.178207
021,   1226966, 1226966,  164.636307
022,   1208914, 1208914,  159.154770
023,   1224077, 1224077,  163.619308
024,   1211072, 1211072,  164.249878
025,   1220153, 1220153,  161.623993
026,   1233571, 1233571,  164.609909
027,   1227796, 1227796,  164.646591
028,   1205280, 1205280,  160.559204
-------------------------------------------------------------------------------------------------------

