tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
005,00000000,00275806,00222416,010,00099239,00039289,00001101,001024,001,001,00000008,00138522,01,0000015012301968,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00275976,00228463,010,00098657,00039515,00001031,001024,001,001,00000008,00138165,01,0000015016723463,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00276023,00254263,010,00099356,00039302,00001120,001024,001,001,00000008,00138651,01,0000014991595909,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00276334,00000000,010,00099170,00038934,00001163,001024,001,001,00000008,00138093,01,0000015140842242,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00275534,00000000,010,00098872,00039120,00001097,001024,001,001,00000008,00137983,01,0000015047319085,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00276323,00000000,010,00099430,00038845,00001036,001024,001,001,00000008,00138266,01,0000014971697281,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00276213,00000000,010,00099193,00039113,00001068,001024,001,001,00000008,00138298,01,0000015184777580,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00276144,00000000,010,00099216,00039505,00001081,001024,001,001,00000008,00138707,01,0000015244155917,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00276320,00000000,010,00099418,00039224,00001082,001024,001,001,00000008,00138632,01,0000015011495880,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00275909,00000000,010,00099250,00039214,00001042,001024,001,001,00000008,00138460,01,0000015024413545,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00277072,00000000,010,00099510,00039196,00001014,001024,001,001,00000008,00138692,01,0000014932025794,00000000,00000000,002,001,016,016,0,0.99,050
