tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
005,00000000,00266341,00216976,010,00096650,00037118,00000000,001024,001,001,00000008,00133768,01,0000014568438774,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00266486,00257655,010,00096482,00037064,00000000,001024,001,001,00000008,00133546,01,0000014593567193,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00266467,00252405,010,00096531,00037250,00000000,001024,001,001,00000008,00133781,01,0000014217767867,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00266384,00000000,010,00096280,00037235,00000000,001024,001,001,00000008,00133515,01,0000014588181730,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00266594,00000000,010,00095995,00037493,00000000,001024,001,001,00000008,00133488,01,0000014607248121,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00266597,00000000,010,00096414,00037223,00000000,001024,001,001,00000008,00133637,01,0000014208943164,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00266669,00000000,010,00096824,00037072,00000000,001024,001,001,00000008,00133896,01,0000014383250119,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00266596,00000000,010,00096483,00037342,00000000,001024,001,001,00000008,00133825,01,0000014554262405,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00266320,00000000,010,00096640,00037107,00000000,001024,001,001,00000008,00133747,01,0000014596267686,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00266722,00000000,010,00096581,00037193,00000000,001024,001,001,00000008,00133774,01,0000014217415347,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00266563,00000000,010,00096328,00037164,00000000,001024,001,001,00000008,00133492,01,0000014570563074,00000000,00000000,002,001,016,016,0,0.99,050
