tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
013,00000000,01317209,00007773,010,00661533,00000000,00000000,001024,000,000,00001024,00661529,01,0000015940921085,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01317398,00008763,010,00662346,00000000,00000000,001024,000,000,00001024,00662342,01,0000016496619862,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01259260,00007145,010,00632473,00000000,00000000,001024,000,000,00001024,00632469,01,0000004139655051,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,01338240,00010264,010,00671729,00000000,00000000,001024,000,001,00001024,00671728,01,0000016649917566,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,01335033,00006695,010,00670656,00000000,00000000,001024,000,001,00001024,00670650,01,0000016801682716,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,01339301,00006820,010,00672868,00000000,00000000,001024,000,001,00001024,00672860,01,0000016729160302,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,01336540,00009462,010,00671998,00000000,00000000,001024,000,001,00001024,00671995,01,0000016764924066,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,01338202,00030094,010,00672746,00000000,00000000,001024,000,001,00001024,00672742,01,0000016752256489,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,01336179,00006942,010,00671809,00000000,00000000,001024,000,001,00001024,00671798,01,0000016097598539,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,01338553,00008335,010,00672455,00000000,00000000,001024,000,001,00001024,00672452,01,0000016763602636,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,01340462,00007440,010,00673238,00000000,00000000,001024,000,001,00001024,00673228,01,0000016697124287,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,01336501,00008431,010,00671364,00000000,00000000,001024,000,001,00001024,00671357,01,0000016668046998,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,01341440,00010943,010,00673674,00000000,00000000,001024,000,001,00001024,00673672,01,0000016913765535,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,01338223,00023031,010,00673364,00000000,00000000,001024,000,001,00001024,00673360,01,0000016672092845,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01339407,00008336,010,00673890,00000000,00000000,001024,000,001,00001024,00673887,01,0000016836510467,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01339096,00007453,010,00672681,00000000,00000000,001024,000,001,00001024,00672678,01,0000016050389321,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01339200,00008163,010,00673217,00000000,00000000,001024,000,001,00001024,00673215,01,0000016376947427,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01277241,00008627,010,00641377,00000000,00000000,001024,000,001,00001024,00641371,01,0000004245701698,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01335270,00008962,010,00671880,00000000,00000000,001024,000,001,00001024,00671873,01,0000016459025329,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,01294973,00067149,010,00651151,00000000,00000000,001024,000,000,00000128,00651111,01,0000015325455909,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,01292936,00059624,010,00650082,00000000,00000000,001024,000,000,00000128,00650040,01,0000015731224853,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,01295373,00093482,010,00651214,00000000,00000000,001024,000,000,00000128,00651173,01,0000015705061504,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,01295760,00063424,010,00651321,00000000,00000000,001024,000,000,00000128,00651273,01,0000016372602693,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,01294575,00082311,010,00650085,00000000,00000000,001024,000,000,00000128,00650052,01,0000015715241837,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,01292675,00102099,010,00649723,00000000,00000000,001024,000,000,00000128,00649693,01,0000016360760055,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,01229937,00068553,010,00617732,00000000,00000000,001024,000,000,00000128,00617696,01,0000004084683063,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,01290395,00077950,010,00647965,00000000,00000000,001024,000,000,00000128,00647935,01,0000015753321014,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,01290231,00065593,010,00648812,00000000,00000000,001024,000,000,00000128,00648778,01,0000016097262111,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,01290582,00055957,010,00648104,00000000,00000000,001024,000,000,00000128,00648068,01,0000015492889592,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,01292023,00079379,010,00649674,00000000,00000000,001024,000,000,00000128,00649636,01,0000015711768857,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01292048,00088487,010,00648807,00000000,00000000,001024,000,000,00000128,00648771,01,0000016570009595,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01291397,00066350,010,00649357,00000000,00000000,001024,000,000,00000128,00649323,01,0000016332546390,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01286563,00312123,010,00646134,00000000,00000000,001024,000,000,00000128,00646094,01,0000016454183395,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01293123,00104120,010,00649513,00000000,00000000,001024,000,000,00000128,00649471,01,0000016581791624,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01294904,00063874,010,00649733,00000000,00000000,001024,000,000,00000128,00649698,01,0000016355266782,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,01293075,00059427,010,00649859,00000000,00000000,001024,000,001,00000128,00649832,01,0000016334114170,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,01299273,00062016,010,00651895,00000000,00000000,001024,000,001,00000128,00651858,01,0000016379022588,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,01296076,00059467,010,00651337,00000000,00000000,001024,000,001,00000128,00651297,01,0000015766498079,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,01296130,00067446,010,00651436,00000000,00000000,001024,000,001,00000128,00651403,01,0000015679883451,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,01292542,00079887,010,00649170,00000000,00000000,001024,000,001,00000128,00649131,01,0000015820276801,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,01289999,00064927,010,00648514,00000000,00000000,001024,000,001,00000128,00648469,01,0000016485520592,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,01289885,00073191,010,00647795,00000000,00000000,001024,000,001,00000128,00647744,01,0000016467178772,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,01295337,00161436,010,00650292,00000000,00000000,001024,000,001,00000128,00650260,01,0000015838379947,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,01287018,00068478,010,00647244,00000000,00000000,001024,000,001,00000128,00647211,01,0000015911290774,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,01296010,00052963,010,00650722,00000000,00000000,001024,000,001,00000128,00650682,01,0000016553813598,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,01296041,00131803,010,00650211,00000000,00000000,001024,000,001,00000128,00650167,01,0000016487547082,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01287171,00071586,010,00646363,00000000,00000000,001024,000,001,00000128,00646333,01,0000016191629030,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01293315,00078990,010,00650051,00000000,00000000,001024,000,001,00000128,00650014,01,0000015683280587,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01296959,00059896,010,00650587,00000000,00000000,001024,000,001,00000128,00650544,01,0000016343813404,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01294878,00065736,010,00649555,00000000,00000000,001024,000,001,00000128,00649504,01,0000016246810970,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01238292,00057098,010,00622620,00000000,00000000,001024,000,001,00000128,00622586,01,0000003910268660,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,00707487,00709271,010,00355416,00000000,00000000,001024,000,000,00000008,00355255,01,0000009030442179,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,00709545,00647822,010,00356732,00000000,00000000,001024,000,000,00000008,00356571,01,0000008896617655,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,00710267,00643626,010,00356401,00000000,00000000,001024,000,000,00000008,00356201,01,0000008915206093,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,00708148,00704103,010,00355395,00000000,00000000,001024,000,000,00000008,00355244,01,0000008890615315,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,00707118,00840916,010,00356127,00000000,00000000,001024,000,000,00000008,00355901,01,0000008919078923,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,00710121,00570602,010,00356552,00000000,00000000,001024,000,000,00000008,00356321,01,0000008947707960,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,00707151,00903348,010,00354860,00000000,00000000,001024,000,000,00000008,00354718,01,0000008991540867,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,00708744,00660667,010,00355925,00000000,00000000,001024,000,000,00000008,00355703,01,0000008921910675,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,00708262,00000000,010,00356581,00000000,00000000,001024,000,000,00000008,00356343,01,0000008959643909,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,00706798,00000000,010,00354974,00000000,00000000,001024,000,000,00000008,00354851,01,0000009053735957,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,00707948,00000000,010,00355550,00000000,00000000,001024,000,000,00000008,00355420,01,0000008966130617,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,00706486,00000000,010,00354485,00000000,00000000,001024,000,000,00000008,00354352,01,0000008897482227,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,00707787,00000000,010,00355927,00000000,00000000,001024,000,000,00000008,00355764,01,0000008874156962,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,00709660,00000000,010,00356451,00000000,00000000,001024,000,000,00000008,00356310,01,0000009008322451,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,00709674,00000000,010,00356327,00000000,00000000,001024,000,000,00000008,00356174,01,0000008932570298,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,00687260,00000000,010,00345343,00000000,00000000,001024,000,000,00000008,00345227,01,0000002346532468,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,00705510,00741577,010,00355805,00000000,00000000,001024,000,001,00000008,00355638,01,0000008788752802,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,00706298,00806460,010,00354743,00000000,00000000,001024,000,001,00000008,00354563,01,0000008488506025,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,00706118,00618330,010,00355069,00000000,00000000,001024,000,001,00000008,00354891,01,0000008774218361,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,00704514,00640423,010,00354257,00000000,00000000,001024,000,001,00000008,00354090,01,0000008744854563,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,00706997,00749202,010,00354701,00000000,00000000,001024,000,001,00000008,00354496,01,0000008752455090,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,00706363,00587934,010,00354330,00000000,00000000,001024,000,001,00000008,00354167,01,0000008671328472,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,00704288,00606529,010,00354108,00000000,00000000,001024,000,001,00000008,00353964,01,0000009039486163,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,00702698,00905338,010,00353392,00000000,00000000,001024,000,001,00000008,00353261,01,0000008617304126,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,00704985,00000000,010,00354428,00000000,00000000,001024,000,001,00000008,00354232,01,0000008633524294,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,00703778,00000000,010,00354051,00000000,00000000,001024,000,001,00000008,00353859,01,0000008640232246,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,00701466,00000000,010,00352910,00000000,00000000,001024,000,001,00000008,00352772,01,0000007966099809,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,00703187,00000000,010,00353662,00000000,00000000,001024,000,001,00000008,00353536,01,0000008969212818,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,00704322,00000000,010,00354111,00000000,00000000,001024,000,001,00000008,00353956,01,0000008922076552,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,00705072,00000000,010,00354696,00000000,00000000,001024,000,001,00000008,00354548,01,0000008825089961,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,00706787,00000000,010,00354427,00000000,00000000,001024,000,001,00000008,00354273,01,0000008900497074,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,00683367,00000000,010,00343676,00000000,00000000,001024,000,001,00000008,00343547,01,0000002297918843,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,00272235,00001562,010,00136518,00000000,00000000,001024,001,000,00001024,00136518,01,0000015256431321,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00272304,00001419,010,00136335,00000000,00000000,001024,001,000,00001024,00136335,01,0000015317614733,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00272017,00002123,010,00136994,00000000,00000000,001024,001,000,00001024,00136994,01,0000015295007952,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00271578,00001596,010,00136392,00000000,00000000,001024,001,000,00001024,00136392,01,0000015344724365,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00272168,00005884,010,00136508,00000000,00000000,001024,001,000,00001024,00136508,01,0000015373737387,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00272115,00001127,010,00136486,00000000,00000000,001024,001,000,00001024,00136486,01,0000015331785116,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00271954,00001578,010,00136419,00000000,00000000,001024,001,000,00001024,00136419,01,0000015324412917,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00271762,00001299,010,00136434,00000000,00000000,001024,001,000,00001024,00136434,01,0000015355854915,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00272152,00002334,010,00136363,00000000,00000000,001024,001,000,00001024,00136363,01,0000015308116207,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00271989,00001374,010,00136289,00000000,00000000,001024,001,000,00001024,00136289,01,0000015322917260,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00272134,00001661,010,00136249,00000000,00000000,001024,001,000,00001024,00136249,01,0000015309680275,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00271993,00001822,010,00136528,00000000,00000000,001024,001,000,00001024,00136528,01,0000015338720889,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00272249,00003162,010,00136502,00000000,00000000,001024,001,000,00001024,00136502,01,0000015296960236,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00272030,00001834,010,00136346,00000000,00000000,001024,001,000,00001024,00136346,01,0000015311545491,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00272064,00001784,010,00136699,00000000,00000000,001024,001,000,00001024,00136699,01,0000015307495294,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00271286,00001775,010,00136249,00000000,00000000,001024,001,000,00001024,00136249,01,0000015355819357,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00271972,00001586,010,00136692,00000000,00000000,001024,001,001,00001024,00136692,01,0000015279148097,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00272016,00001680,010,00136620,00000000,00000000,001024,001,001,00001024,00136620,01,0000015327789869,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00272062,00001292,010,00136631,00000000,00000000,001024,001,001,00001024,00136631,01,0000015320589326,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00272332,00001621,010,00136393,00000000,00000000,001024,001,001,00001024,00136393,01,0000015317670537,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00272147,00005948,010,00136559,00000000,00000000,001024,001,001,00001024,00136559,01,0000015335109759,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00272032,00001148,010,00136283,00000000,00000000,001024,001,001,00001024,00136283,01,0000015340567045,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00272028,00001506,010,00136464,00000000,00000000,001024,001,001,00001024,00136464,01,0000015311709994,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00271925,00001418,010,00136577,00000000,00000000,001024,001,001,00001024,00136577,01,0000015327610287,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00272038,00001440,010,00136583,00000000,00000000,001024,001,001,00001024,00136583,01,0000015400166657,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00271983,00001402,010,00136468,00000000,00000000,001024,001,001,00001024,00136468,01,0000015326788945,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00271859,00001533,010,00136612,00000000,00000000,001024,001,001,00001024,00136612,01,0000015313844720,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00271901,00001298,010,00136133,00000000,00000000,001024,001,001,00001024,00136133,01,0000014534377142,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00272236,00001790,010,00136643,00000000,00000000,001024,001,001,00001024,00136643,01,0000015399994823,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00272285,00001601,010,00136375,00000000,00000000,001024,001,001,00001024,00136375,01,0000015311832789,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00272272,00001747,010,00136340,00000000,00000000,001024,001,001,00001024,00136340,01,0000014484891287,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00271215,00001731,010,00136277,00000000,00000000,001024,001,001,00001024,00136277,01,0000015394514073,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00271318,00015988,010,00135872,00000000,00000000,001024,001,000,00000128,00135872,01,0000015188068369,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00271190,00012729,010,00136181,00000000,00000000,001024,001,000,00000128,00136181,01,0000014443224375,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00271292,00038380,010,00136117,00000000,00000000,001024,001,000,00000128,00136117,01,0000014117030133,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00271008,00015300,010,00136390,00000000,00000000,001024,001,000,00000128,00136390,01,0000014417436838,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00270670,00017219,010,00136211,00000000,00000000,001024,001,000,00000128,00136211,01,0000014483564851,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00270880,00013576,010,00136262,00000000,00000000,001024,001,000,00000128,00136262,01,0000014455795308,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00270920,00012677,010,00136403,00000000,00000000,001024,001,000,00000128,00136403,01,0000015293730904,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00270708,00015994,010,00135986,00000000,00000000,001024,001,000,00000128,00135986,01,0000014500464094,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00271026,00012428,010,00135948,00000000,00000000,001024,001,000,00000128,00135948,01,0000015266841807,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00271021,00011648,010,00136013,00000000,00000000,001024,001,000,00000128,00136013,01,0000015262056281,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00271150,00012454,010,00135981,00000000,00000000,001024,001,000,00000128,00135981,01,0000014423674972,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00271037,00028735,010,00136045,00000000,00000000,001024,001,000,00000128,00136045,01,0000015271787380,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00271382,00119328,010,00135884,00000000,00000000,001024,001,000,00000128,00135884,01,0000015275907757,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00271107,00013931,010,00135890,00000000,00000000,001024,001,000,00000128,00135890,01,0000014438304730,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00271303,00012784,010,00135914,00000000,00000000,001024,001,000,00000128,00135914,01,0000015254312353,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00270437,00018735,010,00135592,00000000,00000000,001024,001,000,00000128,00135592,01,0000015570689500,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00271279,00013781,010,00135671,00000000,00000000,001024,001,001,00000128,00135671,01,0000014373931574,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00271159,00018181,010,00136027,00000000,00000000,001024,001,001,00000128,00136027,01,0000013629000836,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00271288,00016058,010,00135845,00000000,00000000,001024,001,001,00000128,00135845,01,0000015258111751,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00271122,00014802,010,00136039,00000000,00000000,001024,001,001,00000128,00136039,01,0000015278349519,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00271302,00018762,010,00135830,00000000,00000000,001024,001,001,00000128,00135830,01,0000015283734598,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00270915,00017974,010,00136051,00000000,00000000,001024,001,001,00000128,00136051,01,0000014452175994,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00271090,00014035,010,00135987,00000000,00000000,001024,001,001,00000128,00135987,01,0000015256413993,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00271260,00018404,010,00135801,00000000,00000000,001024,001,001,00000128,00135801,01,0000014430636996,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00270952,00012479,010,00136086,00000000,00000000,001024,001,001,00000128,00136086,01,0000014420077737,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00271235,00023540,010,00136229,00000000,00000000,001024,001,001,00000128,00136229,01,0000014407070526,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00270966,00013524,010,00136074,00000000,00000000,001024,001,001,00000128,00136074,01,0000014415930925,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00271280,00017853,010,00136263,00000000,00000000,001024,001,001,00000128,00136263,01,0000015248869450,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00270971,00013465,010,00135995,00000000,00000000,001024,001,001,00000128,00135995,01,0000014551236138,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00271030,00012877,010,00135982,00000000,00000000,001024,001,001,00000128,00135982,01,0000015295702282,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00271188,00020966,010,00136192,00000000,00000000,001024,001,001,00000128,00136192,01,0000015250982083,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00270464,00012461,010,00135693,00000000,00000000,001024,001,001,00000128,00135693,01,0000014734247980,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00246688,00301026,010,00123742,00000000,00000000,001024,001,000,00000008,00123742,01,0000013848657883,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00246890,00225278,010,00123750,00000000,00000000,001024,001,000,00000008,00123750,01,0000013893751197,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00246719,00207541,010,00123692,00000000,00000000,001024,001,000,00000008,00123692,01,0000013891426111,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00246686,00232307,010,00124156,00000000,00000000,001024,001,000,00000008,00124156,01,0000013904023992,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00246667,00336870,010,00123682,00000000,00000000,001024,001,000,00000008,00123682,01,0000013943578688,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00246637,00243576,010,00123741,00000000,00000000,001024,001,000,00000008,00123741,01,0000013969311196,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00246839,00204710,010,00123819,00000000,00000000,001024,001,000,00000008,00123819,01,0000013894538091,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00246695,00228586,010,00123526,00000000,00000000,001024,001,000,00000008,00123526,01,0000013974134623,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00247097,00000000,010,00123987,00000000,00000000,001024,001,000,00000008,00123987,01,0000013885368101,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00246934,00000000,010,00123669,00000000,00000000,001024,001,000,00000008,00123669,01,0000013898178771,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00246730,00000000,010,00123679,00000000,00000000,001024,001,000,00000008,00123679,01,0000013870030999,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00246649,00000000,010,00123651,00000000,00000000,001024,001,000,00000008,00123651,01,0000013880577002,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00246641,00000000,010,00123976,00000000,00000000,001024,001,000,00000008,00123976,01,0000013888635897,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00246952,00000000,010,00123631,00000000,00000000,001024,001,000,00000008,00123631,01,0000013897032391,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00246675,00000000,010,00123647,00000000,00000000,001024,001,000,00000008,00123647,01,0000013936993882,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00245772,00000000,010,00123546,00000000,00000000,001024,001,000,00000008,00123546,01,0000013999899897,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00247370,00246693,010,00124070,00000000,00000000,001024,001,001,00000008,00124070,01,0000013900508128,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00247031,00228482,010,00123971,00000000,00000000,001024,001,001,00000008,00123971,01,0000014006196905,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00247813,00324890,010,00124128,00000000,00000000,001024,001,001,00000008,00124128,01,0000013999165599,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00247302,00241485,010,00124334,00000000,00000000,001024,001,001,00000008,00124334,01,0000013951354234,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00247527,00239158,010,00124225,00000000,00000000,001024,001,001,00000008,00124225,01,0000013986217562,00000000,00000000,002,001,016,016,0,0.99,050
