tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
015,00000000,00267065,00000000,010,00095293,00038320,00001070,001024,001,000,00000008,00133613,01,0000013942523221,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00266583,00284663,010,00095952,00037666,00000980,001024,001,001,00000008,00133618,01,0000013496507108,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00266669,00240593,010,00095754,00037564,00001087,001024,001,001,00000008,00133318,01,0000013629097172,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00265867,00249452,010,00095882,00037491,00001039,001024,001,001,00000008,00133373,01,0000014123096765,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00266575,00265397,010,00095779,00037652,00001015,001024,001,001,00000008,00133431,01,0000013738030892,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00266180,00304426,010,00096103,00037901,00001006,001024,001,001,00000008,00134004,01,0000014062159796,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00266437,00214798,010,00095379,00038004,00001089,001024,001,001,00000008,00133383,01,0000013771502887,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00265679,00239275,010,00095655,00037758,00001089,001024,001,001,00000008,00133413,01,0000014256844846,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00266285,00340234,010,00096134,00037920,00001053,001024,001,001,00000008,00134054,01,0000014025234225,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00266238,00000000,010,00096107,00037549,00001100,001024,001,001,00000008,00133656,01,0000014081249076,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00266351,00000000,010,00095784,00037483,00001064,001024,001,001,00000008,00133267,01,0000014245100124,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00266488,00000000,010,00095841,00037855,00001046,001024,001,001,00000008,00133696,01,0000014023728395,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00266656,00000000,010,00096537,00037446,00001070,001024,001,001,00000008,00133983,01,0000014339127262,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00266456,00000000,010,00096082,00037867,00001072,001024,001,001,00000008,00133949,01,0000014050945413,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00266711,00000000,010,00096238,00037489,00001028,001024,001,001,00000008,00133727,01,0000014033314500,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00266286,00000000,010,00095891,00037921,00001104,001024,001,001,00000008,00133812,01,0000014158806174,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00266948,00000000,010,00096175,00037979,00000970,001024,001,001,00000008,00134154,01,0000013977824466,00000000,00000000,002,001,016,016,0,0.99,050
