lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0025789,0000311,0000041,0001025,0013525,0025288,0040165,001024,001,000,0256
0043873,0001232,0000341,0001255,0034635,0043352,0067497,001024,001,000,0256
0025758,0000311,0000041,0001025,0013495,0025267,0040126,001024,002,000,0256
0043803,0001232,0000331,0001254,0034676,0043271,0067206,001024,002,000,0256
0023474,0000320,0000041,0001023,0007775,0022273,0035037,001024,003,000,0256
0042370,0001221,0000712,0001259,0030268,0041148,0058881,001024,003,000,0256
0026329,0000371,0000060,0001026,0014037,0025648,0040887,001024,004,000,0256
0044644,0001235,0000741,0001257,0035056,0043873,0069271,001024,004,000,0256
0011622,0000311,0000050,0001010,0010991,0011121,0027191,001024,001,001,0256
0017904,0001147,0000331,0001160,0022562,0017373,0038804,001024,001,001,0256
0011612,0000311,0000050,0001010,0010971,0011101,0027151,001024,002,001,0256
0017944,0001146,0000331,0001160,0022572,0017383,0038833,001024,002,001,0256
0011582,0000311,0000050,0001010,0011031,0011080,0027142,001024,003,001,0256
0018054,0001148,0000341,0001161,0022683,0017503,0039043,001024,003,001,0256
0011782,0000370,0000060,0001011,0012834,0011241,0028093,001024,004,001,0256
0019276,0001155,0000401,0001173,0023795,0018514,0040246,001024,004,001,0256
0022762,0000310,0000040,0001023,0011501,0022262,0037300,001024,001,002,0256
0043552,0001219,0000330,0001242,0034154,0043021,0066736,001024,001,002,0256
0021992,0000311,0000041,0001022,0006522,0020809,0033674,001024,002,002,0256
0042260,0001212,0000701,0001252,0030037,0041038,0058982,001024,002,002,0256
0022753,0000311,0000041,0001023,0011482,0022262,0037310,001024,003,002,0256
0043522,0001217,0000331,0001243,0034184,0043021,0066816,001024,003,002,0256
0023374,0000370,0000060,0001024,0012544,0022833,0038151,001024,004,002,0256
0044093,0001224,0000381,0001243,0034565,0043511,0068639,001024,004,002,0256
