tid,total_duration(s),min_slock_hold,med,max,min_swait_acq,med,max,min_swait_rel,med,max,min_slwait_acq,med,max,min_slwait_rel,med,max,min_sgwait_acq,med,max,min_sgwait_rel,med,max,min_sdata_read,med,max,min_sdata_write,med,max,min_sglock_tries,med,max,array_size(B),client_id,nlocks
000,20.0, 0.234242082, 0.281563342, 0.320089996, 0.255402923, 0.256521255, 0.267995834, 0.253882080, 0.256271660, 0.259849995, 0.000088333, 0.000100000, 0.000126667, 0.000246250, 0.000275833, 0.000383333, 0.009981250, 0.012432500, 0.013706666, 0.010415000, 0.012430416, 0.013926666, 0.242400005, 0.244169578, 0.255879998, 0.241955832, 0.243367076, 0.245700002, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
000,20.0, 0.234328330, 0.279991657, 0.321390003, 0.254428744, 0.256119162, 0.267619163, 0.253787488, 0.255284160, 0.260626674, 0.000086250, 0.000095000, 0.000126667, 0.000252500, 0.000295833, 0.000376667, 0.009945000, 0.011972500, 0.012606666, 0.010564167, 0.011913750, 0.014273333, 0.243033335, 0.243689999, 0.255355835, 0.242250413, 0.242955834, 0.245600000, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
000,20.0, 0.232852504, 0.292802930, 0.321689993, 0.253995001, 0.256215006, 0.268124163, 0.253505409, 0.256345421, 0.267738760, 0.000088333, 0.000091667, 0.000146667, 0.000263333, 0.000278750, 0.000426667, 0.010389583, 0.011701250, 0.013126667, 0.010555834, 0.012165417, 0.013500000, 0.242129162, 0.243441671, 0.256664991, 0.242039993, 0.243371665, 0.255559176, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
000,20.0, 0.232688338, 0.293772072, 0.321106672, 0.254539996, 0.256814152, 0.284894586, 0.254515827, 0.257620841, 0.260915846, 0.000088333, 0.000103333, 0.000126667, 0.000252500, 0.000290417, 0.000380000, 0.011416666, 0.012247500, 0.014870000, 0.011444166, 0.012613334, 0.013870000, 0.242473334, 0.243775412, 0.254332930, 0.242157921, 0.243780419, 0.247857079, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
000,20.0, 0.233791664, 0.278401256, 0.321356654, 0.252667487, 0.256281257, 0.267568320, 0.255479991, 0.257269174, 0.273724169, 0.000088333, 0.000092917, 0.000123333, 0.000242083, 0.000274583, 0.000370000, 0.011379167, 0.012163334, 0.014363334, 0.011835833, 0.012237917, 0.022901667, 0.240976661, 0.243258744, 0.255170405, 0.242808327, 0.243817911, 0.255628347, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
000,20.0, 0.230387494, 0.263778746, 0.336233348, 0.255095005, 0.261939168, 0.276366264, 0.252780825, 0.254436672, 0.259880006, 0.000160000, 0.000215833, 0.000323333, 0.000300833, 0.000384167, 0.000473333, 0.010490417, 0.011742917, 0.013993333, 0.010415000, 0.011772500, 0.013736667, 0.242742911, 0.248765007, 0.265475839, 0.241734579, 0.242445007, 0.245800003, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000128
000,20.0, 0.233985424, 0.282993764, 0.319900006, 0.255328327, 0.257636666, 0.269277930, 0.253820837, 0.257197082, 0.259363323, 0.000157917, 0.000250417, 0.000313333, 0.000332917, 0.000375000, 0.000510000, 0.011437917, 0.012298750, 0.014030000, 0.011200000, 0.012289166, 0.013670000, 0.242836669, 0.243540004, 0.256507486, 0.242002085, 0.243715420, 0.246475831, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000128
000,20.0, 0.229846254, 0.294747084, 0.318713337, 0.253286242, 0.255106241, 0.266400009, 0.253894597, 0.261663347, 0.275059164, 0.000179167, 0.000211250, 0.000297083, 0.000298750, 0.000362917, 0.000530000, 0.011267500, 0.011611250, 0.013310000, 0.011210416, 0.011542916, 0.013643334, 0.240644172, 0.242719993, 0.254400015, 0.242010415, 0.247233331, 0.262744159, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000128
000,20.0, 0.232962087, 0.287236661, 0.319643319, 0.254573762, 0.257289171, 0.271143347, 0.254568338, 0.257245004, 0.274126261, 0.000153750, 0.000229583, 0.000376667, 0.000286250, 0.000396667, 0.000516667, 0.011473750, 0.012512500, 0.013730000, 0.011267500, 0.012008334, 0.013823333, 0.242622495, 0.243780836, 0.259175003, 0.242479995, 0.243657917, 0.261715829, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000128
000,20.0, 0.230858743, 0.296538323, 0.323930413, 0.253439993, 0.257236660, 0.268180847, 0.253568321, 0.256787509, 0.276992083, 0.000157917, 0.000215000, 0.000292500, 0.000300833, 0.000381250, 0.000560000, 0.011313750, 0.011971666, 0.013926666, 0.011061250, 0.011991250, 0.013556667, 0.241302922, 0.243131667, 0.256498754, 0.241888329, 0.243422493, 0.263617486, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000128
