lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0017673,0000180,0000021,0001019,0008667,0017152,0011091,001024,001,000,0512
0039795,0000261,0000050,0001147,0026450,0039264,0025999,001024,001,000,0512
0015559,0000190,0000030,0001017,0005360,0014577,0005951,001024,002,000,0512
0038503,0000612,0000031,0001141,0022723,0037400,0023143,001024,002,000,0512
0017994,0000180,0000020,0001019,0008807,0017473,0011221,001024,003,000,0512
0039945,0000280,0000050,0001149,0026820,0039404,0026660,001024,003,000,0512
0015579,0000210,0000040,0001018,0005680,0014738,0006321,001024,004,000,0512
0036889,0000271,0000041,0001142,0023184,0036028,0023183,001024,004,000,0512
0007093,0000181,0000030,0001006,0005230,0006141,0005791,001024,001,001,0512
0029665,0000611,0000031,0001090,0013456,0028413,0013655,001024,001,001,0512
0007354,0000181,0000020,0001007,0006151,0006853,0006643,001024,002,001,0512
0030568,0000281,0000050,0001096,0020569,0030027,0023525,001024,002,001,0512
0010950,0000180,0000030,0001009,0010359,0010419,0013675,001024,003,001,0512
0030607,0000270,0000050,0001089,0023614,0030057,0026740,001024,003,001,0512
0006993,0000211,0000040,0001006,0005240,0006161,0005580,001024,004,001,0512
0028123,0000280,0000041,0001097,0013625,0027281,0013476,001024,004,001,0512
0007104,0000190,0000030,0001006,0005240,0006142,0005791,001024,001,002,0512
0032011,0000611,0000031,0001103,0016641,0030798,0016822,001024,001,002,0512
0010470,0000180,0000030,0001009,0009708,0009939,0012473,001024,002,002,0512
0033243,0000270,0000050,0001094,0022682,0032712,0025218,001024,002,002,0512
0007715,0000181,0000020,0001007,0006683,0007214,0007314,001024,003,002,0512
0034165,0000280,0000050,0001100,0022803,0033644,0025518,001024,003,002,0512
0007014,0000211,0000040,0001007,0005250,0006182,0005580,001024,004,002,0512
0031099,0000271,0000041,0001111,0017053,0030247,0016762,001024,004,002,0512
0007084,0000181,0000030,0001006,0005230,0006131,0005781,001024,001,003,0512
0032912,0000611,0000031,0001109,0017864,0031760,0018265,001024,001,003,0512
0007324,0000180,0000020,0001007,0006102,0006822,0006572,001024,002,003,0512
0034916,0000281,0000050,0001112,0021931,0034385,0023465,001024,002,003,0512
0007524,0000181,0000020,0001007,0006452,0007023,0007013,001024,003,003,0512
0035076,0000280,0000050,0001103,0022773,0034555,0025248,001024,003,003,0512
0006993,0000210,0000040,0001006,0005250,0006161,0005570,001024,004,003,0512
0032190,0000280,0000041,0001115,0018264,0031339,0018014,001024,004,003,0512
0007194,0000180,0000020,0001006,0005260,0006162,0005811,001024,001,004,0512
0032862,0000551,0000031,0001108,0018535,0031669,0019267,001024,001,004,0512
0010720,0000180,0000030,0001009,0009819,0010180,0012634,001024,002,004,0512
0034646,0000270,0000050,0001101,0023254,0034104,0025588,001024,002,004,0512
0007875,0000181,0000020,0001007,0006883,0007384,0007585,001024,003,004,0512
0035126,0000271,0000050,0001109,0023625,0034575,0026139,001024,003,004,0512
0007054,0000210,0000040,0001008,0005310,0006212,0005631,001024,004,004,0512
0032581,0000271,0000041,0001121,0018996,0031739,0019106,001024,004,004,0512
