tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.001005,       0.000,    0.034135,    0.000610,             256
000,        32,       1,    0.000690,       0.000,    0.013155,    0.000220,             512
000,        64,       1,    0.000930,       0.000,    0.002750,    0.000110,            1024
000,       128,       1,    0.001860,       0.000,    0.043565,    0.000205,            2048
000,       256,       1,    0.003525,       0.000,    0.013225,    0.000260,            4096
000,       512,       1,    0.007060,       0.000,    0.006470,    0.000865,            8192
000,      1024,       1,    0.013545,       0.001,    0.017840,    0.001175,           16384
000,      2048,       1,    0.025375,       0.001,    0.000865,    0.000410,           32768
000,      4096,       1,    0.051580,       0.002,    0.656000,    0.000465,           65536
000,      8192,       1,    0.099065,       0.004,    2.488515,    0.000560,          131072
000,     16384,       1,    0.196888,       0.007,    4.517231,    0.000594,          262144
000,     32768,       1,    0.354333,       0.011,    7.757007,    0.000830,          524288
000,     65536,       1,    0.537320,       0.019,   16.341303,    0.000460,         1048576
000,    131072,       1,    1.021543,       0.036,   28.108700,    0.000510,         2097152
000,    262144,       1,    2.158520,       0.071,   24.035204,    0.000647,         4194304
000,    524288,       1,    4.038177,       0.129,  116.497787,    0.000660,         8388608
000,   1048576,       1,    7.890007,       0.259,  194.422714,    0.000817,        16777216
001,        16,       1,    0.001210,       0.000,    0.019605,    0.000755,             256
001,        32,       1,    0.000895,       0.000,    0.001470,    0.000400,             512
001,        64,       1,    0.001370,       0.000,    0.010085,    0.000495,            1024
001,       128,       1,    0.001820,       0.000,    0.011765,    0.000120,            2048
001,       256,       1,    0.003680,       0.000,    0.003730,    0.000335,            4096
001,       512,       1,    0.009142,       0.000,    0.027418,    0.000668,            8192
001,      1024,       1,    0.015303,       0.001,    0.228223,    0.000474,           16384
001,      2048,       1,    0.030445,       0.001,    0.388628,    0.000525,           32768
001,      4096,       1,    0.057114,       0.002,    1.336205,    0.000273,           65536
001,      8192,       1,    0.117881,       0.004,    0.236794,    0.000441,          131072
001,     16384,       1,    0.343095,       0.007,    0.766850,    0.000880,          262144
001,     32768,       1,    0.368663,       0.011,    1.858120,    0.000556,          524288
001,     65536,       1,    0.636619,       0.019,    5.669453,    0.000472,         1048576
001,    131072,       1,    1.158307,       0.036,    4.564593,    0.000483,         2097152
001,    262144,       1,    2.194210,       0.071,    4.997123,    0.000590,         4194304
001,    524288,       1,    4.021747,       0.129,   84.872963,    0.000960,         8388608
001,   1048576,       1,    7.978607,       0.259,  161.446350,    0.000980,        16777216
002,        16,       1,    0.000810,       0.000,    0.024605,    0.000490,             256
