0000000,0000561,0000100,0001005,0017663,0008196,0017252,0000014,001024,000,000,16384
0000000,0004821,0002525,0001667,0044835,0019476,0044494,0003392,001024,000,000,16384
0000000,0000582,0000100,0001005,0013655,0006983,0013485,0000011,001024,001,000,16384
0000000,0004564,0003336,0001541,0023133,0016311,0022943,0003125,001024,001,000,16384
0000000,0000551,0000090,0001007,0023464,0009789,0022974,0000017,001024,002,000,16384
0000000,0003376,0002274,0001509,0048872,0021159,0048531,0002130,001024,002,000,16384
0000000,0000561,0000100,0001005,0017603,0008145,0017192,0000014,001024,000,001,16384
0000000,0004899,0002665,0001673,0043732,0019256,0043422,0003437,001024,000,001,16384
0000000,0000601,0000100,0001005,0013606,0006933,0013446,0000011,001024,001,001,16384
0000000,0004613,0003426,0001551,0022973,0016180,0022813,0003184,001024,001,001,16384
0000000,0000551,0000090,0001007,0023204,0009708,0022722,0000017,001024,002,001,16384
0000000,0003370,0002304,0001506,0047028,0020729,0046748,0002116,001024,002,001,16384
0000000,0000561,0000100,0001005,0017533,0008096,0017122,0000014,001024,000,002,16384
0000000,0004897,0002805,0001664,0048512,0020258,0048141,0003443,001024,000,002,16384
0000000,0000602,0000100,0001005,0013575,0006903,0013415,0000011,001024,001,002,16384
0000000,0004555,0003496,0001549,0023114,0016350,0022934,0003123,001024,001,002,16384
0000000,0000561,0000090,0001007,0023093,0009668,0022603,0000017,001024,002,002,16384
0000000,0003355,0002414,0001502,0047279,0020839,0046989,0002098,001024,002,002,16384
