tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     19272,   19272,    3.529027
001,     18889,   18889,    3.182657
002,     19435,   19435,    3.543922
003,     18677,   18677,    3.294235
004,     19396,   19396,    3.463344
005,     19503,   19503,    3.319901
006,     19221,   19221,    3.449891
007,     19960,   19960,    3.385990
008,     18819,   18819,    3.345082
009,     19464,   19464,    3.158722
010,     19498,   19498,    3.217588
011,     19457,   19457,    3.267483
012,     18519,   18519,    3.218546
013,     18602,   18602,    3.078342
014,     19935,   19935,    3.573195
015,     19438,   19438,    3.274035
-------------------------------------------------------------------------------------------------------

RUN 1
000,     19364,   19364,    3.647806
001,     19593,   19593,    3.318928
002,     19002,   19002,    3.514868
003,     18771,   18771,    3.556139
004,     19212,   19212,    3.692048
005,     19476,   19476,    3.509631
006,     19023,   19023,    3.589692
007,     19763,   19763,    3.392817
008,     18318,   18318,    3.338978
009,     19588,   19588,    3.282672
010,     18865,   18865,    3.275209
011,     19137,   19137,    3.324676
012,     18723,   18723,    3.394646
013,     19097,   19097,    3.316243
014,     19491,   19491,    3.624345
015,     19413,   19413,    3.289975
-------------------------------------------------------------------------------------------------------

RUN 2
000,     19853,   19853,    3.746755
001,     18882,   18882,    3.047619
002,     19535,   19535,    3.572235
003,     18620,   18620,    3.470002
004,     18882,   18882,    3.470026
005,     19821,   19821,    3.621834
006,     18685,   18685,    3.285448
007,     20180,   20180,    3.491248
008,     19061,   19061,    3.491079
009,     19613,   19613,    3.399101
010,     19293,   19293,    3.465013
011,     19358,   19358,    3.202995
012,     18221,   18221,    3.115546
013,     19499,   19499,    3.239579
014,     19438,   19438,    3.621616
015,     19072,   19072,    3.502291
-------------------------------------------------------------------------------------------------------

RUN 3
000,     19155,   19155,    3.581731
001,     18925,   18925,    3.225948
002,     18977,   18977,    3.523578
003,     19159,   19159,    3.459968
004,     19002,   19002,    3.638454
005,     19604,   19604,    3.577534
006,     18632,   18632,    3.450807
007,     19768,   19768,    3.451552
008,     18250,   18250,    3.341622
009,     18989,   18989,    3.421581
010,     18845,   18845,    3.545102
011,     19335,   19335,    3.342985
012,     18832,   18832,    3.233379
013,     18966,   18966,    3.205934
014,     19170,   19170,    3.474033
015,     20618,   20618,    3.947869
-------------------------------------------------------------------------------------------------------

RUN 4
000,     20070,   20070,    3.620537
001,     19054,   19054,    3.351678
002,     19533,   19533,    3.485825
003,     18471,   18471,    3.531273
004,     19754,   19754,    3.729298
005,     19924,   19924,    3.438830
006,     18476,   18476,    3.150786
007,     19980,   19980,    3.453859
008,     18901,   18901,    3.398366
009,     19475,   19475,    3.424950
010,     19710,   19710,    3.496854
011,     19511,   19511,    3.268026
012,     18621,   18621,    3.343432
013,     18882,   18882,    3.212978
014,     20021,   20021,    3.627219
015,     19623,   19623,    3.487448
-------------------------------------------------------------------------------------------------------

