tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000, 211789477,211789477, 8484.959961
-------------------------------------------------------------------------------------------------------

RUN 1
000, 211873733,211873733, 8485.169922
-------------------------------------------------------------------------------------------------------

RUN 2
000, 211872836,211872836, 8485.408203
-------------------------------------------------------------------------------------------------------

RUN 3
000, 211878839,211878839, 8485.447266
-------------------------------------------------------------------------------------------------------

RUN 4
000, 211870725,211870725, 8485.223633
-------------------------------------------------------------------------------------------------------

