tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00306843,020,00190881,00008625,00000000,001024,000,000,00016384,00154426
001,00000000,00305629,020,00187619,00008579,00000000,001024,000,000,00016384,00153731
002,00000000,00304519,020,00189447,00008524,00000000,001024,000,000,00016384,00153493
003,00000000,00305603,020,00187839,00008562,00000000,001024,000,000,00016384,00154012
004,00000000,00305589,020,00189553,00008586,00000000,001024,000,000,00016384,00154046
005,00000000,00306638,020,00191037,00008428,00000000,001024,000,000,00016384,00154575
006,00000000,00305783,020,00187875,00008734,00000000,001024,000,000,00016384,00154090
007,00000000,00307856,020,00190080,00008551,00000000,001024,000,000,00016384,00155148
008,00000000,00306343,020,00189982,00008457,00000000,001024,000,000,00016384,00154652
009,00000000,00304243,020,00193369,00008499,00000000,001024,000,000,00016384,00152837
010,00000000,00307204,020,00191426,00008493,00000000,001024,000,000,00016384,00154540
011,00000000,00307109,020,00188274,00008538,00000000,001024,000,000,00016384,00154735
012,00000000,00304156,020,00190858,00008488,00000000,001024,000,000,00016384,00153276
013,00000000,00303372,020,00190334,00008527,00000000,001024,000,000,00016384,00153382
014,00000000,00307632,020,00188911,00008540,00000000,001024,000,000,00016384,00154995
015,00000000,00306134,020,00187628,00008550,00000000,001024,000,000,00016384,00153853
016,00000000,00303362,020,00185119,00008778,00000000,001024,000,000,00016384,00153069
017,00000000,00305030,020,00189228,00008554,00000000,001024,000,000,00016384,00153778
018,00000000,00304846,020,00189650,00008656,00000000,001024,000,000,00016384,00153608
019,00000000,00301755,020,00189062,00008552,00000000,001024,000,000,00016384,00152149
020,00000000,00306194,020,00189797,00008520,00000000,001024,000,000,00016384,00153961
021,00000000,00305064,020,00189585,00008448,00000000,001024,000,000,00016384,00153305
022,00000000,00305867,020,00185803,00008678,00000000,001024,000,000,00016384,00153832
023,00000000,00305655,020,00190073,00008516,00000000,001024,000,000,00016384,00154090
024,00000000,00306218,020,00187527,00008444,00000000,001024,000,000,00016384,00154337
025,00000000,00306302,020,00189171,00008409,00000000,001024,000,000,00016384,00154155
026,00000000,00305975,020,00190991,00008631,00000000,001024,000,000,00016384,00154403
027,00000000,00305620,020,00188249,00008540,00000000,001024,000,000,00016384,00154377
028,00000000,00305500,020,00188191,00008585,00000000,001024,000,000,00016384,00153593
029,00000000,00303132,020,00187222,00008531,00000000,001024,000,000,00016384,00152829
030,00000000,00305822,020,00189309,00008598,00000000,001024,000,000,00016384,00154145
031,00000000,00306018,020,00190404,00008602,00000000,001024,000,000,00016384,00153921
000,00000000,00581506,020,00394569,00017045,00000000,001024,001,000,00016384,00293021
001,00000000,00573355,020,00393682,00017106,00000000,001024,001,000,00016384,00288590
002,00000000,00577164,020,00391122,00017319,00000000,001024,001,000,00016384,00290526
003,00000000,00571221,020,00386899,00016803,00000000,001024,001,000,00016384,00287649
004,00000000,00574113,020,00383444,00017008,00000000,001024,001,000,00016384,00289023
005,00000000,00573366,020,00390497,00016893,00000000,001024,001,000,00016384,00288415
006,00000000,00574289,020,00387298,00017092,00000000,001024,001,000,00016384,00288415
007,00000000,00570929,020,00389363,00016947,00000000,001024,001,000,00016384,00287148
008,00000000,00570400,020,00389806,00016872,00000000,001024,001,000,00016384,00287716
009,00000000,00573602,020,00391055,00016899,00000000,001024,001,000,00016384,00289353
010,00000000,00571145,020,00389854,00016915,00000000,001024,001,000,00016384,00286893
011,00000000,00567318,020,00383400,00017045,00000000,001024,001,000,00016384,00285195
012,00000000,00570908,020,00389084,00016790,00000000,001024,001,000,00016384,00286807
013,00000000,00569064,020,00386909,00017002,00000000,001024,001,000,00016384,00286252
014,00000000,00570767,020,00387761,00017007,00000000,001024,001,000,00016384,00287860
015,00000000,00572741,020,00386212,00016961,00000000,001024,001,000,00016384,00287713
016,00000000,00570510,020,00386197,00016886,00000000,001024,001,000,00016384,00286822
017,00000000,00568322,020,00387216,00016966,00000000,001024,001,000,00016384,00285824
018,00000000,00571258,020,00386183,00016825,00000000,001024,001,000,00016384,00287340
019,00000000,00572125,020,00384192,00016877,00000000,001024,001,000,00016384,00287741
020,00000000,00568843,020,00389750,00016986,00000000,001024,001,000,00016384,00286097
021,00000000,00570137,020,00383890,00016907,00000000,001024,001,000,00016384,00286542
022,00000000,00569306,020,00386507,00017135,00000000,001024,001,000,00016384,00287147
023,00000000,00567718,020,00388681,00016992,00000000,001024,001,000,00016384,00285763
024,00000000,00570580,020,00390516,00016861,00000000,001024,001,000,00016384,00287252
025,00000000,00570336,020,00382545,00017065,00000000,001024,001,000,00016384,00286890
026,00000000,00570140,020,00389653,00016847,00000000,001024,001,000,00016384,00286709
027,00000000,00570051,020,00384877,00016874,00000000,001024,001,000,00016384,00287502
028,00000000,00573138,020,00389466,00017138,00000000,001024,001,000,00016384,00288105
029,00000000,00574199,020,00388617,00016901,00000000,001024,001,000,00016384,00288706
030,00000000,00575328,020,00386429,00017002,00000000,001024,001,000,00016384,00289018
031,00000000,00574373,020,00387693,00016930,00000000,001024,001,000,00016384,00289031
000,00000000,00750334,020,00525472,00023609,00000000,001024,002,000,00016384,00377389
001,00000000,00749103,020,00520665,00023568,00000000,001024,002,000,00016384,00376376
002,00000000,00753055,020,00523913,00023567,00000000,001024,002,000,00016384,00378743
003,00000000,00747905,020,00522075,00023748,00000000,001024,002,000,00016384,00377078
004,00000000,00749032,020,00521647,00023709,00000000,001024,002,000,00016384,00376900
005,00000000,00748921,020,00525733,00023474,00000000,001024,002,000,00016384,00376648
006,00000000,00750265,020,00514955,00023514,00000000,001024,002,000,00016384,00377932
007,00000000,00749688,020,00518324,00023467,00000000,001024,002,000,00016384,00377572
008,00000000,00747430,020,00521329,00023355,00000000,001024,002,000,00016384,00375348
009,00000000,00749539,020,00518938,00023577,00000000,001024,002,000,00016384,00376767
010,00000000,00747470,020,00517506,00023624,00000000,001024,002,000,00016384,00375402
011,00000000,00750977,020,00520315,00023442,00000000,001024,002,000,00016384,00377465
012,00000000,00745947,020,00523263,00023308,00000000,001024,002,000,00016384,00375817
013,00000000,00745046,020,00521539,00023386,00000000,001024,002,000,00016384,00374666
014,00000000,00751123,020,00516640,00023405,00000000,001024,002,000,00016384,00377257
015,00000000,00747896,020,00519734,00023359,00000000,001024,002,000,00016384,00376313
016,00000000,00745587,020,00518597,00023577,00000000,001024,002,000,00016384,00375418
017,00000000,00748613,020,00524421,00023329,00000000,001024,002,000,00016384,00376449
018,00000000,00747936,020,00514890,00023980,00000000,001024,002,000,00016384,00376377
019,00000000,00747186,020,00514934,00023624,00000000,001024,002,000,00016384,00375837
020,00000000,00745673,020,00520258,00023685,00000000,001024,002,000,00016384,00374788
021,00000000,00748307,020,00515883,00023469,00000000,001024,002,000,00016384,00376977
022,00000000,00750599,020,00519006,00023291,00000000,001024,002,000,00016384,00377135
023,00000000,00749488,020,00528218,00023197,00000000,001024,002,000,00016384,00376912
024,00000000,00748017,020,00520038,00023337,00000000,001024,002,000,00016384,00375474
025,00000000,00747401,020,00514164,00023422,00000000,001024,002,000,00016384,00375160
026,00000000,00747648,020,00520356,00023281,00000000,001024,002,000,00016384,00376288
027,00000000,00746276,020,00518297,00023279,00000000,001024,002,000,00016384,00375432
028,00000000,00748918,020,00518134,00023479,00000000,001024,002,000,00016384,00376089
029,00000000,00745810,020,00518518,00023485,00000000,001024,002,000,00016384,00375177
030,00000000,00746389,020,00517577,00023410,00000000,001024,002,000,00016384,00375630
031,00000000,00744880,020,00518869,00023504,00000000,001024,002,000,00016384,00374726
000,00000000,00306508,020,00191753,00008552,00000000,001024,000,001,00016384,00154689
001,00000000,00305665,020,00188570,00008523,00000000,001024,000,001,00016384,00153380
002,00000000,00309658,020,00188365,00008586,00000000,001024,000,001,00016384,00156072
003,00000000,00308143,020,00190872,00008420,00000000,001024,000,001,00016384,00155305
004,00000000,00305043,020,00188156,00008625,00000000,001024,000,001,00016384,00153725
005,00000000,00306512,020,00189114,00008540,00000000,001024,000,001,00016384,00154305
006,00000000,00306382,020,00188164,00008615,00000000,001024,000,001,00016384,00154351
007,00000000,00308423,020,00191065,00008525,00000000,001024,000,001,00016384,00155513
008,00000000,00308128,020,00188383,00008597,00000000,001024,000,001,00016384,00155049
009,00000000,00306353,020,00189106,00008606,00000000,001024,000,001,00016384,00154622
010,00000000,00308077,020,00192240,00008517,00000000,001024,000,001,00016384,00155442
011,00000000,00310633,020,00187771,00008534,00000000,001024,000,001,00016384,00156539
012,00000000,00308454,020,00191296,00008436,00000000,001024,000,001,00016384,00155813
013,00000000,00309563,020,00187428,00008560,00000000,001024,000,001,00016384,00155779
014,00000000,00307406,020,00187856,00008656,00000000,001024,000,001,00016384,00154627
015,00000000,00303935,020,00189153,00008604,00000000,001024,000,001,00016384,00153042
016,00000000,00306248,020,00190819,00008650,00000000,001024,000,001,00016384,00154045
017,00000000,00309388,020,00189543,00008555,00000000,001024,000,001,00016384,00156154
018,00000000,00306546,020,00188956,00008522,00000000,001024,000,001,00016384,00154869
019,00000000,00307481,020,00190440,00008509,00000000,001024,000,001,00016384,00154780
020,00000000,00308211,020,00191669,00008454,00000000,001024,000,001,00016384,00155601
021,00000000,00309006,020,00187951,00008551,00000000,001024,000,001,00016384,00155479
022,00000000,00306494,020,00190922,00008534,00000000,001024,000,001,00016384,00155044
023,00000000,00305802,020,00190204,00008564,00000000,001024,000,001,00016384,00153834
024,00000000,00307239,020,00191411,00008479,00000000,001024,000,001,00016384,00155421
025,00000000,00304913,020,00186365,00008624,00000000,001024,000,001,00016384,00153531
026,00000000,00306712,020,00187501,00008571,00000000,001024,000,001,00016384,00154805
027,00000000,00307982,020,00191203,00008485,00000000,001024,000,001,00016384,00155591
028,00000000,00307267,020,00191312,00008530,00000000,001024,000,001,00016384,00155402
029,00000000,00307211,020,00190737,00008454,00000000,001024,000,001,00016384,00154770
030,00000000,00308002,020,00188541,00008610,00000000,001024,000,001,00016384,00155494
031,00000000,00305876,020,00188143,00008490,00000000,001024,000,001,00016384,00154047
000,00000000,00780447,020,00545809,00023494,00000000,001024,001,001,00016384,00392592
001,00000000,00776519,020,00542638,00023614,00000000,001024,001,001,00016384,00390699
002,00000000,00780656,020,00550920,00023531,00000000,001024,001,001,00016384,00393058
003,00000000,00771161,020,00547457,00023344,00000000,001024,001,001,00016384,00387583
004,00000000,00764719,020,00539358,00023503,00000000,001024,001,001,00016384,00384347
005,00000000,00771808,020,00540838,00023594,00000000,001024,001,001,00016384,00387707
006,00000000,00767983,020,00547840,00023420,00000000,001024,001,001,00016384,00385882
007,00000000,00770241,020,00546634,00023432,00000000,001024,001,001,00016384,00387534
008,00000000,00768409,020,00543313,00023639,00000000,001024,001,001,00016384,00387299
009,00000000,00768395,020,00540253,00023369,00000000,001024,001,001,00016384,00386575
