tid,lock_impl_time(ms)
RUN 0
001, 17672.859
002, 17963.062
003, 17617.100
004, 18003.494
005, 17815.852
006, 17734.156
007, 17695.424
008, 17920.398
009, 17754.031
010, 18000.529
011, 17699.049
012, 18012.646
013, 17700.830
014, 17914.365
015, 17921.479
016, 17762.789
-----------------------------------------------------------------------------------------------

RUN 1
001, 17737.453
002, 17921.109
003, 17704.623
004, 17906.172
005, 17828.545
006, 17880.799
007, 17627.029
008, 17851.600
009, 17676.037
010, 17895.420
011, 17770.965
012, 17987.027
013, 17699.703
014, 17974.771
015, 17852.203
016, 17939.133
-----------------------------------------------------------------------------------------------

RUN 2
001, 17705.533
002, 17914.447
003, 17762.094
004, 17946.381
005, 17761.621
006, 17805.135
007, 17855.949
008, 17949.811
009, 17830.006
010, 17971.561
011, 17657.926
012, 17933.703
013, 17724.262
014, 18006.932
015, 17805.373
016, 17730.807
-----------------------------------------------------------------------------------------------

RUN 3
001, 17635.963
002, 17968.250
003, 17710.562
004, 17894.080
005, 17618.859
006, 17885.342
007, 17551.115
008, 17928.893
009, 17744.668
010, 17883.158
011, 17742.967
012, 18026.725
013, 17812.701
014, 17967.859
015, 17864.229
016, 18031.664
-----------------------------------------------------------------------------------------------

RUN 4
001, 17762.850
002, 17805.605
003, 17619.051
004, 18026.584
005, 17961.621
006, 17837.584
007, 17674.643
008, 17848.957
009, 17796.895
010, 17897.830
011, 17756.295
012, 17922.062
013, 17688.975
014, 17929.416
015, 17774.842
016, 17788.641
-----------------------------------------------------------------------------------------------

