tid,total_duration(s),min_slock_hold,med,max,min_swait_acq,med,max,min_swait_rel,med,max,min_slwait_acq,med,max,min_slwait_rel,med,max,min_sgwait_acq,med,max,min_sgwait_rel,med,max,min_sdata_read,med,max,min_sdata_write,med,max,min_sglock_tries,med,max,array_size(B),client_id,nlocks
000,20.0, 0.185395002, 0.185914174, 0.191455007, 0.000168333, 0.000170000, 2.542178392, 0.000380000, 0.000390833, 0.485993326, 0.000073333, 0.000075000, 0.000083333, 0.000170000, 0.000178333, 0.000198333, 0.000000000, 1.116769195, 4.478026867, 0.000000000, 0.123091668, 0.247428328, 0.000000000, 0.119130835, 0.238676667, 0.000000000, 0.119340003, 0.242516667, 0.000000000,160.000000000,646.000000000,         1048576,000,000001
001,20.0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000,         1048576,000,000001
002,20.0, 0.176369995, 0.177045003, 0.185920000, 0.000163333, 0.000170000, 2.469914913, 0.000365000, 0.000375833, 0.487785012, 0.000070000, 0.000075000, 0.000101667, 0.000155000, 0.000173333, 0.000183333, 0.000000000, 1.115464211, 4.550154686, 0.000000000, 0.123300835, 0.248328328, 0.000000000, 0.119195834, 0.238667503, 0.000000000, 0.119248331, 0.240136668, 0.000000000,160.000000000,649.000000000,         1048576,000,000001
003,20.0, 0.176400006, 0.177060828, 0.177311674, 0.000160000, 0.000161667, 9.346781731, 0.000381667, 0.000391667, 0.489419997, 0.000058333, 0.000072500, 0.000080000, 0.000168333, 0.000175000, 0.000545000, 2.244336605, 3.421506643, 9.108216286, 0.247293338, 0.248869166, 0.249504998, 0.238116667, 0.238635838, 0.242391661, 0.240015000, 0.240769997, 0.241256669,331.000000000,502.000000000,1347.000000000,         1048576,000,000001
004,20.0, 0.185884997, 0.186030000, 0.202778339, 0.000161667, 0.000163333, 4.690090179, 0.000390000, 0.000400000, 0.495730013, 0.000065000, 0.000074167, 0.000105000, 0.000158333, 0.000170000, 0.000203333, 0.000000000, 1.122640848, 8.928068161, 0.000000000, 0.125573337, 0.252368331, 0.000000000, 0.120226666, 0.241844997, 0.000000000, 0.120636664, 0.242958337, 0.000000000,129.000000000,1028.000000000,         1048576,000,000001
005,20.0, 0.185828328, 0.185935840, 0.198816672, 0.000161667, 0.000165000, 7.005760193, 0.000378333, 0.000386667, 0.492411673, 0.000063333, 0.000070833, 0.000108333, 0.000145000, 0.000170000, 0.000176667, 2.216543436, 4.555862427,11.348514557, 0.249436662, 0.250194997, 0.251476675, 0.238965005, 0.240187496, 0.240675002, 0.240216672, 0.241192505, 0.242401659,253.000000000,535.000000000,1340.000000000,         1048576,000,000001
006,20.0, 0.176736668, 0.177535832, 0.204724997, 0.000150000, 0.000160833,28.994733810, 0.000385000, 0.000401667, 0.492790014, 0.000063333, 0.000071667, 0.000105000, 0.000148333, 0.000175000, 0.000248333, 0.000000000, 1.074528337,28.749963760, 0.000000000, 0.125360832, 0.255983323, 0.000000000, 0.120181665, 0.244351670, 0.000000000, 0.120587081, 0.250999987, 0.000000000,122.000000000,3348.000000000,         1048576,000,000001
007,20.0, 0.185681671, 0.185937494, 0.205476671, 0.000160000, 0.000164167,18.031110764, 0.000388333, 0.000396667, 0.492468327, 0.000065000, 0.000074167, 0.000096667, 0.000160000, 0.000178333, 0.000236667, 2.174834967,16.671274185,28.856367111, 0.249873340, 0.250843346, 0.251228333, 0.239453331, 0.240418330, 0.240908340, 0.241001666, 0.241297498, 0.241734996,251.000000000,1941.000000000,3346.000000000,         1048576,000,000001
000,20.0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000,         1048576,001,000001
001,20.0, 0.185346663, 0.185908332, 0.186039999, 0.000166667, 0.000171667, 2.497319937, 0.000386667, 0.000390000, 0.487628341, 0.000060000, 0.000065833, 0.000070000, 0.000146667, 0.000161667, 0.000225000, 2.167380095, 2.304649115, 9.015575409, 0.246923327, 0.247458339, 0.247940004, 0.238399997, 0.238892496, 0.239266664, 0.238920003, 0.239695832, 0.243528336,307.000000000,330.000000000,1277.000000000,         1048576,001,000001
