tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,53756.144531, 92.112335
002,53071.867188, 97.988792
003,53887.167969, 79.324387
004,53830.921875,109.783531
005,54157.703125, 76.053764
006,53908.683594, 80.044777
007,53626.859375, 93.552155
008,53880.898438,100.315750
009,53198.164062,130.665207
010,53152.152344,110.294411
011,53268.097656,151.920547
012,53263.714844,136.969162
013,52976.480469,134.471542
014,53108.355469,140.435593
015,53157.664062,130.586472
016,53308.191406,132.285751
-----------------------------------------------------------------------------------------------

RUN 1
001,53802.464844, 83.829941
002,53081.746094, 92.476379
003,53864.292969, 73.320557
004,53460.292969, 97.747452
005,54160.945312, 82.437271
006,53755.929688, 81.728508
007,53758.429688, 96.267288
008,54040.398438, 89.548645
009,52821.941406,144.445587
010,53228.246094,132.660507
011,53027.328125,124.353760
012,53456.039062,128.630096
013,53150.960938,155.853333
014,53179.816406,118.121483
015,53297.542969,120.727287
016,53185.808594,108.522453
-----------------------------------------------------------------------------------------------

