tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   1785329, 1785329,   59.501755,      30.000,34077.664062,25794.333984,               0
001,   1764005, 1764005,   58.798733,      30.000,34192.593750,25685.636719,               0
002,   1785015, 1785015,   59.405842,      30.000,34086.699219,25791.492188,               0
003,   1756315, 1756315,   58.504395,      30.000,34279.089844,25600.980469,               0
004,   1791650, 1791650,   59.663486,      30.000,34039.691406,25836.283203,               0
005,   1770667, 1770667,   59.089115,      30.000,34162.757812,25713.427734,               0
006,   1789469, 1789469,   59.865387,      30.000,34047.656250,25829.605469,               0
007,   1789766, 1789766,   59.539719,      30.000,34023.183594,25854.443359,               0
008,   1784986, 1784986,   59.485153,      30.000,34083.246094,25794.320312,               0
009,   1762184, 1762184,   58.780781,      30.000,34230.128906,25648.806641,               0
010,   1792903, 1792903,   59.778461,      30.000,34059.222656,25817.060547,               0
011,   1752363, 1752363,   58.450932,      30.000,34303.531250,25576.144531,               0
012,   1775053, 1775053,   59.196606,      30.000,34135.089844,25742.623047,               0
013,   1766391, 1766391,   59.044792,      30.000,34211.910156,25666.955078,               0
014,   1781430, 1781430,   59.358479,      30.000,34102.808594,25775.167969,               0
015,   1777903, 1777903,   59.302925,      30.000,34085.113281,25791.787109,               0
016,   1769492, 1769492,   58.872532,      30.000,33550.296875,26325.505859,               0
017,   1770476, 1770476,   58.816719,      30.000,33540.589844,26338.183594,               0
018,   1761564, 1761564,   58.552975,      30.000,33578.300781,26301.421875,               0
019,   1754620, 1754620,   58.510815,      30.000,33661.285156,26218.277344,               0
020,   1776635, 1776635,   59.005268,      30.000,33487.277344,26391.365234,               0
021,   1780517, 1780517,   59.237545,      30.000,33464.742188,26410.341797,               0
022,   1733580, 1733580,   57.641495,      30.000,33749.589844,26131.050781,               0
023,   1733308, 1733308,   57.651562,      30.000,33791.953125,26089.335938,               0
024,   1780247, 1780247,   59.190739,      30.000,33515.683594,26362.501953,               0
025,   1767141, 1767141,   58.731106,      30.000,33530.371094,26348.464844,               0
026,   1759415, 1759415,   58.531475,      30.000,33573.289062,26304.894531,               0
027,   1756160, 1756160,   58.414505,      30.000,33596.921875,26282.117188,               0
028,   1779106, 1779106,   59.102348,      30.000,33506.601562,26370.800781,               0
029,   1767656, 1767656,   58.839973,      30.000,33554.605469,26324.349609,               0
030,   1771936, 1771936,   58.912273,      30.000,33434.585938,26444.244141,               0
031,   1774250, 1774250,   58.983139,      30.000,33437.511719,26441.162109,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1810025, 1810025,   60.171001,      30.000,33717.761719,26152.384766,               0
001,   1789152, 1789152,   59.636593,      30.000,33856.417969,26019.916016,               0
002,   1806806, 1806806,   60.130760,      30.000,33745.109375,26131.431641,               0
003,   1781629, 1781629,   59.461720,      30.000,33922.039062,25955.900391,               0
004,   1811784, 1811784,   60.369534,      30.000,33727.250000,26147.113281,               0
005,   1794376, 1794376,   59.722374,      30.000,33846.808594,26027.597656,               0
006,   1812951, 1812951,   60.364780,      30.000,33718.679688,26157.314453,               0
007,   1811392, 1811392,   60.287746,      30.000,33640.359375,26235.529297,               0
008,   1805347, 1805347,   60.053833,      30.000,33748.156250,26127.966797,               0
009,   1785715, 1785715,   59.578800,      30.000,33920.519531,25956.677734,               0
010,   1816286, 1816286,   60.501713,      30.000,33691.722656,26182.970703,               0
011,   1773890, 1773890,   59.119774,      30.000,33967.160156,25910.882812,               0
012,   1803672, 1803672,   60.175495,      30.000,33785.160156,26090.503906,               0
013,   1787253, 1787253,   59.590374,      30.000,33894.542969,25982.804688,               0
014,   1804852, 1804852,   60.148861,      30.000,33767.609375,26108.609375,               0
015,   1799970, 1799970,   60.000500,      30.000,33758.312500,26116.970703,               0
016,   1746325, 1746325,   58.004047,      30.000,33861.328125,26016.214844,               0
017,   1747152, 1747152,   58.165192,      30.000,33844.191406,26035.806641,               0
018,   1738203, 1738203,   57.761414,      30.000,33927.675781,25953.470703,               0
019,   1736287, 1736287,   57.822346,      30.000,33952.597656,25928.091797,               0
020,   1755109, 1755109,   58.334095,      30.000,33817.351562,26062.669922,               0
021,   1753604, 1753604,   58.340935,      30.000,33815.468750,26061.308594,               0
022,   1721472, 1721472,   57.203972,      30.000,34013.378906,25868.097656,               0
023,   1721258, 1721258,   57.229626,      30.000,34007.195312,25874.787109,               0
024,   1755368, 1755368,   58.355812,      30.000,33824.125000,26055.722656,               0
025,   1747205, 1747205,   58.109428,      30.000,33885.535156,25994.580078,               0
026,   1739058, 1739058,   57.825054,      30.000,33872.285156,26007.324219,               0
027,   1731272, 1731272,   57.623985,      30.000,33931.488281,25949.111328,               0
028,   1755833, 1755833,   58.362427,      30.000,33832.796875,26045.986328,               0
029,   1745352, 1745352,   57.988579,      30.000,33872.957031,26007.470703,               0
030,   1750012, 1750012,   58.200886,      30.000,33784.640625,26095.568359,               0
031,   1748340, 1748340,   58.050579,      30.000,33769.429688,26110.812500,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1878901, 1878901,   62.395866,      30.000,32709.605469,27155.964844,               0
001,   1854003, 1854003,   61.626026,      30.000,32860.007812,27012.382812,               0
002,   1879097, 1879097,   62.434319,      30.000,32747.226562,27124.689453,               0
003,   1848333, 1848333,   61.527241,      30.000,32926.148438,26947.722656,               0
004,   1887381, 1887381,   62.740620,      30.000,32684.326172,27185.273438,               0
005,   1867680, 1867680,   62.091694,      30.000,32801.808594,27067.949219,               0
006,   1880345, 1880345,   62.522095,      30.000,32719.294922,27152.388672,               0
007,   1881206, 1881206,   62.602573,      30.000,32669.369141,27202.056641,               0
008,   1873937, 1873937,   62.233280,      30.000,32748.623047,27123.123047,               0
009,   1856593, 1856593,   61.811054,      30.000,32881.476562,26991.164062,               0
010,   1881419, 1881419,   62.671295,      30.000,32735.382812,27135.035156,               0
011,   1843888, 1843888,   61.442112,      30.000,32943.289062,26930.228516,               0
012,   1867942, 1867942,   62.146408,      30.000,32820.187500,27051.496094,               0
013,   1860249, 1860249,   61.911160,      30.000,32851.308594,27021.474609,               0
014,   1880124, 1880124,   62.562412,      30.000,32745.578125,27125.808594,               0
015,   1875078, 1875078,   62.283108,      30.000,32716.253906,27154.421875,               0
016,   1683865, 1683865,   56.040974,      30.000,34769.246094,25112.425781,               0
017,   1686217, 1686217,   56.131828,      30.000,34795.394531,25088.886719,               0
018,   1670721, 1670721,   55.735363,      30.000,34876.660156,25009.017578,               0
019,   1670841, 1670841,   55.722157,      30.000,34882.570312,25002.560547,               0
020,   1685811, 1685811,   56.090767,      30.000,34766.582031,25118.226562,               0
021,   1692705, 1692705,   56.345654,      30.000,34717.238281,25163.792969,               0
022,   1657613, 1657613,   55.139004,      30.000,34968.492188,24917.406250,               0
023,   1655034, 1655034,   55.083447,      30.000,34961.960938,24924.667969,               0
024,   1692103, 1692103,   56.331661,      30.000,34733.425781,25150.734375,               0
025,   1681569, 1681569,   55.963066,      30.000,34820.515625,25063.896484,               0
026,   1670648, 1670648,   55.710388,      30.000,34819.957031,25064.013672,               0
027,   1668164, 1668164,   55.677322,      30.000,34882.734375,25002.197266,               0
028,   1691355, 1691355,   56.370918,      30.000,34743.664062,25139.367188,               0
029,   1679594, 1679594,   55.978458,      30.000,34812.167969,25072.554688,               0
030,   1684249, 1684249,   56.093372,      30.000,34699.320312,25185.382812,               0
031,   1687296, 1687296,   56.214100,      30.000,34715.355469,25168.949219,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1876455, 1876455,   62.270840,      30.000,32746.167969,27119.468750,               0
001,   1861023, 1861023,   61.947361,      30.000,32831.808594,27039.876953,               0
002,   1879411, 1879411,   62.469425,      30.000,32750.302734,27121.394531,               0
003,   1851962, 1851962,   61.616692,      30.000,32912.000000,26961.462891,               0
004,   1884419, 1884419,   62.596909,      30.000,32721.125000,27148.605469,               0
005,   1864391, 1864391,   62.045414,      30.000,32829.570312,27040.251953,               0
006,   1884432, 1884432,   62.560226,      30.000,32696.865234,27174.533203,               0
007,   1882412, 1882412,   62.542126,      30.000,32671.302734,27199.994141,               0
008,   1877241, 1877241,   62.318562,      30.000,32738.007812,27133.314453,               0
009,   1858241, 1858241,   61.888668,      30.000,32852.093750,27020.417969,               0
010,   1881722, 1881722,   62.567478,      30.000,32706.099609,27164.308594,               0
011,   1844591, 1844591,   61.355412,      30.000,32957.863281,26915.644531,               0
012,   1872099, 1872099,   62.270329,      30.000,32797.207031,27073.923828,               0
013,   1860559, 1860559,   61.984905,      30.000,32838.191406,27034.306641,               0
014,   1873557, 1873557,   62.332607,      30.000,32763.744141,27107.945312,               0
015,   1877344, 1877344,   62.503654,      30.000,32714.355469,27155.843750,               0
016,   1681704, 1681704,   55.907246,      30.000,34757.597656,25124.269531,               0
017,   1687524, 1687524,   56.146053,      30.000,34755.894531,25128.238281,               0
018,   1674203, 1674203,   55.814735,      30.000,34872.980469,25012.361328,               0
019,   1670372, 1670372,   55.750885,      30.000,34911.929688,24973.132812,               0
020,   1685209, 1685209,   56.119793,      30.000,34780.410156,25104.363281,               0
021,   1688421, 1688421,   56.316639,      30.000,34740.062500,25140.964844,               0
022,   1657554, 1657554,   55.173691,      30.000,34970.117188,24915.638672,               0
023,   1660598, 1660598,   55.265434,      30.000,34953.562500,24932.591797,               0
024,   1689996, 1689996,   56.356346,      30.000,34767.011719,25117.058594,               0
025,   1684596, 1684596,   56.109039,      30.000,34798.316406,25085.880859,               0
026,   1672149, 1672149,   55.646351,      30.000,34825.613281,25058.458984,               0
027,   1669391, 1669391,   55.578186,      30.000,34890.589844,24994.207031,               0
028,   1691599, 1691599,   56.242527,      30.000,34744.898438,25138.246094,               0
029,   1680352, 1680352,   55.976933,      30.000,34817.855469,25066.699219,               0
030,   1683864, 1683864,   56.082840,      30.000,34752.527344,25132.171875,               0
031,   1685293, 1685293,   56.083508,      30.000,34719.339844,25165.048828,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1878246, 1878246,   62.470127,      30.000,32752.234375,27113.121094,               0
001,   1858417, 1858417,   61.862480,      30.000,32860.042969,27011.810547,               0
002,   1874741, 1874741,   62.230106,      30.000,32729.119141,27143.031250,               0
003,   1851273, 1851273,   61.478207,      30.000,32898.257812,26975.320312,               0
004,   1881190, 1881190,   62.502193,      30.000,32733.617188,27136.400391,               0
005,   1863820, 1863820,   61.944214,      30.000,32816.136719,27053.816406,               0
006,   1877901, 1877901,   62.429173,      30.000,32734.675781,27137.031250,               0
007,   1881393, 1881393,   62.493919,      30.000,32676.853516,27194.564453,               0
008,   1875812, 1875812,   62.332333,      30.000,32772.304688,27099.109375,               0
009,   1856861, 1856861,   61.815262,      30.000,32870.234375,27002.451172,               0
010,   1882585, 1882585,   62.530479,      30.000,32715.800781,27154.595703,               0
011,   1846091, 1846091,   61.527401,      30.000,32937.519531,26935.689453,               0
012,   1869226, 1869226,   62.093433,      30.000,32813.515625,27058.048828,               0
