lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007033,0000340,0000030,0001005,0013836,0006241,0013566,001024,001,000,0512
0011271,0004571,0000902,0002065,0020579,0009578,0019657,001024,001,000,0512
0006703,0000340,0000030,0001005,0013275,0005871,0013084,001024,002,000,0512
0011101,0004358,0000841,0001970,0020248,0009047,0019247,001024,002,000,0512
0007054,0000341,0000030,0001005,0013896,0006252,0013616,001024,003,000,0512
0012293,0004620,0000891,0002074,0021771,0010420,0020688,001024,003,000,0512
0007134,0000341,0000030,0001005,0014086,0006281,0013756,001024,004,000,0512
0012364,0004607,0000882,0002059,0022612,0010450,0021230,001024,004,000,0512
0007023,0000341,0000030,0001005,0013836,0006232,0013566,001024,001,001,0512
0011402,0004672,0000901,0002062,0021180,0009447,0020037,001024,001,001,0512
0006733,0000340,0000030,0001005,0013305,0005871,0013105,001024,002,001,0512
0011281,0004381,0000852,0001970,0020429,0009208,0019246,001024,002,001,0512
0007044,0000341,0000030,0001005,0013886,0006242,0013606,001024,003,001,0512
0011842,0004663,0000882,0002070,0021501,0009959,0020389,001024,003,001,0512
0007133,0000351,0000030,0001005,0014086,0006262,0013756,001024,004,001,0512
0018114,0004693,0000982,0002060,0027071,0015509,0026230,001024,004,001,0512
0006632,0000340,0000030,0001004,0013025,0005761,0012002,001024,001,002,0512
0010901,0004283,0000841,0001971,0019187,0008946,0018304,001024,001,002,0512
0007094,0000341,0000030,0001005,0013685,0006262,0013476,001024,002,002,0512
0011792,0004421,0000822,0002043,0020989,0009619,0019547,001024,002,002,0512
0007484,0000341,0000030,0001005,0014317,0006633,0014007,001024,003,002,0512
0012614,0004731,0000862,0002096,0022062,0010750,0020909,001024,003,002,0512
0007505,0000351,0000030,0001005,0014417,0006652,0014087,001024,004,002,0512
0014948,0004820,0000862,0002149,0024296,0013055,0023194,001024,004,002,0512
