tid,total_duration(s),min_slock_hold,med,max,min_swait_acq,med,max,min_swait_rel,med,max,min_slwait_acq,med,max,min_slwait_rel,med,max,min_sgwait_acq,med,max,min_sgwait_rel,med,max,min_sdata_read,med,max,min_sdata_write,med,max,min_sglock_tries,med,max,array_size(B),client_id,nlocks
000,20.0, 0.092413336, 0.092647500, 0.097424999, 0.485888332, 0.856361687, 4.149480820, 0.131960005, 0.135442495, 0.136290416, 0.000045000, 0.000048333, 0.000089583, 0.000195000, 0.000202917, 0.000275000, 0.361949593, 0.733437479, 4.025156975, 0.006900000, 0.009985833, 0.010457084, 0.122244999, 0.123192497, 0.123983331, 0.124650002, 0.124808334, 0.125776663,46.000000000,96.000000000,498.000000000,          524288,000,000001
001,20.0, 0.102717914, 0.102827914, 0.103036664, 0.485013753, 0.855702937, 1.975117922, 0.131702080, 0.132120833, 0.132886246, 0.000050417, 0.000052083, 0.000053750, 0.000131667, 0.000157917, 0.000197917, 0.361605406, 0.732436657, 1.851920009, 0.007506250, 0.007640000, 0.008351667, 0.122840002, 0.122940414, 0.123267502, 0.123745419, 0.123985834, 0.124364167,45.000000000,93.000000000,235.000000000,          524288,000,000001
002,20.0, 0.102766253, 0.102871664, 0.107282080, 0.476837903, 0.491609573, 2.656862020, 0.132250413, 0.132680833, 0.133680001, 0.000050417, 0.000052500, 0.000104167, 0.000162083, 0.000205000, 0.000306667, 0.353746235, 0.368114173, 2.533384085, 0.007737917, 0.007832083, 0.008931667, 0.122835830, 0.123170003, 0.123435833, 0.123942085, 0.124298751, 0.124688335,44.000000000,46.000000000,317.000000000,          524288,000,000001
003,20.0, 0.102722086, 0.102909997, 0.103446253, 0.483031660, 0.676632106, 1.594262123, 0.132064164, 0.132527918, 0.133725420, 0.000050417, 0.000052917, 0.000055833, 0.000149583, 0.000157917, 0.000271667, 0.359846264, 0.553419590, 1.470857859, 0.007700000, 0.007818750, 0.008740000, 0.122888334, 0.122996248, 0.127162084, 0.123894580, 0.124288753, 0.125049576,45.000000000,70.000000000,186.000000000,          524288,000,000001
004,20.0, 0.102749586, 0.102980003, 0.103226252, 0.483614594, 0.491170824, 1.213837862, 0.132054582, 0.133589998, 0.138149589, 0.000048333, 0.000055000, 0.000055833, 0.000160000, 0.000163750, 0.000551667, 0.360257924, 0.367885828, 1.090495825, 0.007706250, 0.009001667, 0.013560000, 0.122877918, 0.123057917, 0.123588331, 0.123908333, 0.124132082, 0.124826252,44.000000000,45.000000000,138.000000000,          524288,000,000001
005,20.0, 0.097307503, 0.100432083, 0.102947503, 0.846777916, 1.224373341, 2.279214144, 0.131829172, 0.132457078, 0.137471661, 0.000046250, 0.000050833, 0.000055833, 0.000155833, 0.000197917, 0.000308333, 0.723540008, 1.101335049, 2.156129122, 0.007652500, 0.007949583, 0.012728333, 0.122635834, 0.122877918, 0.123002082, 0.123671666, 0.123926252, 0.125095829,91.000000000,141.000000000,272.000000000,          524288,000,000001
006,20.0, 0.077105001, 0.088143334, 0.103046253, 0.485269994, 1.405470848,333.113525391, 0.130251661, 0.131414160, 0.132288337, 0.000046667, 0.000059583,332.619934082, 0.000140000, 0.000156667, 0.000253333, 0.362464994, 1.094925880, 3.295555830, 0.006976667, 0.007651667, 0.007974584, 0.122068331, 0.122510836, 0.125611663, 0.122891665, 0.123372503, 0.124150001,50.000000000,147.000000000,434.000000000,          524288,000,000001
007,20.0, 0.102804169, 0.102868751, 0.103452504, 0.489965409, 1.199538708, 2.642071724, 0.131882086, 0.132430837, 0.133242086, 0.000050417, 0.000054167, 0.000055833, 0.000162083, 0.000164167, 0.000355000, 0.366595834, 1.075779557, 2.518186331, 0.007450417, 0.007685833, 0.008417916, 0.123105414, 0.123258330, 0.136677921, 0.123908333, 0.124340832, 0.125010416,46.000000000,134.000000000,316.000000000,          524288,000,000001
008,20.0, 0.099537082, 0.104407914, 0.109591670, 0.473996669, 1.732486248, 4.020995140, 0.136639997, 0.137568340, 0.146286249, 0.000048333, 0.000048333, 0.000051667, 0.000176667, 0.000202917, 0.000351667, 0.348984152, 1.607962966, 3.894730806, 0.009366250, 0.010152500, 0.011113750, 0.124132916, 0.124544583, 0.125960007, 0.126311660, 0.126904160, 0.136189580,34.000000000,165.000000000,401.000000000,          524288,000,000001
009,20.0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000350000, 0.000350000, 0.000350000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000,          524288,000,000001
