lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004168,0000231,0000050,0001003,0002876,0003406,0003346,0000000,001024,000,000,0512
0006532,0001016,0001823,0001043,0004428,0005109,0005149,0000000,001024,000,000,0512
0007885,0000220,0000050,0001007,0007665,0007545,0008526,0000000,001024,001,000,0512
0016792,0001052,0001964,0001032,0022172,0016401,0024275,0000000,001024,001,000,0512
0006232,0000251,0000060,0001005,0005049,0005771,0005381,0000000,001024,002,000,0512
0009889,0001026,0001754,0001052,0008546,0008876,0008886,0000000,001024,002,000,0512
0006562,0000241,0000050,0001005,0005160,0005791,0005711,0000000,001024,003,000,0512
0009548,0001024,0001894,0001048,0007243,0007955,0007895,0000000,001024,003,000,0512
0004158,0000221,0000041,0001003,0002876,0003387,0003346,0000000,001024,000,001,0512
0006472,0001015,0001804,0001027,0004468,0005080,0005059,0000000,001024,000,001,0512
0006923,0000220,0000040,0001006,0006011,0006582,0006452,0000000,001024,001,001,0512
0015248,0001035,0001773,0001028,0018916,0014818,0021150,0000000,001024,001,001,0512
0006242,0000261,0000060,0001005,0005100,0005781,0005420,0000000,001024,002,001,0512
0009868,0001026,0001764,0001036,0008506,0008877,0008927,0000000,001024,002,001,0512
0006542,0000241,0000050,0001005,0005160,0005771,0005701,0000000,001024,003,001,0512
0009388,0001024,0001904,0001032,0007244,0007925,0007844,0000000,001024,003,001,0512
0038913,0000231,0000050,0001035,0034204,0038562,0034024,0000000,001024,000,002,0512
0073469,0001231,0001944,0001214,0070974,0073068,0071796,0000000,001024,000,002,0512
0034214,0000250,0000050,0001025,0008606,0033423,0005921,0000000,001024,001,002,0512
0051086,0001142,0002354,0001236,0041689,0050165,0039896,0000000,001024,001,002,0512
0033994,0000271,0000060,0001029,0008376,0033523,0009428,0000000,001024,002,002,0512
0050375,0001173,0001833,0001205,0042009,0049864,0044493,0000000,001024,002,002,0512
0034094,0000231,0000050,0001025,0008466,0033303,0005891,0000000,001024,003,002,0512
0051136,0001140,0002384,0001239,0041748,0050214,0039584,0000000,001024,003,002,0512
