tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,   1650963, 1650963,   15.399982,   30.000000,11268.011719,11199.798828,   63.883610,   70.197540,11059.123047,10984.996094,   1650963,               0,000,000
000,   1643617, 1643617,   15.228067,   30.000000,11269.311523,11198.916992,   62.579632,   69.527405,11062.845703,10985.840820,   1643617,               0,000,001
