tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,    114233,  114233,    1.091144,   30.000000,21866.568359,  630.685547,21192.128906,    6.879070,  665.080017,  617.367310,    114233,               0,000,000
001,    114232,  114232,    1.163483,   30.000000,21874.201172,  622.989136,21218.845703,    5.555971,  647.301208,  612.549805,    114232,               0,000,000
002,    114232,  114232,    1.079153,   30.000000,21875.468750,  622.122620,21212.388672,    6.748916,  655.375610,  610.230164,    114232,               0,000,000
003,    114232,  114232,    1.084059,   30.000000,21877.833984,  619.888855,21231.683594,    5.609970,  637.639465,  609.720947,    114232,               0,000,000
004,    114232,  114232,    1.071773,   30.000000,21891.947266,  605.823425,21268.154297,    5.346934,  619.211304,  596.034668,    114232,               0,000,000
005,    114232,  114232,    1.064281,   30.000000,21891.964844,  605.938538,21262.623047,    5.540072,  624.497864,  595.963013,    114232,               0,000,000
006,    114232,  114232,    1.100658,   30.000000,21838.099609,  658.989380,21123.787109,    7.407380,  708.688782,  646.219910,    114232,               0,000,000
007,    114232,  114232,    1.142920,   30.000000,21860.332031,  636.917542,21182.755859,    6.996227,  671.509277,  624.784790,    114232,               0,000,000
008,    114220,  114220,    1.162442,   30.000000,21738.167969,  759.404907,20946.337891,    6.311646,  782.477356,  743.978333,    114220,               0,000,000
009,    114220,  114220,    1.053417,   30.000000,21779.076172,  718.719055,21032.716797,    4.823805,  740.420227,  709.482788,    114220,               0,000,000
010,    114220,  114220,    1.119501,   30.000000,21776.076172,  721.325012,21021.000000,    5.647069,  748.620972,  710.994568,    114220,               0,000,000
011,    114220,  114220,    1.179907,   30.000000,21774.460938,  722.686890,21004.515625,    6.714966,  763.214233,  710.939209,    114220,               0,000,000
012,    114220,  114220,    1.101849,   30.000000,21777.812500,  719.334106,21026.927734,    5.111075,  744.739258,  709.610413,    114220,               0,000,000
013,    114220,  114220,    1.114975,   30.000000,21766.929688,  729.606079,20984.214844,    6.962619,  775.487122,  717.136108,    114220,               0,000,000
014,    114220,  114220,    1.136335,   30.000000,21762.322266,  734.915771,20985.636719,    6.353296,  770.378540,  723.698669,    114220,               0,000,000
015,    114221,  114221,    1.069920,   30.000000,21776.775391,  720.836060,21027.712891,    5.098296,  742.923340,  711.184082,    114221,               0,000,000
000,    114130,  114130,    1.074533,   30.000000,21873.968750,  623.365967,21211.435547,    6.302996,  653.790588,  611.113098,    114130,               0,000,001
001,    114131,  114131,    1.168419,   30.000000,21873.064453,  624.193726,21216.677734,    5.571001,  648.704529,  613.770142,    114131,               0,000,001
002,    114130,  114130,    1.074247,   30.000000,21883.320312,  614.410217,21238.062500,    5.938550,  637.563721,  603.775696,    114130,               0,000,001
003,    114130,  114130,    1.090470,   30.000000,21868.892578,  628.670593,21202.527344,    6.636651,  658.009460,  617.071777,    114130,               0,000,001
004,    114130,  114130,    1.062338,   30.000000,21895.728516,  602.046204,21273.748047,    5.293474,  617.427063,  592.311646,    114130,               0,000,001
005,    114130,  114130,    1.057099,   30.000000,21889.419922,  608.464172,21259.570312,    5.670617,  623.987061,  598.401062,    114130,               0,000,001
006,    114130,  114130,    1.139449,   30.000000,21839.091797,  657.966370,21119.347656,    7.493335,  713.969604,  645.116211,    114130,               0,000,001
007,    114130,  114130,    1.122004,   30.000000,21871.433594,  625.851990,21202.226562,    6.826712,  662.518127,  613.742065,    114130,               0,000,001
008,    114132,  114132,    1.171337,   30.000000,21737.757812,  759.682983,20934.414062,    6.644297,  793.459900,  743.781738,    114132,               0,000,001
009,    114132,  114132,    1.097317,   30.000000,21774.701172,  722.873230,21011.804688,    5.573336,  756.727173,  712.685120,    114132,               0,000,001
010,    114131,  114131,    1.109495,   30.000000,21779.753906,  717.612305,21031.306641,    5.267844,  742.171570,  707.728455,    114131,               0,000,001
011,    114131,  114131,    1.217133,   30.000000,21771.029297,  726.063904,20989.535156,    7.144398,  774.872314,  713.757019,    114131,               0,000,001
012,    114132,  114132,    1.098450,   30.000000,21779.261719,  718.111938,21030.691406,    4.952460,  742.788147,  708.676575,    114132,               0,000,001
013,    114131,  114131,    1.088185,   30.000000,21770.906250,  725.921387,21008.583984,    5.475197,  756.480774,  715.388062,    114131,               0,000,001
014,    114131,  114131,    1.173589,   30.000000,21750.712891,  746.231262,20959.712891,    7.281219,  784.258179,  733.943909,    114131,               0,000,001
015,    114131,  114131,    1.071375,   30.000000,21776.224609,  721.299255,21023.853516,    5.267436,  746.220825,  711.501465,    114131,               0,000,001
