tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   7757079, 7757079,  337.430084
001,   6154830, 6154830,  271.867584
002,   5311485, 5311485,  234.976532
003,  13748474,13748474,  574.215942
004,  13927984,13927984,  582.431213
005,   6206632, 6206632,  269.068573
006,   5305671, 5305671,  234.943787
007,   4810281, 4810281,  208.983032
008,   6165156, 6165156,  271.980042
009,   5765318, 5765318,  252.729919
010,  10888629,10888629,  460.222717
011,   7348281, 7348281,  313.721802
012,   5006131, 5006131,  214.974121
013,   8374995, 8374995,  350.101379
014,   3929239, 3929239,  164.538010
015,  20862069,20862069,  841.892456
016,   5549256, 5549256,  237.803818
017,   3851172, 3851172,  162.586136
018,   5086764, 5086764,  214.864227
019,   5988366, 5988366,  261.376984
020,   6653020, 6653020,  276.522919
021,   6645652, 6645652,  281.773132
022,   5341019, 5341019,  231.909927
023,   6641569, 6641569,  277.041748
024,   4487191, 4487191,  189.224289
025,   5201584, 5201584,  220.152328
026,   5487714, 5487714,  239.181381
027,   6503839, 6503839,  279.403351
028,   6025060, 6025060,  254.869308
-------------------------------------------------------------------------------------------------------

RUN 1
000,   6262177, 6262177,  273.783630
001,   6871531, 6871531,  302.973297
002,   5060128, 5060128,  215.175461
003,  12735976,12735976,  531.020386
004,   5875216, 5875216,  251.740555
005,   5157718, 5157718,  221.999207
006,   5195123, 5195123,  221.377167
007,   5338723, 5338723,  229.203552
008,  13305322,13305322,  552.340759
009,  13715704,13715704,  559.709778
010,   6003689, 6003689,  265.670502
011,  10503379,10503379,  430.715881
012,   5077868, 5077868,  213.868210
013,   5435409, 5435409,  234.370560
014,   4927496, 4927496,  208.665558
015,   5178419, 5178419,  223.284103
016,   9117428, 9117428,  373.748016
017,   3928705, 3928705,  165.833237
018,   7086811, 7086811,  308.603760
019,  11735091,11735091,  484.932098
020,   7210017, 7210017,  309.804413
021,   7552749, 7552749,  317.468475
022,   4923244, 4923244,  218.210434
023,   7198581, 7198581,  307.208649
024,   8941373, 8941373,  377.339691
025,   6423352, 6423352,  268.731873
026,   5765755, 5765755,  254.020966
027,   5295321, 5295321,  228.984909
028,   3573225, 3573225,  151.227707
-------------------------------------------------------------------------------------------------------

RUN 2
000,   6019716, 6019716,  260.842041
001,   6669347, 6669347,  292.997864
002,   5519203, 5519203,  234.643417
003,   8821073, 8821073,  366.407501
004,   6836714, 6836714,  288.160645
005,  15200821,15200821,  616.510193
006,   4406558, 4406558,  188.901154
007,  10035137,10035137,  420.608887
008,   5476148, 5476148,  233.563141
009,   4618192, 4618192,  195.169296
010,   3964196, 3964196,  167.232437
011,   7409247, 7409247,  314.065857
012,   3647896, 3647896,  153.923096
013,  15482873,15482873,  636.913696
014,   5630243, 5630243,  248.411926
015,   6179934, 6179934,  256.560944
016,   6240913, 6240913,  259.366608
017,  10208227,10208227,  427.851440
018,  12426299,12426299,  514.094360
019,   6496319, 6496319,  283.057922
020,   4577292, 4577292,  199.232101
021,   6472350, 6472350,  279.065063
022,   5407666, 5407666,  238.498718
023,   5589003, 5589003,  236.859787
024,   5076978, 5076978,  222.059006
025,   6675958, 6675958,  284.352264
026,   5671591, 5671591,  248.577621
027,   5104833, 5104833,  213.983856
028,  10918472,10918472,  457.628387
-------------------------------------------------------------------------------------------------------

RUN 3
000,  12890663,12890663,  536.713623
001,  11746635,11746635,  485.682068
002,   6907323, 6907323,  304.804199
003,   5021542, 5021542,  222.072769
004,   4087953, 4087953,  172.390244
005,   5469792, 5469792,  233.835922
006,   5002154, 5002154,  211.371399
007,   5208784, 5208784,  228.949341
008,   3956114, 3956114,  166.867065
009,   4126317, 4126317,  174.450531
010,   5433158, 5433158,  229.352081
011,   4688513, 4688513,  207.143723
012,   4264721, 4264721,  180.249039
013,   5410383, 5410383,  228.550659
014,   6296414, 6296414,  276.910980
015,   6923490, 6923490,  285.551941
016,  11513832,11513832,  479.217163
017,  24217534,24217534,  976.658875
018,   5432235, 5432235,  240.131973
019,   8449748, 8449748,  362.755219
020,   6849441, 6849441,  303.166504
021,   3908724, 3908724,  165.257843
022,   3846749, 3846749,  162.381180
023,   6611153, 6611153,  278.784943
024,   5967408, 5967408,  257.859619
025,   6070093, 6070093,  267.744385
026,   5729033, 5729033,  252.601471
027,  10060054,10060054,  421.122925
028,   9165984, 9165984,  396.079529
-------------------------------------------------------------------------------------------------------

RUN 4
000,  13212739,13212739,  556.872803
001,  10131711,10131711,  418.948578
002,   5577196, 5577196,  246.642166
003,   9814917, 9814917,  417.937927
004,   5007413, 5007413,  211.481705
005,   6265755, 6265755,  277.003510
006,   5443102, 5443102,  233.061417
007,   6039758, 6039758,  266.979156
008,   5113943, 5113943,  215.710846
009,   7050732, 7050732,  299.721466
010,   5535383, 5535383,  233.075333
011,   7627088, 7627088,  331.374329
012,   4575622, 4575622,  194.058548
013,   4916635, 4916635,  207.592041
014,  12220545,12220545,  514.294556
015,   4580355, 4580355,  193.406189
016,   4524398, 4524398,  190.787552
017,  23846526,23846526,  967.857788
018,   3901962, 3901962,  164.826508
019,   4332675, 4332675,  188.024002
020,   6109977, 6109977,  269.256439
021,   4864634, 4864634,  205.142853
022,   5987846, 5987846,  259.724701
023,   7492868, 7492868,  309.077942
024,   3963388, 3963388,  174.261871
025,   6216224, 6216224,  273.751587
026,   5093349, 5093349,  225.902878
027,   9649449, 9649449,  399.581238
028,   5849304, 5849304,  258.417786
-------------------------------------------------------------------------------------------------------

