tid,lock_impl_time(ms)
RUN 0
001,56141.105469
002,56223.707031
003,56082.648438
004,56140.546875
005,56291.937500
006,56321.863281
007,56141.589844
008,56284.734375
009,56403.667969
010,56231.480469
011,56179.410156
012,56149.531250
013,56289.082031
014,56300.417969
015,56385.902344
016,56219.683594
-----------------------------------------------------------------------------------------------

RUN 1
001,55962.253906
002,55995.054688
003,55962.640625
004,56017.695312
005,56022.625000
006,56431.199219
007,55936.523438
008,56169.953125
009,56468.128906
010,56343.796875
011,56485.988281
012,56253.156250
013,56521.605469
014,56495.515625
015,56432.101562
016,56287.226562
-----------------------------------------------------------------------------------------------

