tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,     14816,   14816,    0.137407,   30.000000,22124.218750,  378.439209,21742.541016,    0.906641,  380.693695,  376.566132,               0,000,000
001,     25120,   25120,    0.234602,   30.000000,21826.964844,  675.801147,21144.476562,    1.721430,  680.712219,  672.413025,               0,000,000
002,      8143,    8143,    0.075627,   30.000000,22301.212891,  204.819382,22094.384766,    0.490747,  206.218124,  203.732986,               0,000,000
003,      9875,    9875,    0.092225,   30.000000,22254.187500,  255.612900,21993.785156,    0.687490,  259.714539,  254.233139,               0,000,000
004,     25312,   25312,    0.235647,   30.000000,21857.751953,  643.292114,21203.550781,    1.569690,  652.452148,  640.026184,               0,000,000
005,     31852,   31852,    0.295911,   30.000000,21684.267578,  819.193542,20856.900391,    1.977819,  825.177063,  815.137695,               0,000,000
006,     20875,   20875,    0.195194,   30.000000,21968.166016,  534.247864,21427.289062,    1.345692,  539.454590,  531.537903,               0,000,000
007,     41833,   41833,    0.388720,   30.000000,21368.851562, 1136.770264,20217.992188,    3.409465, 1147.351685, 1129.726685,               0,000,000
008,     11400,   11400,    0.104914,   30.000000,22177.781250,  322.993103,21855.533203,    1.199075,  320.895782,  320.512604,               0,000,000
009,     22750,   22750,    0.210270,   30.000000,21889.960938,  612.790161,21272.875000,    1.326100,  615.623291,  610.093384,               0,000,000
010,     16005,   16005,    0.147891,   30.000000,22026.880859,  473.556366,21555.763672,    0.933660,  470.090881,  471.250671,               0,000,000
011,     22192,   22192,    0.209120,   30.000000,21905.904297,  599.637024,21303.101562,    1.177651,  601.339294,  596.995300,               0,000,000
012,     50587,   50587,    0.465937,   30.000000,21117.917969, 1382.963501,19726.818359,    2.833151, 1387.808594, 1376.988647,               0,000,000
013,     34511,   34511,    0.318754,   30.000000,21539.890625,  959.783508,20571.664062,    1.759187,  965.991333,  955.896057,               0,000,000
014,     32755,   32755,    0.303390,   30.000000,21615.183594,  886.753784,20722.958984,    1.842883,  889.954773,  882.756165,               0,000,000
015,     47448,   47448,    0.439168,   30.000000,21196.699219, 1304.322388,19880.060547,    2.621208, 1313.323853, 1298.593018,               0,000,000
000,     25372,   25372,    0.236307,   30.000000,21858.703125,  646.067810,21204.386719,    1.681813,  652.574707,  642.737732,               0,000,001
001,     28775,   28775,    0.275681,   30.000000,21742.673828,  759.048157,20977.228516,    2.411610,  763.319214,  754.574463,               0,000,001
002,     14982,   14982,    0.141462,   30.000000,22107.755859,  393.728149,21710.845703,    1.205408,  395.641327,  391.335266,               0,000,001
003,     46192,   46192,    0.430724,   30.000000,21325.535156, 1176.315186,20136.707031,    3.367595, 1185.610107, 1169.942261,               0,000,001
004,     27342,   27342,    0.264871,   30.000000,21793.638672,  707.079102,21079.455078,    2.080583,  712.013062,  702.998901,               0,000,001
005,     43383,   43383,    0.403320,   30.000000,21393.076172, 1112.529297,20270.542969,    2.919440, 1119.624268, 1106.879639,               0,000,001
006,     45861,   45861,    0.425996,   30.000000,21328.035156, 1170.927490,20146.019531,    2.909649, 1178.977661, 1165.075317,               0,000,001
007,     52667,   52667,    0.487297,   30.000000,21087.931641, 1411.521118,19665.908203,    4.491437, 1417.683228, 1402.543701,               0,000,001
008,     13184,   13184,    0.121891,   30.000000,22127.718750,  375.791748,21752.496094,    1.435909,  373.725128,  372.915894,               0,000,001
009,     14700,   14700,    0.136018,   30.000000,22111.908203,  394.716766,21715.296875,    0.871283,  395.663269,  392.993591,               0,000,001
010,     24105,   24105,    0.222567,   30.000000,21820.126953,  681.838074,21138.341797,    1.526174,  680.220215,  678.337708,               0,000,001
011,     15650,   15650,    0.144347,   30.000000,22078.796875,  424.374878,21653.519531,    0.872392,  424.203796,  422.437134,               0,000,001
012,     18821,   18821,    0.176883,   30.000000,21982.533203,  519.751770,21457.234375,    1.107027,  524.106750,  517.493530,               0,000,001
013,     41504,   41504,    0.383598,   30.000000,21397.193359, 1103.886108,20290.289062,    2.218629, 1104.257690, 1099.149658,               0,000,001
014,      4958,    4958,    0.045665,   30.000000,22368.701172,  132.281845,22235.187500,    0.283533,  133.198471,  131.697510,               0,000,001
015,      6823,    6823,    0.062962,   30.000000,22313.044922,  187.176376,22124.886719,    0.383191,  187.674500,  186.378540,               0,000,001
