tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000, 603979777,      10, 3778.291260,   15.000000,26221.832031,    0.134013,        67108864
000, 536870913,       5, 3341.881592,   15.000000,26658.314453,    0.057007,       134217728
000, 268688341,       1, 1656.147827,   15.000000,28343.716797,    0.013560,      1073741824
001, 603979777,      10, 3765.689209,   15.000000,26234.402344,    0.105470,        67108864
001, 536870913,       5, 3364.945068,   15.000000,26635.205078,    0.065940,       134217728
001,         1,       1,    0.009100,   15.000000,29999.978516,    0.008473,      1073741824
002, 603979777,      10, 3807.758545,   15.000000,26192.410156,    0.103123,        67108864
002, 536870913,       5, 3562.233643,   15.000000,26437.847656,    0.050280,       134217728
002,         1,       1,    0.008207,   15.000000,30000.019531,    0.007580,      1073741824
003, 603979777,      10, 3754.248535,   15.000000,26245.798828,    0.101683,        67108864
003, 536870913,       5, 3358.489258,   15.000000,26641.521484,    0.087823,       134217728
003,1073741825,       2, 7768.994141,   15.000000,22231.236328,    0.018893,      1073741824
004, 614423605,      10, 3790.956787,   15.000000,26209.044922,    0.102570,        67108864
004, 671088641,       6, 4135.575684,   15.000000,25864.699219,    0.079120,       134217728
004,1073741825,       2, 6587.553711,   15.000000,23412.554688,    0.042427,      1073741824
005, 603979777,      10, 3755.216309,   15.000000,26244.925781,    0.155603,        67108864
005, 671088641,       6, 4000.082764,   15.000000,26000.214844,    0.083670,       134217728
005,         1,       1,    0.009660,   15.000000,29999.929688,    0.008440,      1073741824
006, 603979777,      10, 3582.184570,   15.000000,26417.994141,    0.140390,        67108864
006, 652073129,       5, 4081.000000,   15.000000,25918.939453,    0.059437,       134217728
006,1073741825,       2, 7135.848145,   15.000000,22864.330078,    0.020657,      1073741824
007, 603979777,      10, 3762.521973,   15.000000,26237.667969,    0.095933,        67108864
007, 671088641,       6, 4154.137695,   15.000000,25846.119141,    0.061513,       134217728
007,1073741825,       2, 6851.208008,   15.000000,23149.037109,    0.014337,      1073741824
008,         1,       1,    0.007820,   15.000000,30008.367188,    0.007267,        67108864
008,         1,       1,    0.001973,   15.000000,30001.509766,    0.001533,       134217728
008,         1,       1,    0.005490,   15.000000,30002.750000,    0.005160,      1073741824
009,         1,       1,    0.007240,   15.000000,30008.562500,    0.006800,        67108864
009,         1,       1,    0.007627,   15.000000,30001.441406,    0.007253,       134217728
009,         1,       1,    0.001733,   15.000000,30002.855469,    0.001433,      1073741824
010,         1,       1,    0.007067,   15.000000,30008.494141,    0.006540,        67108864
010,         1,       1,    0.006640,   15.000000,30001.316406,    0.006280,       134217728
010,         1,       1,    0.006887,   15.000000,30002.708984,    0.006527,      1073741824
011,         1,       1,    0.006840,   15.000000,30008.621094,    0.006413,        67108864
011,         1,       1,    0.006833,   15.000000,30001.384766,    0.006393,       134217728
011,         1,       1,    0.007080,   15.000000,30002.792969,    0.006720,      1073741824
012,         1,       1,    0.005133,   15.000000,30008.681641,    0.004790,        67108864
012,         1,       1,    0.004727,   15.000000,30001.189453,    0.004497,       134217728
012,         1,       1,    0.007593,   15.000000,30002.589844,    0.007220,      1073741824
013,         1,       1,    0.001367,   15.000000,30008.726562,    0.001023,        67108864
013,         1,       1,    0.008367,   15.000000,30001.101562,    0.008053,       134217728
013,         1,       1,    0.007540,   15.000000,30002.535156,    0.007167,      1073741824
014,         1,       1,    0.008687,   15.000000,30008.269531,    0.008357,        67108864
014,         1,       1,    0.005157,   15.000000,30001.234375,    0.004803,       134217728
014,         1,       1,    0.007547,   15.000000,30002.650391,    0.007173,      1073741824
015,         1,       1,    0.005600,   15.000000,30008.453125,    0.005267,        67108864
015,         1,       1,    0.004763,   15.000000,30001.144531,    0.004483,       134217728
015,         1,       1,    0.009230,   15.000000,30002.472656,    0.008917,      1073741824
-------------------------------------------------------------------------------------------------------

RUN 1
000, 603979777,      10, 3778.057373,   15.000000,26221.908203,    0.113820,        67108864
000, 536870913,       5, 3326.639893,   15.000000,26673.410156,    0.057027,       134217728
000,         1,       1,    0.010650,   15.000000,30004.005859,    0.004677,      1073741824
001, 603979777,      10, 3584.482910,   15.000000,26415.578125,    0.108410,        67108864
001, 671088641,       6, 4314.243652,   15.000000,25685.863281,    0.096627,       134217728
001,         1,       1,    0.007400,   15.000000,30004.275391,    0.007040,      1073741824
002, 603979777,      10, 3910.381592,   15.000000,26089.597656,    0.150110,        67108864
002, 671088641,       6, 4157.732910,   15.000000,25842.423828,    0.072837,       134217728
002,         1,       1,    0.007493,   15.000000,30004.230469,    0.007153,      1073741824
003, 603979777,      10, 3746.792480,   15.000000,26253.355469,    0.096343,        67108864
003, 669560388,       5, 3974.852295,   15.000000,26025.044922,    0.064533,       134217728
003,         1,       1,    0.008107,   15.000000,30004.179688,    0.007660,      1073741824
004, 603979777,      10, 3752.792236,   15.000000,26247.337891,    0.103113,        67108864
004, 536870913,       5, 3318.726074,   15.000000,26681.298828,    0.052970,       134217728
004,         1,       1,    0.007980,   15.000000,30004.087891,    0.007633,      1073741824
005, 603979777,      10, 3756.365967,   15.000000,26243.658203,    0.102490,        67108864
005, 536870913,       5, 3333.708496,   15.000000,26666.275391,    0.048923,       134217728
005,         1,       1,    0.004580,   15.000000,30004.046875,    0.004227,      1073741824
006, 599609599,       9, 3713.398682,   15.000000,26286.501953,    0.103190,        67108864
006, 671088641,       6, 4259.334961,   15.000000,25740.802734,    0.062233,       134217728
006,         1,       1,    0.001913,   15.000000,30004.312500,    0.001560,      1073741824
007, 603979777,      10, 3754.930664,   15.000000,26245.160156,    0.122673,        67108864
