tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00089115,010,00196918,00017984,00001959,001024,000,000,00000016,00058603,02,0000000024927540,00000000
001,00000000,00089355,010,00201018,00018045,00001991,001024,000,000,00000016,00058990,02,0000000020666745,00000000
002,00000000,00060891,010,00135170,00012412,00001303,001024,000,000,00000016,00040107,02,0000000016688760,00000000
003,00000000,00060971,010,00133383,00012365,00001321,001024,000,000,00000016,00039944,02,0000000015505239,00000000
004,00000000,00061878,010,00132400,00012478,00001383,001024,000,000,00000016,00040572,02,0000000016637449,00000000
005,00000000,00089881,010,00202841,00017979,00001950,001024,000,000,00000016,00059245,02,0000000020740211,00000000
006,00000000,00091465,010,00203304,00018017,00001941,001024,000,000,00000016,00059818,02,0000000021015269,00000000
007,00000000,00090544,010,00204819,00017984,00001946,001024,000,000,00000016,00059690,02,0000000021198028,00000000
008,00000000,00060501,010,00134956,00012245,00001363,001024,000,000,00000016,00039899,02,0000000017999146,00000000
009,00000000,00061994,010,00136465,00012534,00001333,001024,000,000,00000016,00041131,02,0000000017100514,00000000
010,00000000,00089864,010,00197909,00018183,00002033,001024,000,000,00000016,00058955,02,0000000023367417,00000000
011,00000000,00060735,010,00134798,00012526,00001417,001024,000,000,00000016,00040170,02,0000000016055362,00000000
012,00000000,00062036,010,00136024,00012447,00001298,001024,000,000,00000016,00040459,02,0000000018348390,00000000
013,00000000,00061261,010,00139058,00012422,00001406,001024,000,000,00000016,00040118,02,0000000017682437,00000000
014,00000000,00090447,010,00202519,00017802,00001877,001024,000,000,00000016,00059491,02,0000000023017082,00000000
015,00000000,00088986,010,00201235,00017885,00002093,001024,000,000,00000016,00058813,02,0000000026833955,00000000
016,00000000,00060385,010,00135056,00012120,00001339,001024,000,000,00000016,00039500,02,0000000017438438,00000000
017,00000000,00090235,010,00201187,00017986,00001911,001024,000,000,00000016,00059440,02,0000000031584456,00000000
018,00000000,00061256,010,00136815,00012378,00001411,001024,000,000,00000016,00040121,02,0000000023649436,00000000
019,00000000,00089812,010,00200178,00018054,00001971,001024,000,000,00000016,00058885,02,0000000024030440,00000000
020,00000000,00089721,010,00203780,00017938,00001973,001024,000,000,00000016,00059221,02,0000000032876910,00000000
021,00000000,00089460,010,00198649,00017935,00001959,001024,000,000,00000016,00058993,02,0000000025833920,00000000
022,00000000,00061429,010,00142045,00012524,00001292,001024,000,000,00000016,00040899,02,0000000019241799,00000000
