tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     18295,   18295,    3.266891
001,     19076,   19076,    3.396748
002,     18833,   18833,    3.001640
003,     19556,   19556,    3.450098
004,     18681,   18681,    3.704457
005,     26832,   26832,    4.594265
006,     18567,   18567,    3.275492
007,     18192,   18192,    3.336170
008,     18049,   18049,    3.161054
009,     22407,   22407,    3.432964
010,     18555,   18555,    3.577321
011,     27430,   27430,    4.719282
012,     18704,   18704,    3.643662
013,     18015,   18015,    2.934148
014,     17590,   17590,    3.324421
015,     21440,   21440,    3.646087
-------------------------------------------------------------------------------------------------------

RUN 1
000,     19662,   19662,    3.869221
001,     18474,   18474,    3.317728
002,     19238,   19238,    3.338693
003,     19909,   19909,    3.466822
004,     19264,   19264,    3.469257
005,     20863,   20863,    3.714566
006,     19511,   19511,    3.388288
007,     18896,   18896,    3.544518
008,     18443,   18443,    3.546056
009,     20871,   20871,    3.789148
010,     19005,   19005,    3.454896
011,     21035,   21035,    3.800772
012,     19959,   19959,    3.638901
013,     18056,   18056,    2.832006
014,     19199,   19199,    3.259075
015,     19700,   19700,    3.294003
-------------------------------------------------------------------------------------------------------

RUN 2
000,     19897,   19897,    3.506185
001,     17897,   17897,    3.192646
002,     19652,   19652,    3.440418
003,     19211,   19211,    3.546505
004,     18772,   18772,    3.403421
005,     24175,   24175,    4.152174
006,     19637,   19637,    3.453756
007,     18705,   18705,    3.300023
008,     18166,   18166,    3.465746
009,     20317,   20317,    3.557707
010,     18939,   18939,    3.409387
011,     23250,   23250,    3.864961
012,     19424,   19424,    3.625154
013,     19084,   19084,    3.086593
014,     19546,   19546,    3.695226
015,     19831,   19831,    3.652267
-------------------------------------------------------------------------------------------------------

RUN 3
000,     19395,   19395,    3.425725
001,     17776,   17776,    3.469974
002,     17757,   17757,    3.442097
003,     17486,   17486,    3.212855
004,     18811,   18811,    3.210818
005,     30171,   30171,    4.826453
006,     18510,   18510,    3.227928
007,     17793,   17793,    2.997925
008,     17354,   17354,    3.477773
009,     18889,   18889,    3.296503
010,     19230,   19230,    3.925310
011,     29747,   29747,    4.419308
012,     18843,   18843,    3.874897
013,     19799,   19799,    3.185202
014,     17599,   17599,    2.861404
015,     20436,   20436,    3.419612
-------------------------------------------------------------------------------------------------------

RUN 4
000,     18202,   18202,    3.452710
001,     18038,   18038,    2.977036
002,     17886,   17886,    3.163598
003,     17920,   17920,    2.989398
004,     17849,   17849,    3.010591
005,     33954,   33954,    5.267103
006,     17746,   17746,    2.920514
007,     18906,   18906,    3.080091
008,     17773,   17773,    3.292473
009,     20168,   20168,    3.339376
010,     17550,   17550,    3.173523
011,     34135,   34135,    5.042995
012,     18017,   18017,    3.349923
013,     17771,   17771,    2.928764
014,     17752,   17752,    3.175861
015,     17581,   17581,    2.951326
-------------------------------------------------------------------------------------------------------

