tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,glock_tries,array_size(B),client_id,run
000,     83047,   83047,    0.819903,   30.000000,22062.560547,  435.779846,21130.363281,   11.272196,  921.025330,  418.787598,    173930,               0,000,000
001,     83048,   83048,    0.789563,   30.000000,22086.138672,  412.486511,21191.515625,    5.881945,  890.159607,  402.557373,    175205,               0,000,000
002,     83048,   83048,    0.779506,   30.000000,22099.136719,  399.559723,21232.191406,    5.925948,  862.584778,  389.829834,    178498,               0,000,000
003,     83048,   83048,    0.826406,   30.000000,22085.554688,  412.846375,21218.394531,    5.635408,  862.535339,  403.365967,    174073,               0,000,000
004,     83047,   83047,    0.788274,   30.000000,22096.583984,  401.777374,21264.111328,    5.842493,  827.403748,  392.144470,    170851,               0,000,000
005,     83048,   83048,    0.770787,   30.000000,22097.937500,  400.761688,21225.619141,    5.981935,  867.861206,  390.528473,    179651,               0,000,000
006,     83047,   83047,    0.781298,   30.000000,22095.019531,  403.444916,21202.871094,    5.719164,  887.001343,  393.806366,    181748,               0,000,000
007,     83047,   83047,    0.774832,   30.000000,22097.144531,  401.197632,21225.511719,    5.734153,  864.248718,  391.419891,    178863,               0,000,000
008,     83047,   83047,    0.773256,   30.000000,21975.472656,  523.093628,20905.515625,   12.463771, 1060.081177,  504.885315,    171259,               0,000,000
009,     83047,   83047,    0.775057,   30.000000,22011.873047,  486.593597,21004.128906,    6.216445, 1003.766663,  476.620331,    171697,               0,000,000
010,     83047,   83047,    0.776007,   30.000000,22014.279297,  484.352112,21008.677734,    5.665191, 1001.260620,  474.901428,    172380,               0,000,000
011,     83047,   83047,    0.781987,   30.000000,22012.314453,  486.280792,21002.197266,    6.627601, 1005.811096,  475.879883,    171360,               0,000,000
012,     83047,   83047,    0.779950,   30.000000,22010.925781,  487.442596,21003.009766,    6.204512, 1003.702698,  477.460999,    172285,               0,000,000
013,     83047,   83047,    0.776406,   30.000000,22010.498047,  488.020233,21010.664062,    5.792184,  994.780151,  478.435638,    168942,               0,000,000
014,     83047,   83047,    0.774200,   30.000000,22015.425781,  483.077393,21008.878906,    6.392236, 1002.297668,  472.901154,    169080,               0,000,000
015,     83047,   83047,    0.794092,   30.000000,22007.039062,  491.516998,20992.906250,    6.640329, 1009.831604,  481.096649,    172223,               0,000,000
000,     83325,   83325,    0.820855,   30.000000,22060.402344,  438.038239,21164.265625,   11.644458,  885.134399,  420.664917,    166372,               0,000,001
001,     83325,   83325,    0.795837,   30.000000,22088.001953,  410.488312,21222.314453,    6.105664,  860.827515,  400.547394,    173355,               0,000,001
002,     83325,   83325,    0.776596,   30.000000,22093.736328,  404.794373,21198.312500,    6.205746,  891.055359,  394.794403,    179588,               0,000,001
003,     83325,   83325,    0.855288,   30.000000,22086.333984,  411.969666,21210.599609,    6.036041,  871.195374,  402.083130,    175386,               0,000,001
004,     83325,   83325,    0.798348,   30.000000,22092.474609,  406.127716,21207.074219,    5.854574,  880.233582,  396.503357,    177112,               0,000,001
