tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,    348736,    5449,  263.633850,   30.000000,22238.107422,  262.218231,21799.878906,    1.576573,  436.994843,  259.970245,          262144,000,000
000,    349632,    5463,  262.983490,   30.000000,22238.146484,  261.836609,21817.498047,    1.650571,  419.467560,  259.501587,        16777216,000,000
000,    354112,    5533,  263.281433,   30.000000,22238.363281,  261.889008,21798.169922,    1.676263,  439.002197,  259.516571,       134217728,000,000
001,    348736,    5449,  261.642090,   30.000000,22240.132812,  260.460663,21822.382812,    1.639912,  416.706970,  258.108643,          262144,000,000
001,    349632,    5463,  291.693970,   30.000000,22208.755859,  290.223267,21760.105469,    1.745326,  447.523865,  287.694122,        16777216,000,000
001,    354048,    5532,  280.271912,   30.000000,22219.970703,  278.856659,21776.582031,    1.838847,  442.141998,  276.258392,       134217728,000,000
002,    348736,    5449,  275.797546,   30.000000,22226.201172,  274.559174,21806.771484,    1.820320,  418.328522,  271.892792,          262144,000,000
002,    349632,    5463,  262.384644,   30.000000,22238.546875,  261.157013,21812.837891,    1.857762,  424.638153,  258.445312,        16777216,000,000
002,    354112,    5533,  264.525238,   30.000000,22237.224609,  263.339996,21813.511719,    1.684213,  422.684570,  260.837128,       134217728,000,000
003,    348736,    5449,  280.553833,   30.000000,22221.306641,  279.174866,21779.611328,    1.896863,  440.540558,  276.381439,          262144,000,000
003,    349632,    5463,  266.951233,   30.000000,22234.529297,  265.751312,21807.298828,    1.830532,  426.037354,  263.105927,        16777216,000,000
003,    354112,    5533,  272.439972,   30.000000,22229.494141,  271.149719,21794.988281,    1.853060,  433.347809,  268.476074,       134217728,000,000
004,    348736,    5449,  286.846710,   30.000000,22215.326172,  285.711395,21775.121094,    1.577650,  439.218079,  283.245361,          262144,000,000
004,    349632,    5463,  292.422394,   30.000000,22209.605469,  291.233948,21758.902344,    1.633479,  449.740082,  288.700684,        16777216,000,000
004,    354048,    5532,  315.053345,   30.000000,22184.615234,  313.842010,21722.234375,    1.819240,  461.299530,  311.123566,       134217728,000,000
005,    348736,    5449,  269.224304,   30.000000,22232.568359,  268.070770,21803.328125,    1.691933,  428.219513,  265.600281,          262144,000,000
005,    349632,    5463,  268.195068,   30.000000,22232.748047,  266.971375,21811.681641,    1.789361,  420.058746,  264.450165,        16777216,000,000
005,    354112,    5533,  265.599640,   30.000000,22236.111328,  264.379669,21808.425781,    1.872373,  426.645203,  261.744446,       134217728,000,000
006,    348736,    5449,  268.801453,   30.000000,22233.451172,  267.644836,21800.402344,    1.733811,  432.056030,  265.093170,          262144,000,000
006,    349632,    5463,  273.693207,   30.000000,22227.865234,  272.509735,21796.638672,    1.662091,  430.159760,  270.055359,        16777216,000,000
006,    354112,    5533,  268.521027,   30.000000,22233.761719,  267.137604,21794.886719,    1.705183,  437.781067,  264.662781,       134217728,000,000
007,    348736,    5449,  289.755066,   30.000000,22212.242188,  288.424927,21759.365234,    2.036243,  451.463440,  285.565887,          262144,000,000
007,    349632,    5463,  281.945374,   30.000000,22219.369141,  280.418243,21767.554688,    1.906285,  450.552887,  277.697052,        16777216,000,000
007,    354112,    5533,  265.235168,   30.000000,22237.083984,  264.025269,21809.777344,    1.831928,  426.160187,  261.461243,       134217728,000,000
008,    348736,    5449,  271.476196,   30.000000,22230.917969,  270.264191,21804.505859,    1.847172,  425.208801,  267.542633,          262144,000,000
008,    349632,    5463,  277.814270,   30.000000,22223.992188,  276.305176,21790.699219,    1.799548,  432.063599,  273.679047,        16777216,000,000
008,    354112,    5533,  270.111633,   30.000000,22232.486328,  268.825439,21806.003906,    1.817079,  425.204010,  266.108887,       134217728,000,000
009,    348736,    5449,  261.780731,   30.000000,22240.486328,  260.655090,21823.308594,    1.628103,  416.097931,  258.333588,          262144,000,000
009,    349632,    5463,  276.427368,   30.000000,22225.123047,  275.236145,21788.986328,    1.794783,  434.986572,  272.654541,        16777216,000,000
009,    354112,    5533,  302.735107,   30.000000,22198.951172,  301.488068,21745.861328,    1.927240,  451.724548,  298.753326,       134217728,000,000
010,    348736,    5449,  261.333557,   30.000000,22241.244141,  260.170776,21826.267578,    1.737719,  413.933868,  257.787476,          262144,000,000
010,    349632,    5463,  258.022400,   30.000000,22243.789062,  256.915771,21830.953125,    1.671440,  411.809692,  254.549118,        16777216,000,000
010,    354048,    5532,  258.662201,   30.000000,22241.613281,  257.330627,21807.308594,    1.634098,  433.179626,  254.964020,       134217728,000,000
011,    348736,    5449,  282.045105,   30.000000,22220.300781,  280.722198,21779.740234,    2.056441,  439.339203,  277.929871,          262144,000,000
011,    349632,    5463,  267.848145,   30.000000,22233.828125,  266.536865,21811.566406,    1.844621,  421.117798,  264.011841,        16777216,000,000
011,    354112,    5533,  270.568848,   30.000000,22231.935547,  269.025452,21795.054688,    1.873752,  435.690552,  266.378571,       134217728,000,000
012,    348736,    5449,  288.183197,   30.000000,22214.687500,  286.801331,21764.023438,    1.391488,  449.588928,  284.684448,          262144,000,000
012,    349632,    5463,  294.415253,   30.000000,22207.794922,  293.342529,21759.611328,    1.366163,  447.123810,  291.238770,        16777216,000,000
012,    354048,    5532,  307.414734,   30.000000,22192.433594,  306.285309,21728.619141,    1.421003,  462.624207,  304.006195,       134217728,000,000
013,    348672,    5448,  269.955475,   30.000000,22230.712891,  268.536407,21789.847656,    1.660723,  439.626801,  266.085175,          262144,000,000
013,    349632,    5463,  270.227570,   30.000000,22230.541016,  268.789368,21789.468750,    1.688947,  439.763947,  266.342072,        16777216,000,000
013,    354112,    5533,  264.383362,   30.000000,22237.429688,  263.174011,21817.951172,    1.782051,  418.250732,  260.686157,       134217728,000,000
014,    348672,    5448,  271.713898,   30.000000,22229.636719,  270.318268,21792.402344,    1.724288,  436.118408,  267.884521,          262144,000,000
014,    349632,    5463,  272.976593,   30.000000,22227.072266,  271.722565,21798.062500,    1.955898,  427.922485,  269.078949,        16777216,000,000
