tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,54055.925781, 76.634918
001,53974.125000, 78.518005
004,54086.773438, 77.569763
003,54043.683594, 69.330818
005,54400.722656, 77.081154
006,53957.792969, 78.203690
007,54253.527344, 74.878105
008,54224.347656, 73.970146
009,52061.441406,122.289581
010,52183.570312,116.650192
011,52234.179688,117.321228
012,52366.875000,125.601692
013,52103.832031,116.568100
014,52144.492188,117.571709
015,52148.421875,109.160889
016,52297.855469,125.117493
-----------------------------------------------------------------------------------------------

RUN 1
002,52879.980469, 85.895035
001,53105.339844, 84.480003
004,53480.800781, 87.191101
003,53183.328125, 84.957626
005,53634.957031, 86.073227
006,53160.128906, 84.896774
007,53474.121094, 82.544876
008,53595.792969, 87.386292
009,52932.351562,106.807945
010,52996.207031,101.547066
011,53137.582031,116.333382
012,53224.976562,107.907104
013,53019.593750,106.266136
014,52979.218750, 98.149582
015,53118.132812,102.769356
016,53178.824219,108.976006
-----------------------------------------------------------------------------------------------

