lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0001002,0000051,0001006,0013946,0008025,0007173,0000018,001024,000,000,0016,02
0000000,0004646,0000912,0001014,0027953,0016220,0015889,0003119,001024,000,000,0016,02
0000000,0001008,0000060,0001007,0015750,0008977,0008155,0000019,001024,000,001,0016,02
0000000,0003488,0000952,0001015,0030197,0017503,0017232,0002192,001024,000,001,0016,02
0000000,0001013,0000070,0001008,0016932,0009578,0008776,0000020,001024,000,002,0016,02
0000000,0003082,0000952,0001016,0031449,0018194,0017904,0001837,001024,000,002,0016,02
0000000,0000672,0000050,0001017,0036689,0019256,0018875,0000042,001024,000,000,0128,02
0000000,0002303,0000822,0001028,0055434,0030176,0030868,0001232,001024,000,000,0128,02
0000000,0000671,0000050,0001017,0036569,0019187,0018826,0000042,001024,000,001,0128,02
0000000,0002306,0000841,0001028,0055435,0030107,0030878,0001226,001024,000,001,0128,02
0000000,0000671,0000050,0001017,0036699,0019206,0018826,0000044,001024,000,002,0128,02
0000000,0002311,0000832,0001028,0055624,0030066,0030757,0001235,001024,000,002,0128,02
0000000,0000661,0000050,0001019,0039775,0020719,0020338,0000047,001024,000,000,0512,02
0000000,0002235,0000781,0001029,0058379,0031509,0032421,0001162,001024,000,000,0512,02
0000000,0000652,0000050,0001019,0039354,0020498,0020138,0000044,001024,000,001,0512,02
0000000,0002300,0000792,0001029,0058259,0031489,0032331,0001226,001024,000,001,0512,02
0000000,0000661,0000041,0001019,0039334,0020488,0020128,0000046,001024,000,002,0512,02
0000000,0002246,0000772,0001029,0057999,0031339,0032250,0001181,001024,000,002,0512,02
