tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.492847,  0.000282
002,  0.422580,  0.000135
002,  0.394632,  0.000100
002,  8.363275,  0.000147
002,  0.421478,  0.000103
002,  0.366935,  0.000063
002,  0.364853,  0.000063
002,  0.361210,  0.000068
002,  0.358453,  0.000077
002,  0.365473,  0.000065
001,  0.091555,  0.000317
001,  0.510333,  0.000107
001,  0.390492,  0.000102
001,  0.400900,  0.000073
001,  8.379475,  0.000123
001,  0.379175,  0.000078
001,  0.363002,  0.000070
001,  0.364570,  0.000078
001,  0.358658,  0.000082
001,  0.359923,  0.000065
003,  0.244387,  0.000275
003,  0.469712,  0.000170
003,  0.362868,  0.000145
003,  8.316850,  0.000167
003,  0.426358,  0.000168
003,  0.356173,  0.000135
003,  0.343517,  0.000137
003,  0.351608,  0.000135
003,  0.342222,  0.000137
003,  0.341715,  0.000137
004,  0.411602,  0.000387
004,  0.451402,  0.000078
004,  0.390683,  0.000077
004,  8.351320,  0.000135
004,  0.426878,  0.000077
004,  0.365430,  0.000073
004,  0.360082,  0.000073
004,  0.360590,  0.000075
004,  0.354147,  0.000075
004,  0.364463,  0.000058
005,  0.000895,  0.000412
005,  0.537762,  0.000112
005,  0.402952,  0.000087
005,  0.394998,  0.000077
005,  8.370889,  0.000132
005,  0.387440,  0.000082
005,  0.364228,  0.000067
005,  0.365438,  0.000075
005,  0.363337,  0.000067
005,  0.357223,  0.000065
007,  0.169028,  0.000380
007,  0.472223,  0.000143
007,  0.374393,  0.000123
007,  0.375032,  0.000203
007,  0.431580,  0.000165
007,  0.358022,  0.000127
007,  0.344893,  0.000120
007,  0.352072,  0.000117
007,  0.345127,  0.000132
007,  0.345335,  0.000132
006,  0.325443,  0.000302
006,  0.476282,  0.000148
006,  0.393980,  0.000135
006,  8.344566,  0.000220
006,  0.445677,  0.000115
006,  0.376875,  0.000142
006,  0.369340,  0.000117
006,  0.372113,  0.000128
006,  0.366130,  0.000157
006,  0.362352,  0.000112
008,  0.583013,  0.000330
008,  0.398718,  0.000147
008,  0.388008,  0.000160
008,  8.371139,  0.000198
008,  0.409410,  0.000135
008,  0.363850,  0.000140
008,  0.364658,  0.000140
008,  0.361663,  0.000152
008,  0.357558,  0.000137
008,  0.360937,  0.000168
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.270280,  0.000187
002,  0.383888,  0.000148
002,  0.351352,  0.000068
002,  0.347517,  0.000077
002,  0.340147,  0.000098
002,  0.340862,  0.000072
002,  0.335098,  0.000102
002,  0.349072,  0.000097
002,  0.341563,  0.000100
002,  0.358797,  0.000088
001,  0.083212,  0.000172
001,  0.389227,  0.000188
001,  0.353502,  0.000072
001,  0.336218,  0.000103
001,  0.335843,  0.000090
001,  0.332917,  0.000085
001,  0.332315,  0.000073
001,  0.341318,  0.000063
001,  0.333250,  0.000063
001,  0.346432,  0.000058
003,  0.387760,  0.000323
003,  0.350272,  0.000210
003,  0.331395,  0.000173
003,  0.332493,  0.000160
003,  0.326732,  0.000128
003,  0.327120,  0.000123
003,  0.328292,  0.000118
003,  0.325677,  0.000120
003,  0.327017,  0.000128
003,  0.338222,  0.000127
004,  0.000468,  0.000212
004,  0.414327,  0.000118
004,  0.369267,  0.000080
004,  0.346450,  0.000075
004,  0.347228,  0.000078
004,  0.338443,  0.000075
004,  0.339980,  0.000070
004,  0.351943,  0.000068
004,  0.343782,  0.000073
004,  0.352910,  0.000063
005,  0.158860,  0.000323
005,  0.376948,  0.000110
005,  0.345883,  0.000070
005,  0.338107,  0.000065
005,  0.332503,  0.000067
005,  0.335093,  0.000065
005,  0.331152,  0.000065
005,  0.339800,  0.000068
005,  0.331442,  0.000060
005,  0.345273,  0.000067
007,  0.221777,  0.000317
007,  0.396967,  0.000235
007,  0.358062,  0.000173
007,  0.352385,  0.000118
007,  0.345983,  0.000122
007,  0.351258,  0.000117
007,  0.345925,  0.000117
007,  0.354975,  0.000117
007,  0.345482,  0.000130
007,  0.362947,  0.000123
006,  0.451587,  0.000265
006,  0.355883,  0.000178
006,  0.336158,  0.000132
006,  0.336258,  0.000135
006,  0.331760,  0.000182
006,  0.330813,  0.000123
006,  0.337447,  0.000160
006,  0.329603,  0.000133
006,  0.331718,  0.000132
006,  0.339210,  0.000197
008,  0.330893,  0.000320
008,  0.376972,  0.000180
008,  0.348870,  0.000148
008,  0.345220,  0.000155
008,  0.340780,  0.000140
008,  0.339353,  0.000138
008,  0.340863,  0.000153
008,  0.340983,  0.000148
008,  0.339890,  0.000137
008,  0.360298,  0.000145
-----------------------------------------------------------------------------------------------

