lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0001001,0000100,0001008,0006492,0008847,0016541,0000017,001024,000,000,16384
0000000,0009071,0001112,0001234,0022162,0020459,0041549,0004068,001024,000,000,16384
0000000,0001001,0000100,0001009,0008817,0010299,0020509,0000021,001024,001,000,16384
0000000,0006399,0001082,0001188,0021100,0020058,0038402,0002755,001024,001,000,16384
0000000,0001001,0000100,0001008,0006392,0009077,0016582,0000017,001024,002,000,16384
0000000,0008530,0001132,0001233,0016641,0018345,0032301,0003881,001024,002,000,16384
0000000,0001001,0000100,0001008,0006643,0008967,0016822,0000017,001024,000,001,16384
0000000,0009261,0001032,0001233,0020529,0019787,0038663,0004014,001024,000,001,16384
0000000,0001001,0000100,0001009,0008767,0010300,0020468,0000022,001024,001,001,16384
0000000,0006334,0001523,0001183,0021119,0020108,0038442,0002783,001024,001,001,16384
0000000,0001001,0000100,0001008,0006412,0009107,0016631,0000017,001024,002,001,16384
0000000,0008589,0001102,0001233,0017022,0018445,0032902,0003906,001024,002,001,16384
0000000,0001001,0000100,0001008,0006662,0008997,0016862,0000017,001024,000,002,16384
0000000,0009034,0000962,0001231,0018515,0019246,0035317,0004015,001024,000,002,16384
0000000,0001001,0000100,0001009,0008757,0010289,0020429,0000022,001024,001,002,16384
0000000,0006439,0001532,0001184,0021431,0020488,0039444,0002745,001024,001,002,16384
0000000,0001001,0000091,0001008,0006382,0009127,0016581,0000017,001024,002,002,16384
0000000,0008234,0001052,0001232,0025588,0022562,0045716,0003726,001024,002,002,16384
