tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,53231.070312,  7.342091
002,53245.300781,  8.982031
003,53251.730469,  9.004220
004,52943.097656,  8.588037
005,53205.574219,  7.147962
006,53471.824219,  8.141074
007,53493.539062,  9.157103
010,52466.695312, 10.358166
008,53134.570312,  7.737252
009,53112.382812,  4.896138
012,53129.316406,  5.057157
011,53027.539062,  4.884845
014,52768.730469,  4.695776
013,52811.574219,  5.251408
015,52855.914062,  5.192924
016,52869.148438,  5.096123
-----------------------------------------------------------------------------------------------

RUN 1
001,53015.703125,  9.175344
002,53306.484375, 10.637385
003,53247.671875,  9.464205
004,53065.785156,  8.934402
005,53131.234375, 10.716908
006,53005.066406,  8.488225
007,53225.773438,  8.717801
010,52427.593750,  9.917924
008,52937.222656,  9.766311
009,52898.714844,  4.770459
012,53150.011719,  5.078044
011,53049.816406,  4.845252
014,52913.824219,  5.043591
013,52990.234375,  5.088133
015,52807.621094,  5.044422
016,53118.644531,  5.976055
-----------------------------------------------------------------------------------------------

