tid,lock_impl_time(ms)
RUN 0
001,    72.279
-----------------------------------------------------------------------------------------------

RUN 1
001,    61.691
-----------------------------------------------------------------------------------------------

RUN 2
001,    48.164
-----------------------------------------------------------------------------------------------

RUN 3
001,    46.511
-----------------------------------------------------------------------------------------------

RUN 4
001,    45.963
-----------------------------------------------------------------------------------------------

