lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0000491,0000050,0001006,0011221,0006002,0005119,0000014,001024,000,000,0016,02
0000000,0020361,0000862,0001498,0028804,0011231,0011491,0018897,001024,000,000,0016,02
0000000,0000521,0000050,0001005,0010480,0005540,0004549,0000010,001024,001,000,0016,02
0000000,0021519,0000852,0001576,0021511,0009949,0006432,0019904,001024,001,000,0016,02
0000000,0000691,0000051,0001016,0038953,0013646,0019717,0000106,001024,002,000,0016,02
0000000,0012663,0001263,0001378,0108825,0026670,0045225,0009534,001024,002,000,0016,02
0000000,0000692,0000051,0001015,0037080,0013145,0018685,0000102,001024,003,000,0016,02
0000000,0013675,0001252,0001383,0107733,0026169,0044033,0010136,001024,003,000,0016,02
0000000,0000441,0000050,0001005,0011181,0005741,0004488,0000014,001024,000,001,0016,02
0000000,0020634,0000841,0001527,0030628,0012804,0013195,0019052,001024,000,001,0016,02
0000000,0000521,0000050,0001005,0010009,0005701,0004608,0000010,001024,001,001,0016,02
0000000,0020081,0000822,0001494,0021871,0010410,0006473,0018673,001024,001,001,0016,02
0000000,0000682,0000050,0001013,0031920,0011953,0016280,0000092,001024,002,001,0016,02
0000000,0014991,0001212,0001371,0101140,0024677,0041157,0012076,001024,002,001,0016,02
0000000,0000681,0000051,0001013,0033032,0012263,0016942,0000094,001024,003,001,0016,02
0000000,0015079,0001162,0001376,0101612,0025048,0042230,0012023,001024,003,001,0016,02
0000000,0000451,0000050,0001005,0011151,0005530,0004218,0000014,001024,000,002,0016,02
0000000,0020370,0000831,0001518,0027131,0011010,0011011,0018796,001024,000,002,0016,02
0000000,0000521,0000050,0001005,0010169,0005791,0004638,0000010,001024,001,002,0016,02
0000000,0019967,0000832,0001490,0021882,0009798,0006733,0018431,001024,001,002,0016,02
0000000,0000681,0000050,0001013,0031259,0011742,0015810,0000090,001024,002,002,0016,02
0000000,0014847,0001232,0001378,0099507,0024606,0040727,0012350,001024,002,002,0016,02
0000000,0000682,0000050,0001013,0032651,0012152,0016641,0000093,001024,003,002,0016,02
0000000,0015119,0001252,0001371,0098916,0025237,0042439,0012310,001024,003,002,0016,02
0000000,0000591,0000041,0001005,0010550,0005871,0004709,0000014,001024,000,000,0128,02
0000000,0025842,0000742,0001639,0028563,0012744,0013215,0024221,001024,000,000,0128,02
0000000,0000551,0000040,0001005,0009728,0005731,0004599,0000010,001024,001,000,0128,02
