tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,       128,     128,    0.019120
001,        92,      92,    0.013973
002,        77,      77,    0.015527
003,       103,     103,    0.018617
004,        99,      99,    0.023347
005,        95,      95,    0.017857
006,        97,      97,    0.020693
007,       123,     123,    0.022000
008,        88,      88,    0.016776
009,        89,      89,    0.017187
010,       115,     115,    0.022490
011,        90,      90,    0.017997
012,       104,     104,    0.022290
013,       133,     133,    0.022757
014,       109,     109,    0.025320
015,       112,     112,    0.018492
016,        86,      86,    0.017653
017,       116,     116,    0.020510
018,       105,     105,    0.021953
019,        79,      79,    0.014063
020,       102,     102,    0.019883
021,       104,     104,    0.019127
022,        89,      89,    0.017007
023,        93,      93,    0.017983
024,       111,     111,    0.022283
025,        99,      99,    0.018007
026,        97,      97,    0.019163
027,        90,      90,    0.016363
028,        85,      85,    0.016720
-------------------------------------------------------------------------------------------------------

RUN 1
000,       106,     106,    0.015650
001,        74,      74,    0.011400
002,        89,      89,    0.018127
003,       103,     103,    0.019753
004,        89,      89,    0.019350
005,       100,     100,    0.018437
006,       110,     110,    0.022287
007,       104,     104,    0.018849
008,       104,     104,    0.020113
009,        97,      97,    0.018760
010,       111,     111,    0.022680
011,       115,     115,    0.021257
012,        99,      99,    0.022190
013,       121,     121,    0.021960
014,        87,      87,    0.018103
015,        85,      85,    0.014137
016,        86,      86,    0.017193
017,       128,     128,    0.022509
018,       113,     113,    0.024047
019,        90,      90,    0.015957
020,       106,     106,    0.022033
021,       117,     117,    0.021173
022,        86,      86,    0.016017
023,       104,     104,    0.018970
024,        99,      99,    0.019087
025,        78,      78,    0.014063
026,       102,     102,    0.019710
027,        90,      90,    0.016190
028,        83,      83,    0.017120
-------------------------------------------------------------------------------------------------------

RUN 2
000,       122,     122,    0.017947
001,        97,      97,    0.014290
002,        79,      79,    0.015870
003,        86,      86,    0.017290
004,       105,     105,    0.023413
005,        91,      91,    0.016610
006,        97,      97,    0.019463
007,       108,     108,    0.019367
008,        89,      89,    0.017380
009,        93,      93,    0.016403
010,        90,      90,    0.019097
011,        93,      93,    0.016580
012,        83,      83,    0.017710
013,       113,     113,    0.019730
014,        99,      99,    0.019660
015,        88,      88,    0.014857
016,        95,      95,    0.019453
017,       107,     107,    0.018948
018,       103,     103,    0.022667
019,        94,      94,    0.016103
020,       111,     111,    0.023387
021,       123,     123,    0.020917
022,        92,      92,    0.016577
023,        87,      87,    0.016057
024,        94,      94,    0.018550
025,       102,     102,    0.018177
026,        83,      83,    0.016017
027,       109,     109,    0.019750
028,        99,      99,    0.020260
-------------------------------------------------------------------------------------------------------

RUN 3
000,       113,     113,    0.016567
001,       114,     114,    0.016130
002,        84,      84,    0.017240
003,        99,      99,    0.018700
004,        98,      98,    0.022450
005,       105,     105,    0.018547
006,       112,     112,    0.021657
007,        95,      95,    0.016863
008,        91,      91,    0.017127
009,        86,      86,    0.015783
010,        81,      81,    0.017437
011,       113,     113,    0.020210
012,        91,      91,    0.021073
013,       128,     128,    0.022290
014,        94,      94,    0.019567
015,       107,     107,    0.017983
016,        88,      88,    0.018393
017,        90,      90,    0.016230
018,       115,     115,    0.024447
019,        99,      99,    0.017017
020,        92,      92,    0.017640
021,       118,     118,    0.020013
022,        99,      99,    0.018753
023,        86,      86,    0.016163
024,        95,      95,    0.017637
025,        92,      92,    0.016210
026,        77,      77,    0.014313
027,        91,      91,    0.016100
028,        94,      94,    0.018753
-------------------------------------------------------------------------------------------------------

RUN 4
000,       128,     128,    0.018843
001,       114,     114,    0.016022
002,        79,      79,    0.015607
003,        80,      80,    0.015057
004,        86,      86,    0.020410
005,        92,      92,    0.016667
006,        89,      89,    0.018340
007,        98,      98,    0.017997
008,        93,      93,    0.017220
009,       107,     107,    0.020140
010,        76,      76,    0.015813
011,       111,     111,    0.020230
012,        90,      90,    0.019877
013,       118,     118,    0.022087
014,       101,     101,    0.020537
015,        89,      89,    0.015300
016,        92,      92,    0.018553
017,        92,      92,    0.016873
018,        89,      89,    0.019323
019,        91,      91,    0.015863
020,       107,     107,    0.020257
021,       118,     118,    0.020417
022,        96,      96,    0.018073
023,        91,      91,    0.015850
024,        86,      86,    0.016240
025,        89,      89,    0.016267
026,       111,     111,    0.020723
027,       103,     103,    0.018380
028,        99,      99,    0.019930
-------------------------------------------------------------------------------------------------------

