tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,   1655267, 1655267,   15.611596,   30.000000,11243.571289,11224.062500,   44.058876,   78.380775,11058.459961,10999.710938,   1655267,               0,000,000
000,   1644981, 1644981,   15.460110,   30.000000,11246.580078,11221.319336,   43.780167,   77.982811,11062.311523,10998.314453,   1644981,               0,000,001
