tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00036761,00036761,010,00105318,00032241,00032241,001024,000,000,00000001,00036761,02,0000000845441864
001,00036711,00036711,010,00135956,00030909,00030909,001024,000,000,00000001,00036711,02,0000000971520213
002,00036797,00036797,010,00111584,00032010,00032010,001024,000,000,00000001,00036797,02,0000000871534762
003,00036799,00036799,010,00099839,00032512,00032512,001024,000,000,00000001,00036799,02,0000000812657059
004,00036694,00036694,010,00102463,00032373,00032373,001024,000,000,00000001,00036694,02,0000000832040859
005,00036599,00036599,010,00105296,00032003,00032003,001024,000,000,00000001,00036599,02,0000000075517890
006,00036708,00036708,010,00108736,00032011,00032011,001024,000,000,00000001,00036708,02,0000000848535999
007,00036721,00036721,010,00120423,00031533,00031533,001024,000,000,00000001,00036721,02,0000000896233936
008,00036701,00036701,010,00124478,00031409,00031409,001024,000,000,00000001,00036701,02,0000000931413085
009,00036753,00036753,010,00121744,00031407,00031407,001024,000,000,00000001,00036753,02,0000000913752174
010,00036820,00036820,010,00106534,00032230,00032230,001024,000,000,00000001,00036820,02,0000000819330518
011,00036755,00036755,010,00109554,00031952,00031952,001024,000,000,00000001,00036755,02,0000000840232793
012,00036795,00036795,010,00125978,00031336,00031336,001024,000,000,00000001,00036795,02,0000000919996939
013,00036882,00036882,010,00107625,00032143,00032143,001024,000,000,00000001,00036882,02,0000000836220036
014,00036842,00036842,010,00093028,00032819,00032819,001024,000,000,00000001,00036842,02,0000000838816401
015,00036813,00036813,010,00095648,00032529,00032529,001024,000,000,00000001,00036813,02,0000000841730091
016,00036798,00036798,010,00101994,00032159,00032159,001024,000,000,00000001,00036798,02,0000000876091244
017,00036802,00036802,010,00095383,00032503,00032503,001024,000,000,00000001,00036802,02,0000000852899839
018,00036798,00036798,010,00073962,00033460,00033460,001024,000,000,00000001,00036798,02,0000000725495550
019,00036759,00036759,010,00101222,00032154,00032154,001024,000,000,00000001,00036759,02,0000000893958849
020,00036764,00036764,010,00089044,00032836,00032836,001024,000,000,00000001,00036764,02,0000000824654050
021,00036760,00036760,010,00106541,00031985,00031985,001024,000,000,00000001,00036760,02,0000000911226530
022,00036712,00036712,010,00117899,00031528,00031528,001024,000,000,00000001,00036712,02,0000000881972863
023,00036835,00036835,010,00090617,00032827,00032827,001024,000,000,00000001,00036835,02,0000000815384664
024,00036760,00036760,010,00095756,00032458,00032458,001024,000,000,00000001,00036760,02,0000000825362616
025,00036805,00036805,010,00112545,00031643,00031643,001024,000,000,00000001,00036805,02,0000000927641610
026,00036829,00036829,010,00096083,00032502,00032502,001024,000,000,00000001,00036829,02,0000000842243125
027,00036765,00036765,010,00105454,00032201,00032201,001024,000,000,00000001,00036765,02,0000000897792648
028,00036756,00036756,010,00096359,00032392,00032392,001024,000,000,00000001,00036756,02,0000000846905460
029,00036788,00036788,010,00097451,00032422,00032422,001024,000,000,00000001,00036788,02,0000000873878944
030,00036807,00036807,010,00089388,00032813,00032813,001024,000,000,00000001,00036807,02,0000000828752096
031,00036807,00036807,010,00109123,00032104,00032104,001024,000,000,00000001,00036807,02,0000000872750740
000,00018274,00018274,010,00054892,00015903,00015903,001024,001,000,00000001,00018274,02,0000000771623088
001,00018225,00018225,010,00057400,00015840,00015840,001024,001,000,00000001,00018225,02,0000000792692680
002,00018333,00018333,010,00060078,00015798,00015798,001024,001,000,00000001,00018333,02,0000000818424298
003,00018238,00018238,010,00055388,00015874,00015874,001024,001,000,00000001,00018238,02,0000000757698948
004,00018314,00018314,010,00058483,00015856,00015856,001024,001,000,00000001,00018314,02,0000000827242509
005,00018223,00018223,010,00071805,00015175,00015175,001024,001,000,00000001,00018223,02,0000000923838375
006,00018286,00018286,010,00058965,00015856,00015856,001024,001,000,00000001,00018286,02,0000000818521468
007,00018235,00018235,010,00057446,00015920,00015920,001024,001,000,00000001,00018235,02,0000000775114186
008,00018329,00018329,010,00061108,00015728,00015728,001024,001,000,00000001,00018329,02,0000000809297534
009,00018233,00018233,010,00055061,00015999,00015999,001024,001,000,00000001,00018233,02,0000000756457909
010,00018287,00018287,010,00052079,00015993,00015993,001024,001,000,00000001,00018287,02,0000000694145642
011,00018251,00018251,010,00059964,00015832,00015832,001024,001,000,00000001,00018251,02,0000000781788639
012,00018304,00018304,010,00056455,00015852,00015852,001024,001,000,00000001,00018304,02,0000000732394104
013,00018333,00018333,010,00058243,00015923,00015923,001024,001,000,00000001,00018333,02,0000000763835941
014,00018248,00018248,010,00065359,00015488,00015488,001024,001,000,00000001,00018248,02,0000000826934763
015,00018296,00018296,010,00038632,00016576,00016576,001024,001,000,00000001,00018296,02,0000000608804968
016,00018374,00018374,010,00061941,00015756,00015756,001024,001,000,00000001,00018374,02,0000000814297625
017,00018342,00018342,010,00046251,00016248,00016248,001024,001,000,00000001,00018342,02,0000000681463038
018,00018314,00018314,010,00035708,00016625,00016625,001024,001,000,00000001,00018314,02,0000000570163732
019,00018281,00018281,010,00043056,00016372,00016372,001024,001,000,00000001,00018281,02,0000000676276642
020,00018317,00018317,010,00043362,00016309,00016309,001024,001,000,00000001,00018317,02,0000000688951096
021,00018225,00018225,010,00041315,00016346,00016346,001024,001,000,00000001,00018225,02,0000000648748405
022,00018251,00018251,010,00048054,00016114,00016114,001024,001,000,00000001,00018251,02,0000000740665372
023,00018320,00018320,010,00045618,00016378,00016378,001024,001,000,00000001,00018320,02,0000000669326837
024,00018285,00018285,010,00049303,00016051,00016051,001024,001,000,00000001,00018285,02,0000000672425190
025,00018284,00018284,010,00049479,00016041,00016041,001024,001,000,00000001,00018284,02,0000000703385263
026,00018284,00018284,010,00051054,00015995,00015995,001024,001,000,00000001,00018284,02,0000000740028180
027,00018348,00018348,010,00048242,00016029,00016029,001024,001,000,00000001,00018348,02,0000000706552387
028,00018314,00018314,010,00052794,00015938,00015938,001024,001,000,00000001,00018314,02,0000000742498065
029,00018262,00018262,010,00051659,00015957,00015957,001024,001,000,00000001,00018262,02,0000000793041275
030,00018304,00018304,010,00050983,00015889,00015889,001024,001,000,00000001,00018304,02,0000000758016596
031,00018285,00018285,010,00047113,00016331,00016331,001024,001,000,00000001,00018285,02,0000000727404763
000,00017719,00017719,010,00069707,00014979,00014979,001024,002,000,00000001,00017719,02,0000000935215289
001,00017767,00017767,010,00052226,00015695,00015695,001024,002,000,00000001,00017767,02,0000000735545880
002,00017730,00017730,010,00058674,00015351,00015351,001024,002,000,00000001,00017730,02,0000000823608664
003,00017686,00017686,010,00066447,00015094,00015094,001024,002,000,00000001,00017686,02,0000000905642211
004,00017769,00017769,010,00051692,00015640,00015640,001024,002,000,00000001,00017769,02,0000000743743812
005,00017738,00017738,010,00071643,00014872,00014872,001024,002,000,00000001,00017738,02,0000000937199947
