tid,lock_impl_time(ms)
RUN 0
001, 22445.678
002, 22333.832
003, 22612.043
004, 22417.225
005, 23122.432
006, 23565.457
007, 22936.924
008, 22792.602
-----------------------------------------------------------------------------------------------

RUN 1
001, 22458.637
002, 22166.262
003, 22385.908
004, 23033.020
005, 23113.590
006, 23162.398
007, 22614.857
008, 22715.342
-----------------------------------------------------------------------------------------------

RUN 2
001, 21997.408
002, 22562.096
003, 22361.090
004, 23358.520
005, 22899.174
006, 23317.057
007, 22276.986
008, 22513.799
-----------------------------------------------------------------------------------------------

RUN 3
001, 22310.932
002, 22283.219
003, 22573.125
004, 23035.150
005, 23073.896
006, 23294.291
007, 22651.025
008, 22750.949
-----------------------------------------------------------------------------------------------

RUN 4
001, 22191.873
002, 22147.553
003, 22348.893
004, 23034.045
005, 23131.207
006, 23299.086
007, 22615.809
008, 22796.381
-----------------------------------------------------------------------------------------------

