tid,lock_impl_time(ms)
RUN 0
001,    63.269
-----------------------------------------------------------------------------------------------

RUN 1
001,    63.001
-----------------------------------------------------------------------------------------------

RUN 2
001,    62.921
-----------------------------------------------------------------------------------------------

RUN 3
001,    62.999
-----------------------------------------------------------------------------------------------

RUN 4
001,    60.782
-----------------------------------------------------------------------------------------------

